'Crate name', 'Successful verification', 'Whitelist items', 'Verified items', 'Successful items', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'104_num-bigint', true, 3, 3, 3, 49, 0, '2018-11-15 03:18:57', '2018-11-15 03:19:46', 0.2, 0.0, 0.2, 1.68
'105_cmake', true, 0, 0, 0, 23, 0, '2018-11-15 03:19:46', '2018-11-15 03:20:09', 0.0, 0.0, 0.0, 1.15
'106_foreign-types', true, 0, 0, 0, 6, 0, '2018-11-15 03:20:09', '2018-11-15 03:20:15', 0.0, 0.0, 0.0, 1.18
'107_filetime', true, 2, 2, 2, 14, 0, '2018-11-15 03:20:15', '2018-11-15 03:20:29', 0.0, 0.0, 0.1, 1.67
'108_phf_shared', true, 1, 1, 1, 10, 0, '2018-11-15 03:20:29', '2018-11-15 03:20:39', 0.0, 0.0, 0.2, 1.99
'109_phf', true, 0, 0, 0, 12, 0, '2018-11-15 03:20:39', '2018-11-15 03:20:51', 0.0, 0.0, 0.0, 1.9
'110_nix', true, 523, 523, 523, 120, 0, '2018-11-15 03:20:51', '2018-11-15 03:22:52', 0.11, 0.1, 3.18, 21.64
'111_num-complex', true, 0, 0, 0, 30, 0, '2018-11-15 03:22:52', '2018-11-15 03:23:22', 0.1, 0.0, 0.0, 1.8
'112_iovec', true, 0, 0, 0, 10, 0, '2018-11-15 03:23:22', '2018-11-15 03:23:32', 0.0, 0.0, 0.0, 1.16
'113_termcolor', true, 6, 6, 6, 10, 0, '2018-11-15 03:23:32', '2018-11-15 03:23:43', 0.0, 0.0, 0.24, 3.52
'114_phf_generator', true, 0, 0, 0, 47, 0, '2018-11-15 03:23:43', '2018-11-15 03:24:30', 0.0, 0.0, 0.0, 1.10
'115_miow', true, 0, 0, 0, 223, 0, '2018-11-15 03:24:30', '2018-11-15 03:28:13', 0.1, 0.0, 0.0, 1.14
'117_phf_codegen', true, 1, 1, 1, 53, 0, '2018-11-15 03:28:13', '2018-11-15 03:29:06', 0.0, 0.0, 0.0, 1.18
'118_safemem', true, 0, 0, 0, 3, 0, '2018-11-15 03:29:06', '2018-11-15 03:29:09', 0.0, 0.0, 0.0, 1.12
'119_cookie', true, 1, 1, 1, 27, 0, '2018-11-15 03:29:09', '2018-11-15 03:29:36', 0.0, 0.0, 0.0, 1.81
'120_crossbeam-deque', true, 0, 0, 0, 34, 0, '2018-11-15 03:29:36', '2018-11-15 03:30:10', 0.0, 0.0, 0.0, 1.9
'122_same-file', true, 1, 1, 1, 5, 0, '2018-11-15 03:30:10', '2018-11-15 03:30:15', 0.0, 0.0, 0.4, 1.84
'124_ucd-util', true, 0, 0, 0, 4, 0, '2018-11-15 03:30:15', '2018-11-15 03:30:19', 0.0, 0.0, 0.0, 1.9
'125_siphasher', true, 12, 12, 12, 10, 0, '2018-11-15 03:30:19', '2018-11-15 03:30:29', 0.0, 0.0, 0.14, 4.82
'126_curl-sys', true, 0, 0, 0, 62, 0, '2018-11-15 03:30:29', '2018-11-15 03:31:31', 0.0, 0.0, 0.0, 1.9
'127_xml-rs', true, 0, 0, 0, 25, 0, '2018-11-15 03:31:31', '2018-11-15 03:31:56', 0.0, 0.0, 0.0, 1.10
'128_rayon-core', true, 1, 1, 1, 58, 0, '2018-11-15 03:31:56', '2018-11-15 03:32:54', 0.1, 0.0, 0.0, 1.20
'129_pulldown-cmark', true, 0, 0, 0, 45, 0, '2018-11-15 03:32:54', '2018-11-15 03:33:39', 0.0, 0.0, 0.0, 1.8
'130_linked-hash-map', true, 0, 0, 0, 4, 0, '2018-11-15 03:33:39', '2018-11-15 03:33:43', 0.0, 0.0, 0.0, 1.8
'131_tokio-io', true, 11, 11, 11, 71, 0, '2018-11-15 03:33:43', '2018-11-15 03:34:54', 0.1, 0.0, 0.46, 3.75
'132_curl', true, 8, 8, 8, 89, 0, '2018-11-15 03:34:54', '2018-11-15 03:36:23', 0.2, 0.0, 0.3, 2.11
'133_parking_lot', true, 2, 2, 2, 99, 0, '2018-11-15 03:36:23', '2018-11-15 03:38:02', 0.1, 0.0, 0.0, 1.27
'134_hex', true, 0, 0, 0, 16, 0, '2018-11-15 03:38:02', '2018-11-15 03:38:18', 0.0, 0.0, 0.0, 1.7
'135_term_size', true, 0, 0, 0, 9, 0, '2018-11-15 03:38:18', '2018-11-15 03:38:27', 0.0, 0.0, 0.0, 1.15
'137_memoffset', true, 0, 0, 0, 2, 0, '2018-11-15 03:38:27', '2018-11-15 03:38:30', 0.0, 0.0, 0.0, 1.6
'138_owning_ref', true, 0, 0, 0, 7, 0, '2018-11-15 03:38:30', '2018-11-15 03:38:37', 0.0, 0.0, 0.0, 1.5
'140_parking_lot_core', true, 4, 4, 4, 80, 0, '2018-11-15 03:38:37', '2018-11-15 03:39:57', 0.0, 0.0, 0.1, 1.44
'141_stable_deref_trait', true, 0, 0, 0, 3, 0, '2018-11-15 03:39:57', '2018-11-15 03:40:00', 0.0, 0.0, 0.0, 1.11
'143_tempfile', true, 0, 0, 0, 46, 0, '2018-11-15 03:40:00', '2018-11-15 03:40:46', 0.0, 0.0, 0.0, 1.7
'144_fs2', true, 0, 0, 0, 11, 0, '2018-11-15 03:40:46', '2018-11-15 03:40:57', 0.0, 0.0, 0.0, 1.12
'145_libgit2-sys', true, 2, 2, 2, 61, 0, '2018-11-15 03:40:57', '2018-11-15 03:41:58', 0.1, 0.0, 0.0, 1.21
'146_yaml-rust', true, 10, 10, 10, 27, 0, '2018-11-15 03:41:58', '2018-11-15 03:42:25', 0.1, 0.0, 0.15, 5.16
'147_git2', true, 134, 134, 134, 329, 0, '2018-11-15 03:42:25', '2018-11-15 03:47:54', 0.7, 0.0, 1.28, 10.77
'148_nom', true, 12, 12, 12, 46, 0, '2018-11-15 03:47:54', '2018-11-15 03:48:40', 0.6, 0.0, 0.28, 5.48
'149_openssl-probe', true, 0, 0, 0, 3, 0, '2018-11-15 03:48:40', '2018-11-15 03:48:43', 0.0, 0.0, 0.0, 1.12
'150_remove_dir_all', true, 0, 0, 0, 3, 0, '2018-11-15 03:48:43', '2018-11-15 03:48:46', 0.0, 0.0, 0.0, 1.9
'151_tar', true, 8, 8, 8, 37, 0, '2018-11-15 03:48:46', '2018-11-15 03:49:23', 0.1, 0.0, 0.1, 1.58
'152_humantime', true, 9, 9, 9, 14, 0, '2018-11-15 03:49:23', '2018-11-15 03:49:37', 0.0, 0.0, 0.11, 4.89
'154_redox_syscall', true, 4, 4, 4, 7, 0, '2018-11-15 03:49:37', '2018-11-15 03:49:44', 0.1, 0.0, 0.4, 1.76
'155_libssh2-sys', true, 1, 1, 1, 60, 0, '2018-11-15 03:49:44', '2018-11-15 03:50:44', 0.0, 0.0, 0.0, 1.17
'156_foreign-types-shared', true, 0, 0, 0, 3, 0, '2018-11-15 03:50:44', '2018-11-15 03:50:47', 0.0, 0.0, 0.0, 1.12
'157_futures-cpupool', true, 0, 0, 0, 39, 0, '2018-11-15 03:50:47', '2018-11-15 03:51:26', 0.0, 0.0, 0.0, 1.12
'158_enum_primitive', true, 0, 0, 0, 21, 0, '2018-11-15 03:51:26', '2018-11-15 03:51:47', 0.0, 0.0, 0.0, 1.11
'162_hpack', true, 0, 0, 0, 22, 0, '2018-11-15 03:51:47', '2018-11-15 03:52:09', 0.1, 0.0, 0.0, 1.12
'163_rust-crypto', true, 13, 13, 13, 214, 0, '2018-11-15 03:52:09', '2018-11-15 03:55:43', 0.15, 0.0, 0.73, 29.42
'164_serde_codegen_internals', true, 0, 0, 0, 49, 0, '2018-11-15 03:55:43', '2018-11-15 03:56:32', 0.0, 0.0, 0.0, 1.16
'165_core-foundation', true, 1, 1, 1, 20, 0, '2018-11-15 03:56:32', '2018-11-15 03:56:52', 0.1, 0.0, 0.0, 1.21
'166_core-foundation-sys', true, 1, 1, 1, 7, 0, '2018-11-15 03:56:52', '2018-11-15 03:56:59', 0.0, 0.0, 0.0, 1.45
'167_socket2', true, 27, 27, 27, 17, 0, '2018-11-15 03:56:59', '2018-11-15 03:57:16', 0.1, 0.0, 0.6, 2.26
'168_adler32', true, 1, 1, 1, 4, 0, '2018-11-15 03:57:16', '2018-11-15 03:57:20', 0.0, 0.0, 0.0, 1.30
'170_native-tls', true, 0, 0, 0, 108, 0, '2018-11-15 03:57:20', '2018-11-15 03:59:08', 0.0, 0.0, 0.0, 1.7
'173_pest', true, 0, 0, 0, 68, 0, '2018-11-15 03:59:08', '2018-11-15 04:00:16', 0.1, 0.0, 0.0, 1.12
'174_rand_core', true, 0, 0, 0, 6, 0, '2018-11-15 04:00:16', '2018-11-15 04:00:22', 0.0, 0.0, 0.0, 1.14
'176_diff', true, 0, 0, 0, 4, 0, '2018-11-15 04:00:22', '2018-11-15 04:00:26', 0.0, 0.0, 0.0, 1.7
'177_gl_generator', true, 0, 0, 0, 58, 0, '2018-11-15 04:00:26', '2018-11-15 04:01:24', 0.1, 0.0, 0.0, 1.6
'178_wincolor', true, 0, 0, 0, 209, 0, '2018-11-15 04:01:24', '2018-11-15 04:04:53', 0.0, 0.0, 0.0, 1.16
'180_untrusted', true, 0, 0, 0, 4, 0, '2018-11-15 04:04:53', '2018-11-15 04:04:57', 0.0, 0.0, 0.0, 1.12
'181_tokio-service', true, 0, 0, 0, 27, 0, '2018-11-15 04:04:57', '2018-11-15 04:05:24', 0.0, 0.0, 0.0, 1.12
'183_bufstream', true, 0, 0, 0, 4, 0, '2018-11-15 04:05:24', '2018-11-15 04:05:28', 0.0, 0.0, 0.0, 1.7
'184_git2-curl', true, 0, 0, 0, 326, 0, '2018-11-15 04:05:28', '2018-11-15 04:10:54', 0.0, 0.0, 0.0, 1.10
'186_take', true, 0, 0, 0, 3, 0, '2018-11-15 04:10:54', '2018-11-15 04:10:57', 0.0, 0.0, 0.0, 1.13
'187_ordermap', true, 5, 5, 5, 8, 0, '2018-11-15 04:10:57', '2018-11-15 04:11:05', 0.1, 0.0, 0.4, 1.69
'188_khronos_api', true, 0, 0, 0, 7, 0, '2018-11-15 04:11:05', '2018-11-15 04:11:12', 0.0, 0.0, 0.0, 1.8
'189_vcpkg', true, 0, 0, 0, 10, 0, '2018-11-15 04:11:12', '2018-11-15 04:11:22', 0.0, 0.0, 0.0, 1.7
'193_memmap', true, 3, 3, 3, 12, 0, '2018-11-15 04:11:22', '2018-11-15 04:11:34', 0.0, 0.0, 0.8, 1.90
'195_fuchsia-zircon', true, 152, 152, 152, 36, 0, '2018-11-15 04:11:34', '2018-11-15 04:12:10', 0.1, 0.0, 0.79, 10.8
'196_fuchsia-zircon-sys', true, 1, 1, 1, 7, 0, '2018-11-15 04:12:10', '2018-11-15 04:12:17', 0.0, 0.0, 0.0, 1.32
'198_tokio-reactor', true, 0, 0, 0, 208, 0, '2018-11-15 04:12:17', '2018-11-15 04:15:45', 0.0, 0.0, 0.0, 1.11
'199_tokio-threadpool', true, 20, 20, 20, 129, 0, '2018-11-15 04:15:45', '2018-11-15 04:17:54', 0.1, 0.0, 0.6, 2.43
'203_shell-escape', true, 0, 0, 0, 3, 0, '2018-11-15 04:17:54', '2018-11-15 04:17:57', 0.0, 0.0, 0.0, 1.10
'204_sha1', true, 1, 1, 1, 6, 0, '2018-11-15 04:17:57', '2018-11-15 04:18:04', 0.0, 0.0, 0.0, 1.40
'205_tokio-executor', true, 3, 3, 3, 29, 0, '2018-11-15 04:18:04', '2018-11-15 04:18:33', 0.0, 0.0, 0.0, 1.34
'206_generic-array', true, 0, 0, 0, 16, 0, '2018-11-15 04:18:33', '2018-11-15 04:18:49', 0.0, 0.0, 0.0, 1.17
'207_unsafe-any', true, 0, 0, 0, 6, 0, '2018-11-15 04:18:49', '2018-11-15 04:18:55', 0.0, 0.0, 0.0, 1.11
'208_xattr', true, 0, 0, 0, 11, 0, '2018-11-15 04:18:55', '2018-11-15 04:19:06', 0.0, 0.0, 0.0, 1.8
'209_fixedbitset', true, 1, 1, 1, 5, 0, '2018-11-15 04:19:06', '2018-11-15 04:19:11', 0.0, 0.0, 0.1, 1.81
'211_open', true, 0, 0, 0, 7, 0, '2018-11-15 04:19:11', '2018-11-15 04:19:18', 0.0, 0.0, 0.0, 1.12
'214_crc', true, 0, 0, 0, 11, 0, '2018-11-15 04:19:18', '2018-11-15 04:19:29', 0.0, 0.0, 0.0, 1.9
'217_quine-mc_cluskey', true, 2, 2, 2, 8, 0, '2018-11-15 04:19:29', '2018-11-15 04:19:37', 0.0, 0.0, 0.1, 1.55
'218_relay', true, 0, 0, 0, 28, 0, '2018-11-15 04:19:37', '2018-11-15 04:20:05', 0.0, 0.0, 0.0, 1.12
'219_scoped_threadpool', true, 0, 0, 0, 5, 0, '2018-11-15 04:20:05', '2018-11-15 04:20:10', 0.0, 0.0, 0.0, 1.15
'221_antidote', true, 0, 0, 0, 3, 0, '2018-11-15 04:20:10', '2018-11-15 04:20:13', 0.0, 0.0, 0.0, 1.10
'222_jobserver', true, 0, 0, 0, 21, 0, '2018-11-15 04:20:13', '2018-11-15 04:20:34', 0.0, 0.0, 0.0, 1.9
'223_encoding_index_tests', true, 0, 0, 0, 3, 0, '2018-11-15 04:20:34', '2018-11-15 04:20:37', 0.0, 0.0, 0.0, 1.10
'225_termion', true, 1, 1, 1, 17, 0, '2018-11-15 04:20:37', '2018-11-15 04:20:54', 0.0, 0.0, 0.0, 1.32
'227_winapi-x86_64-pc-windows-gnu', true, 0, 0, 0, 6, 0, '2018-11-15 04:20:54', '2018-11-15 04:21:00', 0.0, 0.0, 0.0, 1.11
'232_tokio-udp', true, 0, 0, 0, 216, 0, '2018-11-15 04:21:00', '2018-11-15 04:24:36', 0.0, 0.0, 0.0, 1.9
'233_tokio-tcp', true, 0, 0, 0, 213, 0, '2018-11-15 04:24:36', '2018-11-15 04:28:09', 0.0, 0.0, 0.0, 1.15
'234_png', true, 23, 23, 23, 87, 0, '2018-11-15 04:28:09', '2018-11-15 04:29:36', 0.1, 0.0, 0.15, 4.90
'236_typenum', true, 36, 36, 36, 13, 0, '2018-11-15 04:29:36', '2018-11-15 04:29:49', 0.1, 0.0, 0.7, 2.15
'238_winapi-i686-pc-windows-gnu', true, 0, 0, 0, 6, 0, '2018-11-15 04:29:49', '2018-11-15 04:29:55', 0.0, 0.0, 0.0, 1.8
'242_quasi_codegen', true, 0, 0, 0, 399, 0, '2018-11-15 04:29:55', '2018-11-15 04:36:34', 0.0, 0.0, 0.0, 1.10
'243_tokio-tls', true, 0, 0, 0, 167, 0, '2018-11-15 04:36:34', '2018-11-15 04:39:21', 0.0, 0.0, 0.0, 1.9
'244_bit-vec', true, 15, 15, 15, 6, 0, '2018-11-15 04:39:21', '2018-11-15 04:39:27', 0.0, 0.0, 0.3, 1.63
'246_home', true, 1, 1, 1, 5, 0, '2018-11-15 04:39:27', '2018-11-15 04:39:32', 0.0, 0.0, 0.2, 2.14
'248_ring', true, 2, 2, 2, 64, 0, '2018-11-15 04:39:32', '2018-11-15 04:40:36', 0.5, 0.0, 0.0, 1.33
'249_libloading', true, 1, 1, 1, 23, 0, '2018-11-15 04:40:36', '2018-11-15 04:40:59', 0.0, 0.0, 0.1, 1.22
'250_redox_termios', true, 0, 0, 0, 10, 0, '2018-11-15 04:40:59', '2018-11-15 04:41:09', 0.0, 0.0, 0.0, 1.12
'251_shared_library', true, 0, 0, 0, 14, 0, '2018-11-15 04:41:09', '2018-11-15 04:41:23', 0.0, 0.0, 0.0, 1.7
'252_rls-data', true, 0, 0, 0, 79, 0, '2018-11-15 04:41:23', '2018-11-15 04:42:42', 0.0, 0.0, 0.0, 1.8
'253_inflate', true, 2, 2, 2, 15, 0, '2018-11-15 04:42:42', '2018-11-15 04:42:57', 0.0, 0.0, 0.1, 1.79
'254_schannel', true, 0, 0, 0, 211, 0, '2018-11-15 04:42:57', '2018-11-15 04:46:28', 0.1, 0.0, 0.0, 1.9
'257_build_const', true, 1, 1, 1, 5, 0, '2018-11-15 04:46:28', '2018-11-15 04:46:33', 0.0, 0.0, 0.1, 1.59
'258_gif', true, 0, 0, 0, 20, 0, '2018-11-15 04:46:33', '2018-11-15 04:46:53', 0.0, 0.0, 0.0, 1.9
'261_tendril', true, 6, 6, 6, 27, 0, '2018-11-15 04:46:53', '2018-11-15 04:47:20', 0.1, 0.0, 0.1, 1.25
'262_mac', true, 0, 0, 0, 3, 0, '2018-11-15 04:47:20', '2018-11-15 04:47:23', 0.0, 0.0, 0.0, 1.9
'263_utf-8', true, 0, 0, 0, 4, 0, '2018-11-15 04:47:23', '2018-11-15 04:47:27', 0.0, 0.0, 0.0, 1.11
'264_futf', true, 0, 0, 0, 17, 0, '2018-11-15 04:47:27', '2018-11-15 04:47:44', 0.0, 0.0, 0.0, 1.7
'265_modifier', true, 0, 0, 0, 3, 0, '2018-11-15 04:47:44', '2018-11-15 04:47:47', 0.0, 0.0, 0.0, 1.10
'266_plugin', true, 0, 0, 0, 12, 0, '2018-11-15 04:47:47', '2018-11-15 04:47:59', 0.0, 0.0, 0.0, 1.9
'267_pnacl-build-helper', true, 0, 0, 0, 43, 0, '2018-11-15 04:47:59', '2018-11-15 04:48:42', 0.0, 0.0, 0.0, 1.20
'269_bit-set', true, 0, 0, 0, 9, 0, '2018-11-15 04:48:42', '2018-11-15 04:48:51', 0.0, 0.0, 0.0, 1.7
'270_rls-span', true, 12, 12, 12, 13, 0, '2018-11-15 04:48:51', '2018-11-15 04:49:04', 0.0, 0.0, 0.25, 6.16
'271_lzw', true, 3, 3, 3, 7, 0, '2018-11-15 04:49:04', '2018-11-15 04:49:11', 0.0, 0.0, 0.1, 2.25
'274_digest', true, 1, 1, 1, 19, 0, '2018-11-15 04:49:11', '2018-11-15 04:49:30', 0.0, 0.0, 0.0, 1.16
'275_color_quant', true, 0, 0, 0, 4, 0, '2018-11-15 04:49:30', '2018-11-15 04:49:34', 0.0, 0.0, 0.0, 1.10
'276_lzma-sys', true, 0, 0, 0, 40, 0, '2018-11-15 04:49:34', '2018-11-15 04:50:14', 0.0, 0.0, 0.0, 1.10
'277_iron', true, 2, 2, 2, 1565, 0, '2018-11-15 04:50:14', '2018-11-15 05:16:19', 0.0, 0.0, 0.0, 1.51
'278_tokio-fs', true, 6, 6, 6, 162, 0, '2018-11-15 05:16:19', '2018-11-15 05:19:01', 0.0, 0.0, 0.14, 5.49
'279_xz2', true, 0, 0, 0, 45, 0, '2018-11-15 05:19:01', '2018-11-15 05:19:46', 0.1, 0.0, 0.0, 1.11
'280_shlex', true, 0, 0, 0, 4, 0, '2018-11-15 05:19:46', '2018-11-15 05:19:50', 0.0, 0.0, 0.0, 1.9
'281_coco', true, 0, 0, 0, 13, 0, '2018-11-15 05:19:50', '2018-11-15 05:20:03', 0.1, 0.0, 0.0, 1.11
'282_string_cache_shared', true, 0, 0, 0, 3, 0, '2018-11-15 05:20:03', '2018-11-15 05:20:06', 0.0, 0.0, 0.0, 1.11
'284_string_cache_codegen', true, 0, 0, 0, 80, 0, '2018-11-15 05:20:06', '2018-11-15 05:21:26', 0.0, 0.0, 0.0, 1.5
'286_ryu', true, 4, 4, 4, 10, 0, '2018-11-15 05:21:26', '2018-11-15 05:21:36', 0.0, 0.0, 0.2, 1.45
'287_byte-tools', true, 0, 0, 0, 3, 0, '2018-11-15 05:21:36', '2018-11-15 05:21:39', 0.0, 0.0, 0.0, 1.14
'289_glutin', true, 6, 6, 6, 801, 0, '2018-11-15 05:21:39', '2018-11-15 05:35:00', 0.2, 0.0, 0.10, 4.30
'290_rls-vfs', true, 0, 0, 0, 13, 0, '2018-11-15 05:35:00', '2018-11-15 05:35:13', 0.0, 0.0, 0.0, 1.17
'291_crypto-hash', true, 0, 0, 0, 114, 0, '2018-11-15 05:35:14', '2018-11-15 05:37:08', 0.0, 0.0, 0.0, 1.14
'292_sha2', true, 3, 3, 3, 52, 0, '2018-11-15 05:37:08', '2018-11-15 05:38:00', 0.0, 0.0, 0.3, 2.29
'294_precomputed-hash', true, 0, 0, 0, 3, 0, '2018-11-15 05:38:00', '2018-11-15 05:38:03', 0.0, 0.0, 0.0, 1.9
'295_if_chain', true, 0, 0, 0, 3, 0, '2018-11-15 05:38:03', '2018-11-15 05:38:06', 0.0, 0.0, 0.0, 1.8
'298_conduit-mime-types', true, 0, 0, 0, 58, 0, '2018-11-15 05:38:06', '2018-11-15 05:39:04', 0.0, 0.0, 0.0, 1.9
'300_difference', true, 1, 1, 1, 10, 0, '2018-11-15 05:39:04', '2018-11-15 05:39:14', 0.0, 0.0, 0.1, 1.32
'301_debug_unreachable', true, 0, 0, 0, 8, 0, '2018-11-15 05:39:14', '2018-11-15 05:39:22', 0.0, 0.0, 0.0, 1.14
'302_fake-simd', true, 0, 0, 0, 3, 0, '2018-11-15 05:39:22', '2018-11-15 05:39:25', 0.0, 0.0, 0.0, 1.10
'303_mio-uds', true, 0, 0, 0, 49, 0, '2018-11-15 05:39:25', '2018-11-15 05:40:14', 0.0, 0.0, 0.0, 1.12
'304_error', true, 0, 0, 0, 9, 0, '2018-11-15 05:40:14', '2018-11-15 05:40:23', 0.0, 0.0, 0.0, 1.11
'305_json', true, 3, 3, 3, 20, 0, '2018-11-15 05:40:23', '2018-11-15 05:40:43', 0.1, 0.0, 0.9, 3.67
'306_deflate', true, 15, 15, 15, 26, 0, '2018-11-15 05:40:44', '2018-11-15 05:41:10', 0.2, 0.0, 0.12, 3.36
'308_x11-dl', true, 0, 0, 0, 348, 0, '2018-11-15 05:41:10', '2018-11-15 05:46:59', 0.3, 0.0, 0.0, 1.14
'309_deque', true, 0, 0, 0, 3, 0, '2018-11-15 05:46:59', '2018-11-15 05:47:02', 0.0, 0.0, 0.0, 1.10
'310_typed-arena', true, 0, 0, 0, 4, 0, '2018-11-15 05:47:02', '2018-11-15 05:47:06', 0.0, 0.0, 0.0, 1.11
'312_constant_time_eq', true, 0, 0, 0, 3, 0, '2018-11-15 05:47:06', '2018-11-15 05:47:09', 0.0, 0.0, 0.0, 1.9
'313_heapsize', true, 0, 0, 0, 7, 0, '2018-11-15 05:47:09', '2018-11-15 05:47:16', 0.0, 0.0, 0.0, 1.16
'314_commoncrypto-sys', true, 0, 0, 0, 12, 0, '2018-11-15 05:47:16', '2018-11-15 05:47:28', 0.0, 0.0, 0.0, 1.11
'317_lock_api', true, 0, 0, 0, 8, 0, '2018-11-15 05:47:28', '2018-11-15 05:47:36', 0.0, 0.0, 0.0, 1.28
'320_gleam', true, 4, 4, 4, 442, 0, '2018-11-15 05:47:36', '2018-11-15 05:54:58', 0.0, 0.0, 0.4, 1.43
'321_ascii', true, 6, 6, 6, 8, 0, '2018-11-15 05:54:58', '2018-11-15 05:55:06', 0.1, 0.0, 0.5, 2.23
'322_zip', true, 0, 0, 0, 111, 0, '2018-11-15 05:55:06', '2018-11-15 05:56:57', 0.0, 0.0, 0.0, 1.8
'323_rustc-ap-serialize', true, 1, 1, 1, 49, 0, '2018-11-15 05:56:57', '2018-11-15 05:57:46', 0.2, 0.0, 0.0, 1.27
'326_rustc-ap-rustc_cratesio_shim', true, 0, 0, 0, 18, 0, '2018-11-15 05:57:46', '2018-11-15 05:58:04', 0.0, 0.0, 0.0, 1.15
'329_wayland-client', true, 35, 35, 35, 189, 0, '2018-11-15 05:58:04', '2018-11-15 06:01:13', 0.0, 0.0, 0.38, 4.45
'330_encoding_rs', true, 2, 2, 2, 96, 0, '2018-11-15 06:01:13', '2018-11-15 06:02:49', 0.20, 0.0, 0.38, 10.14
'331_tokio-codec', true, 2, 2, 2, 71, 0, '2018-11-15 06:02:49', '2018-11-15 06:04:00', 0.0, 0.0, 0.1, 1.68
'332_maplit', true, 0, 0, 0, 3, 0, '2018-11-15 06:04:00', '2018-11-15 06:04:03', 0.0, 0.0, 0.0, 1.13
'333_podio', true, 0, 0, 0, 4, 0, '2018-11-15 06:04:03', '2018-11-15 06:04:07', 0.0, 0.0, 0.0, 1.19
'334_strings', true, 0, 0, 0, 24, 0, '2018-11-15 06:04:07', '2018-11-15 06:04:31', 0.1, 0.0, 0.0, 1.15
'335_msdos_time', true, 1, 1, 1, 22, 0, '2018-11-15 06:04:31', '2018-11-15 06:04:53', 0.0, 0.0, 0.0, 1.41
'337_osmesa-sys', true, 0, 0, 0, 17, 0, '2018-11-15 06:04:53', '2018-11-15 06:05:10', 0.0, 0.0, 0.0, 1.23
'338_unix_socket', true, 0, 0, 0, 15, 0, '2018-11-15 06:05:10', '2018-11-15 06:05:25', 0.0, 0.0, 0.0, 1.12
'339_openssl-verify', true, 0, 0, 0, 50, 0, '2018-11-15 06:05:25', '2018-11-15 06:06:15', 0.0, 0.0, 0.0, 1.7
'341_winit', true, 8, 8, 8, 741, 0, '2018-11-15 06:06:15', '2018-11-15 06:18:36', 0.5, 0.0, 0.6, 3.1
'342_euclid', true, 26, 26, 26, 29, 0, '2018-11-15 06:18:36', '2018-11-15 06:19:05', 0.3, 0.0, 0.9, 2.91
'344_colored', true, 2, 2, 2, 9, 0, '2018-11-15 06:19:05', '2018-11-15 06:19:14', 0.0, 0.0, 0.1, 1.54
'345_block-buffer', true, 0, 0, 0, 31, 0, '2018-11-15 06:19:14', '2018-11-15 06:19:45', 0.0, 0.0, 0.0, 1.7
'346_want', true, 0, 0, 0, 39, 0, '2018-11-15 06:19:45', '2018-11-15 06:20:24', 0.0, 0.0, 0.0, 1.11
'347_try-lock', true, 0, 0, 0, 3, 0, '2018-11-15 06:20:24', '2018-11-15 06:20:27', 0.0, 0.0, 0.0, 1.10
'348_cgmath', true, 7, 7, 7, 76, 0, '2018-11-15 06:20:27', '2018-11-15 06:21:43', 0.3, 0.0, 0.2, 1.46
'351_lru-cache', true, 0, 0, 0, 7, 0, '2018-11-15 06:21:43', '2018-11-15 06:21:50', 0.0, 0.0, 0.0, 1.14
'352_wayland-sys', true, 2, 2, 2, 30, 0, '2018-11-15 06:21:50', '2018-11-15 06:22:20', 0.0, 0.0, 0.1, 1.64
'353_threadpool', true, 0, 0, 0, 15, 0, '2018-11-15 06:22:20', '2018-11-15 06:22:35', 0.0, 0.0, 0.0, 1.11
'354_dlib', true, 0, 0, 0, 25, 0, '2018-11-15 06:22:35', '2018-11-15 06:23:00', 0.0, 0.0, 0.0, 1.12
'355_wayland-scanner', true, 0, 0, 0, 63, 0, '2018-11-15 06:23:00', '2018-11-15 06:24:03', 0.0, 0.0, 0.0, 1.10
'356_tokio-uds', true, 0, 0, 0, 217, 0, '2018-11-15 06:24:03', '2018-11-15 06:27:40', 0.0, 0.0, 0.0, 1.13
'357_approx', true, 12, 12, 12, 20, 0, '2018-11-15 06:27:40', '2018-11-15 06:28:00', 0.0, 0.0, 0.2, 1.64
'359_pretty_assertions', true, 0, 0, 0, 20, 0, '2018-11-15 06:28:00', '2018-11-15 06:28:20', 0.0, 0.0, 0.0, 1.10
'360_route-recognizer', true, 0, 0, 0, 6, 0, '2018-11-15 06:28:20', '2018-11-15 06:28:26', 0.0, 0.0, 0.0, 1.8
'361_md5', true, 0, 0, 0, 5, 0, '2018-11-15 06:28:26', '2018-11-15 06:28:31', 0.0, 0.0, 0.0, 1.14
