'Crate name', 'Procedure', 'Verifies fine', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'039_dtoa', "dtoa::{{impl}}[0]::write[0]::{{impl}}[1]::sub[0]", false, 5, 101, '2018-11-14 18:02:49', '2018-11-14 18:02:54', 0.0, 0.0, 0.2, 
'039_dtoa', "dtoa::{{impl}}[1]::write[0]::{{impl}}[1]::sub[0]", false, 5, 101, '2018-11-14 18:02:54', '2018-11-14 18:02:59', 0.0, 0.0, 0.1, 
'050_chrono', "chrono::offset[0]::fixed[0]::{{impl}}[0]::west_opt[0]", true, 28, 0, '2018-11-14 18:02:59', '2018-11-14 18:03:27', 0.7, 0.0, 0.3, 
'050_chrono', "chrono::naive[0]::time[0]::{{impl}}[0]::from_hms_nano_opt[0]", true, 18, 0, '2018-11-14 18:03:27', '2018-11-14 18:03:45', 0.7, 0.0, 0.29, 
'070_language-tags', "language_tags::{{impl}}[5]::fmt[0]::cmp_ignore_ascii_case[0]::byte_to_uppercase[0]", true, 8, 0, '2018-11-14 18:03:45', '2018-11-14 18:03:53', 0.0, 0.0, 0.1, 
'107_filetime', "filetime::{{impl}}[0]::from_unix_time[0]", true, 4, 0, '2018-11-14 18:03:54', '2018-11-14 18:03:58', 0.0, 0.0, 0.1, 
'108_phf_shared', "phf_shared::displace[0]", false, 8, 101, '2018-11-14 18:03:58', '2018-11-14 18:04:06', 0.0, 0.0, 0.2, 
'110_nix', "nix::sys[0]::time[0]::div_rem_64[0]", false, 76, 101, '2018-11-14 18:04:06', '2018-11-14 18:05:22', 0.11, 0.1, 0.3, 
'131_tokio-io', "tokio_io::length_delimited[0]::{{impl}}[21]::new[0]", true, 11, 0, '2018-11-14 18:05:22', '2018-11-14 18:05:33', 0.1, 0.0, 0.1, 
'152_humantime', "humantime::date[0]::is_leap_year[0]", true, 9, 0, '2018-11-14 18:05:33', '2018-11-14 18:05:42', 0.0, 0.0, 0.4, 
'187_ordermap', "ordermap::map[0]::usable_capacity[0]", true, 8, 0, '2018-11-14 18:05:42', '2018-11-14 18:05:50', 0.1, 0.0, 0.1, 
'187_ordermap', "ordermap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-14 18:05:50', '2018-11-14 18:05:54', 0.1, 0.0, 0.10, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[2]::add[0]", false, 17, 101, '2018-11-14 18:05:54', '2018-11-14 18:06:11', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[3]::add[0]", false, 17, 101, '2018-11-14 18:06:11', '2018-11-14 18:06:28', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[4]::add[0]", false, 16, 101, '2018-11-14 18:06:28', '2018-11-14 18:06:44', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[5]::sub[0]", false, 17, 101, '2018-11-14 18:06:44', '2018-11-14 18:07:01', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[6]::sub[0]", false, 17, 101, '2018-11-14 18:07:01', '2018-11-14 18:07:18', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[7]::add_assign[0]", false, 16, 101, '2018-11-14 18:07:18', '2018-11-14 18:07:34', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[8]::sub_assign[0]", false, 16, 101, '2018-11-14 18:07:34', '2018-11-14 18:07:50', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[9]::add_assign[0]", false, 17, 101, '2018-11-14 18:07:50', '2018-11-14 18:08:07', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[10]::sub_assign[0]", false, 16, 101, '2018-11-14 18:08:07', '2018-11-14 18:08:23', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::millis[0]", true, 17, 0, '2018-11-14 18:08:23', '2018-11-14 18:08:40', 0.1, 0.0, 0.0, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::seconds[0]", true, 4, 0, '2018-11-14 18:08:40', '2018-11-14 18:08:44', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::minutes[0]", true, 4, 0, '2018-11-14 18:08:44', '2018-11-14 18:08:48', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::hours[0]", true, 4, 0, '2018-11-14 18:08:48', '2018-11-14 18:08:52', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_millis[0]", false, 3, 101, '2018-11-14 18:08:52', '2018-11-14 18:08:55', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_seconds[0]", false, 4, 101, '2018-11-14 18:08:55', '2018-11-14 18:08:59', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_minutes[0]", false, 4, 101, '2018-11-14 18:08:59', '2018-11-14 18:09:03', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_hours[0]", false, 4, 101, '2018-11-14 18:09:03', '2018-11-14 18:09:07', 0.1, 0.0, 0.4, 
'209_fixedbitset', "fixedbitset::div_rem[0]", false, 5, 101, '2018-11-14 18:09:07', '2018-11-14 18:09:12', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[3]::zero_indexed[0]", false, 8, 101, '2018-11-14 18:09:12', '2018-11-14 18:09:20', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[4]::one_indexed[0]", false, 7, 101, '2018-11-14 18:09:20', '2018-11-14 18:09:27', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[8]::zero_indexed[0]", false, 7, 101, '2018-11-14 18:09:27', '2018-11-14 18:09:34', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[9]::one_indexed[0]", false, 7, 101, '2018-11-14 18:09:34', '2018-11-14 18:09:41', 0.0, 0.0, 0.1, 
'286_ryu', "ryu::d2s_intrinsics[0]::div5[0]", true, 6, 0, '2018-11-14 18:09:41', '2018-11-14 18:09:47', 0.0, 0.0, 0.0, 
'286_ryu', "ryu::d2s_intrinsics[0]::div10[0]", true, 3, 0, '2018-11-14 18:09:47', '2018-11-14 18:09:50', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100[0]", true, 3, 0, '2018-11-14 18:09:50', '2018-11-14 18:09:54', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100_000_000[0]", true, 4, 0, '2018-11-14 18:09:54', '2018-11-14 18:09:58', 0.0, 0.0, 0.2, 
'305_json', "json::util[0]::diyfp[0]::{{impl}}[1]::sub[0]", false, 16, 101, '2018-11-14 18:09:58', '2018-11-14 18:10:14', 0.1, 0.0, 0.1, 
'306_deflate', "deflate::chained_hash_table[0]::{{impl}}[2]::slide_value[0]", false, 14, 101, '2018-11-14 18:10:14', '2018-11-14 18:10:28', 0.2, 0.0, 0.3, 
'306_deflate', "deflate::deflate_state[0]::{{impl}}[0]::add[0]", false, 13, 101, '2018-11-14 18:10:28', '2018-11-14 18:10:41', 0.2, 0.0, 0.2, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_to_int[0]", true, 3, 0, '2018-11-14 18:10:41', '2018-11-14 18:10:44', 0.0, 0.0, 0.0, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_from_int[0]", false, 4, 101, '2018-11-14 18:10:44', '2018-11-14 18:10:48', 0.0, 0.0, 0.0, 
'371_http', "http::header[0]::map[0]::usable_capacity[0]", true, 105, 0, '2018-11-14 18:10:48', '2018-11-14 18:12:33', 0.4, 0.0, 0.1, 
'371_http', "http::header[0]::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-14 18:12:33', '2018-11-14 18:12:38', 0.4, 0.0, 0.26, 
'382_bytecount', "bytecount::{{impl}}[0]::increment[0]", false, 4, 101, '2018-11-14 18:12:38', '2018-11-14 18:12:43', 0.0, 0.0, 0.0, 
'395_indexmap', "indexmap::map[0]::usable_capacity[0]", true, 8, 0, '2018-11-14 18:12:43', '2018-11-14 18:12:51', 0.1, 0.0, 0.1, 
'395_indexmap', "indexmap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-14 18:12:51', '2018-11-14 18:12:55', 0.1, 0.0, 0.9, 
'423_h2', "h2::hpack[0]::table[0]::usable_capacity[0]", true, 61, 0, '2018-11-14 18:12:55', '2018-11-14 18:13:56', 0.8, 0.0, 0.1, 
'423_h2', "h2::hpack[0]::table[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-14 18:13:56', '2018-11-14 18:14:01', 0.9, 0.0, 0.34, 
'423_h2', "h2::frame[0]::headers[0]::decoded_header_size[0]", false, 5, 101, '2018-11-14 18:14:01', '2018-11-14 18:14:06', 0.9, 0.0, 0.36, 
'423_h2', "h2::proto[0]::streams[0]::counts[0]::{{impl}}[0]::dec_num_reset_streams[0]", false, 6, 101, '2018-11-14 18:14:06', '2018-11-14 18:14:12', 0.8, 0.0, 0.40, 
'492_matrixmultiply', "matrixmultiply::util[0]::round_up_to[0]", false, 13, 101, '2018-11-14 18:14:12', '2018-11-14 18:14:25', 0.0, 0.0, 0.5, 
