'Crate name', 'Procedure', 'Verifies fine', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'018_time', "time::display[0]::is_leap_year[0]", true, 14, 0, '2018-11-15 18:13:39', '2018-11-15 18:13:53', 0.1, 0.0, 0.7, 
'018_time', "time::display[0]::iso_week_days[0]", false, 8, 101, '2018-11-15 18:13:53', '2018-11-15 18:14:01', 0.1, 0.0, 0.27, 
'018_time', "time::display[0]::abs[0]", false, 5, 101, '2018-11-15 18:14:01', '2018-11-15 18:14:06', 0.1, 0.0, 0.6, 
'018_time', "time::duration[0]::div_rem_64[0]", false, 5, 101, '2018-11-15 18:14:06', '2018-11-15 18:14:11', 0.1, 0.0, 0.7, 
'039_dtoa', "dtoa::{{impl}}[0]::write[0]::{{impl}}[1]::sub[0]", false, 6, 101, '2018-11-15 18:14:11', '2018-11-15 18:14:17', 0.0, 0.0, 0.2, 
'039_dtoa', "dtoa::{{impl}}[1]::write[0]::{{impl}}[1]::sub[0]", false, 6, 101, '2018-11-15 18:14:17', '2018-11-15 18:14:23', 0.0, 0.0, 0.1, 
'050_chrono', "chrono::offset[0]::fixed[0]::{{impl}}[0]::west_opt[0]", true, 28, 0, '2018-11-15 18:14:23', '2018-11-15 18:14:51', 0.7, 0.0, 0.2, 
'050_chrono', "chrono::naive[0]::time[0]::{{impl}}[0]::from_hms_nano_opt[0]", true, 11, 0, '2018-11-15 18:14:51', '2018-11-15 18:15:02', 0.7, 0.0, 0.31, 
'070_language-tags', "language_tags::{{impl}}[5]::fmt[0]::cmp_ignore_ascii_case[0]::byte_to_uppercase[0]", true, 8, 0, '2018-11-15 18:15:02', '2018-11-15 18:15:10', 0.0, 0.0, 0.1, 
'107_filetime', "filetime::{{impl}}[0]::from_unix_time[0]", true, 6, 0, '2018-11-15 18:15:10', '2018-11-15 18:15:16', 0.0, 0.0, 0.1, 
'108_phf_shared', "phf_shared::displace[0]", false, 5, 101, '2018-11-15 18:15:16', '2018-11-15 18:15:21', 0.0, 0.0, 0.2, 
'110_nix', "nix::sys[0]::time[0]::div_rem_64[0]", false, 76, 101, '2018-11-15 18:15:22', '2018-11-15 18:16:38', 0.11, 0.1, 0.3, 
'131_tokio-io', "tokio_io::length_delimited[0]::{{impl}}[21]::new[0]", true, 11, 0, '2018-11-15 18:16:38', '2018-11-15 18:16:50', 0.1, 0.0, 0.1, 
'152_humantime', "humantime::date[0]::is_leap_year[0]", true, 9, 0, '2018-11-15 18:16:50', '2018-11-15 18:16:59', 0.0, 0.0, 0.4, 
'187_ordermap', "ordermap::map[0]::usable_capacity[0]", true, 9, 0, '2018-11-15 18:16:59', '2018-11-15 18:17:08', 0.1, 0.0, 0.1, 
'187_ordermap', "ordermap::map[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-15 18:17:08', '2018-11-15 18:17:13', 0.1, 0.0, 0.8, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[2]::add[0]", false, 17, 101, '2018-11-15 18:17:13', '2018-11-15 18:17:30', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[3]::add[0]", false, 18, 101, '2018-11-15 18:17:30', '2018-11-15 18:17:48', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[4]::add[0]", false, 17, 101, '2018-11-15 18:17:48', '2018-11-15 18:18:05', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[5]::sub[0]", false, 18, 101, '2018-11-15 18:18:05', '2018-11-15 18:18:23', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[6]::sub[0]", false, 17, 101, '2018-11-15 18:18:23', '2018-11-15 18:18:40', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[7]::add_assign[0]", false, 18, 101, '2018-11-15 18:18:40', '2018-11-15 18:18:58', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[8]::sub_assign[0]", false, 17, 101, '2018-11-15 18:18:58', '2018-11-15 18:19:15', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[9]::add_assign[0]", false, 17, 101, '2018-11-15 18:19:15', '2018-11-15 18:19:32', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[10]::sub_assign[0]", false, 17, 101, '2018-11-15 18:19:32', '2018-11-15 18:19:49', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::millis[0]", true, 18, 0, '2018-11-15 18:19:49', '2018-11-15 18:20:07', 0.1, 0.0, 0.0, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::seconds[0]", true, 4, 0, '2018-11-15 18:20:07', '2018-11-15 18:20:11', 0.1, 0.0, 0.5, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::minutes[0]", true, 5, 0, '2018-11-15 18:20:11', '2018-11-15 18:20:16', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::hours[0]", true, 5, 0, '2018-11-15 18:20:16', '2018-11-15 18:20:21', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_millis[0]", false, 5, 101, '2018-11-15 18:20:21', '2018-11-15 18:20:26', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_seconds[0]", false, 4, 101, '2018-11-15 18:20:26', '2018-11-15 18:20:30', 0.1, 0.0, 0.6, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_minutes[0]", false, 5, 101, '2018-11-15 18:20:30', '2018-11-15 18:20:35', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_hours[0]", false, 5, 101, '2018-11-15 18:20:35', '2018-11-15 18:20:40', 0.1, 0.0, 0.4, 
'209_fixedbitset', "fixedbitset::div_rem[0]", false, 6, 101, '2018-11-15 18:20:40', '2018-11-15 18:20:46', 0.0, 0.0, 0.2, 
'270_rls-span', "rls_span::{{impl}}[3]::zero_indexed[0]", false, 8, 101, '2018-11-15 18:20:46', '2018-11-15 18:20:54', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[4]::one_indexed[0]", false, 8, 101, '2018-11-15 18:20:54', '2018-11-15 18:21:02', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[8]::zero_indexed[0]", false, 8, 101, '2018-11-15 18:21:02', '2018-11-15 18:21:10', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[9]::one_indexed[0]", false, 8, 101, '2018-11-15 18:21:10', '2018-11-15 18:21:18', 0.0, 0.0, 0.1, 
'286_ryu', "ryu::d2s_intrinsics[0]::div5[0]", true, 7, 0, '2018-11-15 18:21:18', '2018-11-15 18:21:25', 0.0, 0.0, 0.0, 
'286_ryu', "ryu::d2s_intrinsics[0]::div10[0]", true, 4, 0, '2018-11-15 18:21:25', '2018-11-15 18:21:29', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100[0]", true, 4, 0, '2018-11-15 18:21:29', '2018-11-15 18:21:33', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100_000_000[0]", true, 5, 0, '2018-11-15 18:21:33', '2018-11-15 18:21:38', 0.0, 0.0, 0.3, 
'305_json', "json::util[0]::diyfp[0]::{{impl}}[1]::sub[0]", false, 17, 101, '2018-11-15 18:21:38', '2018-11-15 18:21:55', 0.1, 0.0, 0.2, 
'306_deflate', "deflate::chained_hash_table[0]::{{impl}}[2]::slide_value[0]", false, 14, 101, '2018-11-15 18:21:55', '2018-11-15 18:22:09', 0.2, 0.0, 0.2, 
'306_deflate', "deflate::deflate_state[0]::{{impl}}[0]::add[0]", false, 14, 101, '2018-11-15 18:22:09', '2018-11-15 18:22:23', 0.2, 0.0, 0.1, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_to_int[0]", true, 5, 0, '2018-11-15 18:22:23', '2018-11-15 18:22:28', 0.0, 0.0, 0.0, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_from_int[0]", false, 4, 101, '2018-11-15 18:22:28', '2018-11-15 18:22:32', 0.0, 0.0, 0.0, 
'371_http', "http::header[0]::map[0]::usable_capacity[0]", true, 104, 0, '2018-11-15 18:22:32', '2018-11-15 18:24:16', 0.4, 0.0, 0.1, 
'371_http', "http::header[0]::map[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-15 18:24:16', '2018-11-15 18:24:22', 0.4, 0.0, 0.27, 
'382_bytecount', "bytecount::{{impl}}[0]::increment[0]", false, 5, 101, '2018-11-15 18:24:22', '2018-11-15 18:24:27', 0.0, 0.0, 0.0, 
'395_indexmap', "indexmap::map[0]::usable_capacity[0]", true, 9, 0, '2018-11-15 18:24:27', '2018-11-15 18:24:36', 0.1, 0.0, 0.1, 
'395_indexmap', "indexmap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-15 18:24:36', '2018-11-15 18:24:41', 0.1, 0.0, 0.8, 
'423_h2', "h2::hpack[0]::table[0]::usable_capacity[0]", true, 59, 0, '2018-11-15 18:24:41', '2018-11-15 18:25:41', 0.9, 0.0, 0.1, 
'423_h2', "h2::hpack[0]::table[0]::to_raw_capacity[0]", false, 6, 101, '2018-11-15 18:25:41', '2018-11-15 18:25:47', 0.9, 0.0, 0.35, 
'423_h2', "h2::frame[0]::headers[0]::decoded_header_size[0]", false, 6, 101, '2018-11-15 18:25:47', '2018-11-15 18:25:53', 0.9, 0.0, 0.35, 
'423_h2', "h2::proto[0]::streams[0]::counts[0]::{{impl}}[0]::dec_num_reset_streams[0]", false, 6, 101, '2018-11-15 18:25:53', '2018-11-15 18:25:59', 0.8, 0.0, 0.41, 
'492_matrixmultiply', "matrixmultiply::util[0]::round_up_to[0]", false, 10, 101, '2018-11-15 18:25:59', '2018-11-15 18:26:09', 0.0, 0.0, 0.5, 
