'Crate name', 'Successful verification', 'Whitelist items', 'Verified items', 'Successful items', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'028_itoa', true, 0, 0, 0, 5, 0, '2018-11-14 21:17:47', '2018-11-14 21:17:52', 0.0, 0.0, 0.0, 1.13
'029_matches', true, 0, 0, 0, 3, 0, '2018-11-14 21:17:52', '2018-11-14 21:17:55', 0.0, 0.0, 0.0, 1.17
'032_num-integer', true, 0, 0, 0, 26, 0, '2018-11-14 21:17:55', '2018-11-14 21:18:21', 0.0, 0.0, 0.0, 1.12
'033_unicode-normalization', true, 0, 0, 0, 95, 0, '2018-11-14 21:18:21', '2018-11-14 21:19:56', 0.8, 0.0, 0.0, 1.9
'034_strsim', true, 0, 0, 0, 5, 0, '2018-11-14 21:19:56', '2018-11-14 21:20:01', 0.0, 0.0, 0.0, 1.12
'035_void', true, 1, 1, 1, 4, 0, '2018-11-14 21:20:01', '2018-11-14 21:20:05', 0.0, 0.0, 0.0, 1.32
'036_unicode-bidi', true, 1, 1, 1, 15, 0, '2018-11-14 21:20:05', '2018-11-14 21:20:20', 0.1, 0.0, 0.0, 1.55
'037_num', true, 0, 0, 0, 82, 0, '2018-11-14 21:20:20', '2018-11-14 21:21:42', 0.0, 0.0, 0.0, 1.15
'038_unreachable', true, 0, 0, 0, 6, 0, '2018-11-14 21:21:42', '2018-11-14 21:21:48', 0.0, 0.0, 0.0, 1.10
'039_dtoa', true, 4, 4, 4, 7, 0, '2018-11-14 21:21:48', '2018-11-14 21:21:55', 0.0, 0.0, 0.18, 4.21
'041_idna', true, 0, 0, 0, 126, 0, '2018-11-14 21:21:55', '2018-11-14 21:24:01', 0.0, 0.0, 0.0, 1.10
'042_clap', true, 73, 73, 73, 160, 0, '2018-11-14 21:24:01', '2018-11-14 21:26:41', 0.8, 0.0, 0.41, 6.48
'043_openssl-sys', true, 0, 0, 0, 41, 0, '2018-11-14 21:26:41', '2018-11-14 21:27:22', 0.2, 0.0, 0.0, 1.7
'044_num-iter', true, 0, 0, 0, 33, 0, '2018-11-14 21:27:22', '2018-11-14 21:27:55', 0.0, 0.0, 0.0, 1.12
'045_ansi_term', true, 8, 8, 8, 137, 0, '2018-11-14 21:27:55', '2018-11-14 21:30:12', 0.0, 0.0, 3.3, 126.42
'046_unicase', true, 0, 0, 0, 13, 0, '2018-11-14 21:30:12', '2018-11-14 21:30:25', 0.1, 0.0, 0.0, 1.11
'048_mime', true, 1, 1, 1, 20, 0, '2018-11-14 21:30:25', '2018-11-14 21:30:45', 0.0, 0.0, 0.1, 1.54
'049_vec_map', true, 1, 1, 1, 4, 0, '2018-11-14 21:30:45', '2018-11-14 21:30:49', 0.0, 0.0, 0.0, 1.24
'050_chrono', true, 13, 13, 13, 130, 0, '2018-11-14 21:30:49', '2018-11-14 21:32:59', 0.7, 0.0, 0.72, 59.41
'051_unicode-width', true, 2, 2, 2, 5, 0, '2018-11-14 21:32:59', '2018-11-14 21:33:04', 0.0, 0.0, 0.1, 1.47
'052_slab', true, 0, 0, 0, 4, 0, '2018-11-14 21:33:04', '2018-11-14 21:33:08', 0.0, 0.0, 0.0, 1.7
'053_cc', true, 0, 0, 0, 20, 0, '2018-11-14 21:33:08', '2018-11-14 21:33:28', 0.0, 0.0, 0.0, 1.15
'054_term', true, 0, 0, 0, 18, 0, '2018-11-14 21:33:28', '2018-11-14 21:33:46', 0.1, 0.0, 0.0, 1.11
'055_thread-id', true, 1, 1, 1, 10, 0, '2018-11-14 21:33:46', '2018-11-14 21:33:56', 0.0, 0.0, 0.0, 1.31
'056_atty', true, 1, 1, 1, 11, 0, '2018-11-14 21:33:56', '2018-11-14 21:34:07', 0.0, 0.0, 0.1, 1.48
'057_openssl', true, 149, 149, 149, 110, 0, '2018-11-14 21:34:07', '2018-11-14 21:35:57', 0.8, 0.0, 1.19, 10.58
'058_backtrace', true, 1, 1, 1, 43, 0, '2018-11-14 21:35:57', '2018-11-14 21:36:40', 0.0, 0.0, 0.4, 1.50
'059_tempdir', true, 0, 0, 0, 28, 0, '2018-11-14 21:36:40', '2018-11-14 21:37:08', 0.0, 0.0, 0.0, 1.11
'060_httparse', true, 1, 1, 1, 14, 0, '2018-11-14 21:37:08', '2018-11-14 21:37:22', 0.0, 0.0, 0.1, 1.54
'061_rustc_version', true, 0, 0, 0, 24, 0, '2018-11-14 21:37:22', '2018-11-14 21:37:46', 0.0, 0.0, 0.0, 1.13
'062_error-chain', true, 0, 0, 0, 51, 0, '2018-11-14 21:37:46', '2018-11-14 21:38:37', 0.0, 0.0, 0.0, 1.8
'063_smallvec', true, 36, 36, 36, 12, 0, '2018-11-14 21:38:37', '2018-11-14 21:38:49', 0.0, 0.0, 0.7, 2.10
'065_rustc-demangle', true, 0, 0, 0, 6, 0, '2018-11-14 21:38:49', '2018-11-14 21:38:55', 0.0, 0.0, 0.0, 1.11
'066_proc-macro2', true, 2, 2, 2, 20, 0, '2018-11-14 21:38:55', '2018-11-14 21:39:15', 0.1, 0.0, 0.0, 1.34
'067_base64', true, 0, 0, 0, 18, 0, '2018-11-14 21:39:15', '2018-11-14 21:39:33', 0.1, 0.0, 0.0, 1.6
'068_uuid', true, 1, 1, 1, 11, 0, '2018-11-14 21:39:33', '2018-11-14 21:39:44', 0.0, 0.0, 0.1, 1.43
'069_net2', true, 26, 26, 26, 17, 0, '2018-11-14 21:39:44', '2018-11-14 21:40:01', 0.1, 0.0, 0.6, 2.43
'070_language-tags', true, 1, 1, 1, 9, 0, '2018-11-14 21:40:01', '2018-11-14 21:40:10', 0.0, 0.0, 0.1, 1.62
'071_percent-encoding', true, 0, 0, 0, 4, 0, '2018-11-14 21:40:10', '2018-11-14 21:40:14', 0.0, 0.0, 0.0, 1.12
'072_traitobject', true, 0, 0, 0, 3, 0, '2018-11-14 21:40:14', '2018-11-14 21:40:17', 0.0, 0.0, 0.0, 1.10
'073_backtrace-sys', true, 0, 0, 0, 29, 0, '2018-11-14 21:40:17', '2018-11-14 21:40:46', 0.0, 0.0, 0.0, 1.7
'074_futures', true, 4, 4, 4, 27, 0, '2018-11-14 21:40:46', '2018-11-14 21:41:13', 0.5, 0.0, 0.4, 1.58
'075_lazycell', true, 0, 0, 0, 3, 0, '2018-11-14 21:41:13', '2018-11-14 21:41:16', 0.0, 0.0, 0.0, 1.11
'077_quick-error', true, 0, 0, 0, 3, 0, '2018-11-14 21:41:16', '2018-11-14 21:41:19', 0.0, 0.0, 0.0, 1.12
'078_crossbeam', true, 0, 0, 0, 164, 0, '2018-11-14 21:41:19', '2018-11-14 21:44:04', 0.0, 0.0, 0.0, 1.16
'079_flate2', true, 13, 13, 13, 40, 0, '2018-11-14 21:44:04', '2018-11-14 21:44:44', 0.2, 0.0, 0.3, 1.94
'081_mio', true, 36, 36, 36, 51, 0, '2018-11-14 21:44:44', '2018-11-14 21:45:35', 0.3, 0.0, 0.39, 6.15
'082_textwrap', true, 0, 0, 0, 10, 0, '2018-11-14 21:45:35', '2018-11-14 21:45:45', 0.0, 0.0, 0.0, 1.13
'083_scopeguard', true, 1, 1, 1, 3, 0, '2018-11-14 21:45:45', '2018-11-14 21:45:48', 0.0, 0.0, 0.0, 1.20
'084_bytes', true, 2, 2, 2, 25, 0, '2018-11-14 21:45:48', '2018-11-14 21:46:14', 0.1, 0.0, 0.4, 1.24
'086_getopts', true, 0, 0, 0, 12, 0, '2018-11-14 21:46:14', '2018-11-14 21:46:26', 0.0, 0.0, 0.0, 1.11
'087_nodrop', true, 0, 0, 0, 3, 0, '2018-11-14 21:46:26', '2018-11-14 21:46:29', 0.0, 0.0, 0.0, 1.8
'088_glob', true, 1, 1, 1, 10, 0, '2018-11-14 21:46:29', '2018-11-14 21:46:39', 0.0, 0.0, 0.0, 1.37
'089_either', true, 0, 0, 0, 4, 0, '2018-11-14 21:46:39', '2018-11-14 21:46:43', 0.0, 0.0, 0.0, 1.19
'090_typeable', true, 0, 0, 0, 3, 0, '2018-11-14 21:46:43', '2018-11-14 21:46:46', 0.0, 0.0, 0.0, 1.10
'091_miniz-sys', true, 0, 0, 0, 29, 0, '2018-11-14 21:46:46', '2018-11-14 21:47:15', 0.0, 0.0, 0.0, 1.22
'092_walkdir', true, 0, 0, 0, 10, 0, '2018-11-14 21:47:15', '2018-11-14 21:47:25', 0.0, 0.0, 0.0, 1.34
'093_unicode-segmentation', true, 5, 5, 5, 19, 0, '2018-11-14 21:47:25', '2018-11-14 21:47:44', 0.2, 0.0, 0.28, 8.1
'094_fnv', true, 2, 2, 2, 4, 0, '2018-11-14 21:47:44', '2018-11-14 21:47:48', 0.0, 0.0, 0.0, 1.59
'095_num-rational', true, 0, 0, 0, 62, 0, '2018-11-14 21:47:48', '2018-11-14 21:48:50', 0.0, 0.0, 0.0, 1.10
'096_libz-sys', true, 0, 0, 0, 37, 0, '2018-11-14 21:48:50', '2018-11-14 21:49:27', 0.0, 0.0, 0.0, 1.15
'097_version_check', true, 0, 0, 0, 5, 0, '2018-11-14 21:49:27', '2018-11-14 21:49:32', 0.0, 0.0, 0.0, 1.10
'098_crossbeam-utils', true, 0, 0, 0, 3, 0, '2018-11-14 21:49:32', '2018-11-14 21:49:35', 0.0, 0.0, 0.0, 1.8
'099_semver-parser', true, 0, 0, 0, 15, 0, '2018-11-14 21:49:35', '2018-11-14 21:49:50', 0.0, 0.0, 0.0, 1.13
'101_arrayvec', true, 58, 58, 58, 11, 0, '2018-11-14 21:49:50', '2018-11-14 21:50:01', 0.0, 0.0, 0.10, 2.66
'102_scoped-tls', true, 0, 0, 0, 3, 0, '2018-11-14 21:50:01', '2018-11-14 21:50:04', 0.0, 0.0, 0.0, 1.9
'103_crossbeam-epoch', true, 0, 0, 0, 30, 0, '2018-11-14 21:50:04', '2018-11-14 21:50:34', 0.1, 0.0, 0.0, 1.7
'104_num-bigint', true, 3, 3, 3, 49, 0, '2018-11-14 21:50:34', '2018-11-14 21:51:23', 0.2, 0.0, 0.2, 1.69
'105_cmake', true, 0, 0, 0, 22, 0, '2018-11-14 21:51:23', '2018-11-14 21:51:45', 0.0, 0.0, 0.0, 1.12
'106_foreign-types', true, 0, 0, 0, 6, 0, '2018-11-14 21:51:45', '2018-11-14 21:51:51', 0.0, 0.0, 0.0, 1.11
'107_filetime', true, 2, 2, 2, 15, 0, '2018-11-14 21:51:51', '2018-11-14 21:52:06', 0.0, 0.0, 0.2, 1.72
'108_phf_shared', true, 1, 1, 1, 10, 0, '2018-11-14 21:52:06', '2018-11-14 21:52:16', 0.0, 0.0, 0.2, 1.99
'109_phf', true, 0, 0, 0, 12, 0, '2018-11-14 21:52:16', '2018-11-14 21:52:28', 0.0, 0.0, 0.0, 1.7
'110_nix', true, 523, 523, 523, 119, 0, '2018-11-14 21:52:28', '2018-11-14 21:54:28', 0.11, 0.1, 3.16, 21.11
'111_num-complex', true, 0, 0, 0, 30, 0, '2018-11-14 21:54:28', '2018-11-14 21:54:58', 0.1, 0.0, 0.0, 1.14
'112_iovec', true, 0, 0, 0, 10, 0, '2018-11-14 21:54:58', '2018-11-14 21:55:09', 0.0, 0.0, 0.0, 1.9
'113_termcolor', true, 6, 6, 6, 10, 0, '2018-11-14 21:55:09', '2018-11-14 21:55:19', 0.0, 0.0, 0.24, 3.54
'114_phf_generator', true, 0, 0, 0, 48, 0, '2018-11-14 21:55:19', '2018-11-14 21:56:07', 0.0, 0.0, 0.0, 1.12
'115_miow', true, 0, 0, 0, 223, 0, '2018-11-14 21:56:07', '2018-11-14 21:59:50', 0.1, 0.0, 0.0, 1.9
'117_phf_codegen', true, 1, 1, 1, 52, 0, '2018-11-14 21:59:50', '2018-11-14 22:00:42', 0.0, 0.0, 0.0, 1.14
'118_safemem', true, 0, 0, 0, 4, 0, '2018-11-14 22:00:42', '2018-11-14 22:00:46', 0.0, 0.0, 0.0, 1.12
'119_cookie', true, 1, 1, 1, 26, 0, '2018-11-14 22:00:46', '2018-11-14 22:01:12', 0.0, 0.0, 0.0, 1.87
'120_crossbeam-deque', true, 0, 0, 0, 35, 0, '2018-11-14 22:01:12', '2018-11-14 22:01:47', 0.0, 0.0, 0.0, 1.11
'122_same-file', true, 1, 1, 1, 4, 0, '2018-11-14 22:01:47', '2018-11-14 22:01:51', 0.0, 0.0, 0.4, 1.87
'124_ucd-util', true, 0, 0, 0, 5, 0, '2018-11-14 22:01:51', '2018-11-14 22:01:56', 0.0, 0.0, 0.0, 1.10
'125_siphasher', true, 12, 12, 12, 9, 0, '2018-11-14 22:01:56', '2018-11-14 22:02:05', 0.0, 0.0, 0.13, 4.79
'126_curl-sys', true, 0, 0, 0, 62, 0, '2018-11-14 22:02:05', '2018-11-14 22:03:08', 0.0, 0.0, 0.0, 1.15
'127_xml-rs', true, 0, 0, 0, 24, 0, '2018-11-14 22:03:08', '2018-11-14 22:03:32', 0.0, 0.0, 0.0, 1.11
'128_rayon-core', true, 1, 1, 1, 57, 0, '2018-11-14 22:03:32', '2018-11-14 22:04:29', 0.1, 0.0, 0.0, 1.23
'129_pulldown-cmark', true, 0, 0, 0, 45, 0, '2018-11-14 22:04:29', '2018-11-14 22:05:15', 0.0, 0.0, 0.0, 1.15
'130_linked-hash-map', true, 0, 0, 0, 4, 0, '2018-11-14 22:05:15', '2018-11-14 22:05:19', 0.0, 0.0, 0.0, 1.10
'131_tokio-io', true, 11, 11, 11, 70, 0, '2018-11-14 22:05:19', '2018-11-14 22:06:29', 0.1, 0.0, 0.45, 3.81
'132_curl', true, 8, 8, 8, 89, 0, '2018-11-14 22:06:29', '2018-11-14 22:07:58', 0.2, 0.0, 0.3, 2.13
'133_parking_lot', true, 2, 2, 2, 100, 0, '2018-11-14 22:07:58', '2018-11-14 22:09:38', 0.1, 0.0, 0.0, 1.32
'134_hex', true, 0, 0, 0, 15, 0, '2018-11-14 22:09:38', '2018-11-14 22:09:53', 0.0, 0.0, 0.0, 1.14
'135_term_size', true, 0, 0, 0, 10, 0, '2018-11-14 22:09:53', '2018-11-14 22:10:03', 0.0, 0.0, 0.0, 1.8
'137_memoffset', true, 0, 0, 0, 3, 0, '2018-11-14 22:10:03', '2018-11-14 22:10:06', 0.0, 0.0, 0.0, 1.10
'138_owning_ref', true, 0, 0, 0, 6, 0, '2018-11-14 22:10:06', '2018-11-14 22:10:12', 0.0, 0.0, 0.0, 1.13
'140_parking_lot_core', true, 4, 4, 4, 80, 0, '2018-11-14 22:10:12', '2018-11-14 22:11:33', 0.0, 0.0, 0.1, 1.45
'141_stable_deref_trait', true, 0, 0, 0, 3, 0, '2018-11-14 22:11:33', '2018-11-14 22:11:36', 0.0, 0.0, 0.0, 1.20
'143_tempfile', true, 0, 0, 0, 46, 0, '2018-11-14 22:11:36', '2018-11-14 22:12:22', 0.0, 0.0, 0.0, 1.10
'144_fs2', true, 0, 0, 0, 10, 0, '2018-11-14 22:12:22', '2018-11-14 22:12:32', 0.0, 0.0, 0.0, 1.10
'145_libgit2-sys', true, 2, 2, 2, 62, 0, '2018-11-14 22:12:32', '2018-11-14 22:13:34', 0.1, 0.0, 0.0, 1.25
'146_yaml-rust', true, 10, 10, 10, 27, 0, '2018-11-14 22:13:34', '2018-11-14 22:14:01', 0.1, 0.0, 0.16, 5.15
'147_git2', true, 134, 134, 134, 328, 0, '2018-11-14 22:14:01', '2018-11-14 22:19:29', 0.7, 0.0, 1.27, 10.48
'148_nom', true, 12, 12, 12, 45, 0, '2018-11-14 22:19:29', '2018-11-14 22:20:14', 0.6, 0.0, 0.28, 5.16
'149_openssl-probe', true, 0, 0, 0, 4, 0, '2018-11-14 22:20:14', '2018-11-14 22:20:18', 0.0, 0.0, 0.0, 1.12
'150_remove_dir_all', true, 0, 0, 0, 3, 0, '2018-11-14 22:20:18', '2018-11-14 22:20:21', 0.0, 0.0, 0.0, 1.8
'151_tar', true, 8, 8, 8, 37, 0, '2018-11-14 22:20:21', '2018-11-14 22:20:58', 0.1, 0.0, 0.1, 1.67
'152_humantime', true, 9, 9, 9, 14, 0, '2018-11-14 22:20:58', '2018-11-14 22:21:12', 0.0, 0.0, 0.13, 4.54
'154_redox_syscall', true, 4, 4, 4, 7, 0, '2018-11-14 22:21:12', '2018-11-14 22:21:19', 0.1, 0.0, 0.3, 1.76
'155_libssh2-sys', true, 1, 1, 1, 59, 0, '2018-11-14 22:21:19', '2018-11-14 22:22:18', 0.0, 0.0, 0.0, 1.24
'156_foreign-types-shared', true, 0, 0, 0, 3, 0, '2018-11-14 22:22:18', '2018-11-14 22:22:21', 0.0, 0.0, 0.0, 1.16
'157_futures-cpupool', true, 0, 0, 0, 40, 0, '2018-11-14 22:22:21', '2018-11-14 22:23:01', 0.0, 0.0, 0.0, 1.10
'158_enum_primitive', true, 0, 0, 0, 21, 0, '2018-11-14 22:23:01', '2018-11-14 22:23:22', 0.0, 0.0, 0.0, 1.19
'162_hpack', true, 0, 0, 0, 22, 0, '2018-11-14 22:23:22', '2018-11-14 22:23:44', 0.1, 0.0, 0.0, 1.9
'163_rust-crypto', true, 13, 13, 13, 213, 0, '2018-11-14 22:23:44', '2018-11-14 22:27:17', 0.15, 0.0, 0.72, 28.86
'164_serde_codegen_internals', true, 0, 0, 0, 50, 0, '2018-11-14 22:27:17', '2018-11-14 22:28:07', 0.0, 0.0, 0.0, 1.18
'165_core-foundation', true, 1, 1, 1, 19, 0, '2018-11-14 22:28:07', '2018-11-14 22:28:26', 0.1, 0.0, 0.0, 1.19
'166_core-foundation-sys', true, 1, 1, 1, 8, 0, '2018-11-14 22:28:26', '2018-11-14 22:28:34', 0.0, 0.0, 0.0, 1.51
'167_socket2', true, 27, 27, 27, 17, 0, '2018-11-14 22:28:34', '2018-11-14 22:28:51', 0.1, 0.0, 0.6, 2.31
'168_adler32', true, 1, 1, 1, 4, 0, '2018-11-14 22:28:51', '2018-11-14 22:28:55', 0.0, 0.0, 0.0, 1.32
'170_native-tls', true, 0, 0, 0, 106, 0, '2018-11-14 22:28:55', '2018-11-14 22:30:42', 0.0, 0.0, 0.0, 1.17
'173_pest', true, 0, 0, 0, 71, 0, '2018-11-14 22:30:42', '2018-11-14 22:31:53', 0.1, 0.0, 0.0, 1.12
'174_rand_core', true, 0, 0, 0, 5, 0, '2018-11-14 22:31:53', '2018-11-14 22:31:58', 0.0, 0.0, 0.0, 1.9
'176_diff', true, 0, 0, 0, 5, 0, '2018-11-14 22:31:58', '2018-11-14 22:32:03', 0.0, 0.0, 0.0, 1.13
'177_gl_generator', true, 0, 0, 0, 57, 0, '2018-11-14 22:32:03', '2018-11-14 22:33:00', 0.1, 0.0, 0.0, 1.9
'178_wincolor', true, 0, 0, 0, 210, 0, '2018-11-14 22:33:00', '2018-11-14 22:36:30', 0.0, 0.0, 0.0, 1.13
'180_untrusted', true, 0, 0, 0, 4, 0, '2018-11-14 22:36:30', '2018-11-14 22:36:34', 0.0, 0.0, 0.0, 1.8
'181_tokio-service', true, 0, 0, 0, 28, 0, '2018-11-14 22:36:34', '2018-11-14 22:37:02', 0.0, 0.0, 0.0, 1.11
'183_bufstream', true, 0, 0, 0, 3, 0, '2018-11-14 22:37:02', '2018-11-14 22:37:05', 0.0, 0.0, 0.0, 1.10
'184_git2-curl', true, 0, 0, 0, 327, 0, '2018-11-14 22:37:05', '2018-11-14 22:42:32', 0.0, 0.0, 0.0, 1.13
'186_take', true, 0, 0, 0, 3, 0, '2018-11-14 22:42:32', '2018-11-14 22:42:35', 0.0, 0.0, 0.0, 1.9
'187_ordermap', true, 5, 5, 5, 9, 0, '2018-11-14 22:42:35', '2018-11-14 22:42:44', 0.1, 0.0, 0.3, 1.75
'188_khronos_api', true, 0, 0, 0, 7, 0, '2018-11-14 22:42:44', '2018-11-14 22:42:51', 0.0, 0.0, 0.0, 1.12
'189_vcpkg', true, 0, 0, 0, 9, 0, '2018-11-14 22:42:51', '2018-11-14 22:43:00', 0.0, 0.0, 0.0, 1.8
'193_memmap', true, 3, 3, 3, 12, 0, '2018-11-14 22:43:00', '2018-11-14 22:43:12', 0.0, 0.0, 0.9, 1.98
'195_fuchsia-zircon', true, 152, 152, 152, 37, 0, '2018-11-14 22:43:12', '2018-11-14 22:43:49', 0.1, 0.0, 0.79, 10.5
'196_fuchsia-zircon-sys', true, 1, 1, 1, 7, 0, '2018-11-14 22:43:49', '2018-11-14 22:43:56', 0.0, 0.0, 0.0, 1.26
'198_tokio-reactor', true, 0, 0, 0, 208, 0, '2018-11-14 22:43:56', '2018-11-14 22:47:24', 0.0, 0.0, 0.0, 1.10
'199_tokio-threadpool', true, 20, 20, 20, 128, 0, '2018-11-14 22:47:24', '2018-11-14 22:49:32', 0.1, 0.0, 0.6, 2.34
'203_shell-escape', true, 0, 0, 0, 4, 0, '2018-11-14 22:49:32', '2018-11-14 22:49:36', 0.0, 0.0, 0.0, 1.6
'204_sha1', true, 1, 1, 1, 6, 0, '2018-11-14 22:49:36', '2018-11-14 22:49:42', 0.0, 0.0, 0.0, 1.42
'205_tokio-executor', true, 3, 3, 3, 30, 0, '2018-11-14 22:49:42', '2018-11-14 22:50:12', 0.0, 0.0, 0.0, 1.47
'206_generic-array', true, 0, 0, 0, 15, 0, '2018-11-14 22:50:12', '2018-11-14 22:50:27', 0.0, 0.0, 0.0, 1.10
'207_unsafe-any', true, 0, 0, 0, 5, 0, '2018-11-14 22:50:28', '2018-11-14 22:50:33', 0.0, 0.0, 0.0, 1.8
'208_xattr', true, 0, 0, 0, 11, 0, '2018-11-14 22:50:33', '2018-11-14 22:50:44', 0.0, 0.0, 0.0, 1.11
'209_fixedbitset', true, 1, 1, 1, 6, 0, '2018-11-14 22:50:44', '2018-11-14 22:50:50', 0.0, 0.0, 0.1, 1.80
'211_open', true, 0, 0, 0, 6, 0, '2018-11-14 22:50:50', '2018-11-14 22:50:56', 0.0, 0.0, 0.0, 1.12
'214_crc', true, 0, 0, 0, 12, 0, '2018-11-14 22:50:56', '2018-11-14 22:51:08', 0.0, 0.0, 0.0, 1.9
'217_quine-mc_cluskey', true, 2, 2, 2, 7, 0, '2018-11-14 22:51:08', '2018-11-14 22:51:15', 0.0, 0.0, 0.1, 1.51
'218_relay', true, 0, 0, 0, 28, 0, '2018-11-14 22:51:15', '2018-11-14 22:51:43', 0.0, 0.0, 0.0, 1.20
'219_scoped_threadpool', true, 0, 0, 0, 5, 0, '2018-11-14 22:51:43', '2018-11-14 22:51:48', 0.0, 0.0, 0.0, 1.7
'221_antidote', true, 0, 0, 0, 3, 0, '2018-11-14 22:51:48', '2018-11-14 22:51:51', 0.0, 0.0, 0.0, 1.9
'222_jobserver', true, 0, 0, 0, 21, 0, '2018-11-14 22:51:51', '2018-11-14 22:52:12', 0.0, 0.0, 0.0, 1.10
'223_encoding_index_tests', true, 0, 0, 0, 3, 0, '2018-11-14 22:52:12', '2018-11-14 22:52:15', 0.0, 0.0, 0.0, 1.7
'225_termion', true, 1, 1, 1, 17, 0, '2018-11-14 22:52:15', '2018-11-14 22:52:32', 0.0, 0.0, 0.0, 1.35
'227_winapi-x86_64-pc-windows-gnu', true, 0, 0, 0, 6, 0, '2018-11-14 22:52:32', '2018-11-14 22:52:38', 0.0, 0.0, 0.0, 1.9
'232_tokio-udp', true, 0, 0, 0, 216, 0, '2018-11-14 22:52:38', '2018-11-14 22:56:14', 0.0, 0.0, 0.0, 1.8
'233_tokio-tcp', true, 0, 0, 0, 214, 0, '2018-11-14 22:56:14', '2018-11-14 22:59:48', 0.0, 0.0, 0.0, 1.11
'234_png', true, 23, 23, 23, 87, 0, '2018-11-14 22:59:48', '2018-11-14 23:01:15', 0.1, 0.0, 0.14, 4.95
'236_typenum', true, 36, 36, 36, 13, 0, '2018-11-14 23:01:15', '2018-11-14 23:01:28', 0.1, 0.0, 0.7, 2.4
'238_winapi-i686-pc-windows-gnu', true, 0, 0, 0, 6, 0, '2018-11-14 23:01:28', '2018-11-14 23:01:34', 0.0, 0.0, 0.0, 1.6
'242_quasi_codegen', true, 0, 0, 0, 399, 0, '2018-11-14 23:01:34', '2018-11-14 23:08:13', 0.0, 0.0, 0.0, 1.10
'243_tokio-tls', true, 0, 0, 0, 166, 0, '2018-11-14 23:08:13', '2018-11-14 23:10:59', 0.0, 0.0, 0.0, 1.6
