'Crate name', 'Procedure', 'Verifies fine', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'286_ryu', "ryu::d2s_intrinsics[0]::div100_000_000[0]", true, 4, 0, '2018-11-15 17:43:10', '2018-11-15 17:43:15', 0.0, 0.0, 0.2, 
'305_json', "json::util[0]::diyfp[0]::{{impl}}[1]::sub[0]", false, 17, 101, '2018-11-15 17:43:15', '2018-11-15 17:43:32', 0.1, 0.0, 0.1, 
'306_deflate', "deflate::chained_hash_table[0]::{{impl}}[2]::slide_value[0]", false, 14, 101, '2018-11-15 17:43:32', '2018-11-15 17:43:46', 0.2, 0.0, 0.2, 
'306_deflate', "deflate::deflate_state[0]::{{impl}}[0]::add[0]", false, 14, 101, '2018-11-15 17:43:46', '2018-11-15 17:44:00', 0.2, 0.0, 0.2, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_to_int[0]", true, 4, 0, '2018-11-15 17:44:00', '2018-11-15 17:44:04', 0.0, 0.0, 0.0, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_from_int[0]", false, 5, 101, '2018-11-15 17:44:04', '2018-11-15 17:44:09', 0.0, 0.0, 0.0, 
'371_http', "http::header[0]::map[0]::usable_capacity[0]", true, 104, 0, '2018-11-15 17:44:09', '2018-11-15 17:45:53', 0.4, 0.0, 0.1, 
'371_http', "http::header[0]::map[0]::to_raw_capacity[0]", false, 6, 101, '2018-11-15 17:45:53', '2018-11-15 17:45:59', 0.4, 0.0, 0.24, 
'382_bytecount', "bytecount::{{impl}}[0]::increment[0]", false, 5, 101, '2018-11-15 17:45:59', '2018-11-15 17:46:04', 0.0, 0.0, 0.0, 
'395_indexmap', "indexmap::map[0]::usable_capacity[0]", true, 9, 0, '2018-11-15 17:46:04', '2018-11-15 17:46:13', 0.1, 0.0, 0.1, 
'395_indexmap', "indexmap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-15 17:46:13', '2018-11-15 17:46:18', 0.1, 0.0, 0.9, 
'423_h2', "h2::hpack[0]::table[0]::usable_capacity[0]", true, 59, 0, '2018-11-15 17:46:19', '2018-11-15 17:47:18', 0.9, 0.0, 0.1, 
'423_h2', "h2::hpack[0]::table[0]::to_raw_capacity[0]", false, 6, 101, '2018-11-15 17:47:18', '2018-11-15 17:47:24', 0.9, 0.0, 0.35, 
'423_h2', "h2::frame[0]::headers[0]::decoded_header_size[0]", false, 6, 101, '2018-11-15 17:47:24', '2018-11-15 17:47:30', 0.8, 0.0, 0.34, 
'423_h2', "h2::proto[0]::streams[0]::counts[0]::{{impl}}[0]::dec_num_reset_streams[0]", false, 6, 101, '2018-11-15 17:47:30', '2018-11-15 17:47:36', 0.8, 0.0, 0.41, 
'492_matrixmultiply', "matrixmultiply::util[0]::round_up_to[0]", false, 10, 101, '2018-11-15 17:47:38', '2018-11-15 17:47:49', 0.0, 0.0, 0.5, 
