"Crate name","Successful verification","Whitelist items","Verified items","Successful items","Duration (s)","Exit status","Start","End","Parsing duration","Type-checking duration","Encoding duration","Verification duration"
"286_ryu",true,4,4,4,11,0,"2018-11-16 05:41:08","2018-11-16 05:41:19",0.0,0.0,0.2,1.88
"287_byte-tools",true,0,0,0,4,0,"2018-11-16 05:41:19","2018-11-16 05:41:23",0.0,0.0,0.0,1.40
"289_glutin",true,6,6,6,490,0,"2018-11-16 05:41:23","2018-11-16 05:49:33",0.2,0.0,0.10,3.40
"290_rls-vfs",true,0,0,0,15,0,"2018-11-16 05:49:33","2018-11-16 05:49:48",0.0,0.0,0.0,1.39
"291_crypto-hash",true,0,0,0,82,0,"2018-11-16 05:49:48","2018-11-16 05:51:10",0.0,0.0,0.0,1.44
"292_sha2",true,3,3,3,39,0,"2018-11-16 05:51:10","2018-11-16 05:51:49",0.0,0.0,0.3,2.35
"294_precomputed-hash",true,0,0,0,4,0,"2018-11-16 05:51:49","2018-11-16 05:51:53",0.0,0.0,0.0,1.39
"295_if_chain",true,0,0,0,4,0,"2018-11-16 05:51:53","2018-11-16 05:51:57",0.0,0.0,0.0,1.40
"298_conduit-mime-types",true,0,0,0,59,0,"2018-11-16 05:51:57","2018-11-16 05:52:56",0.0,0.0,0.0,1.48
"300_difference",true,1,1,1,10,0,"2018-11-16 05:52:56","2018-11-16 05:53:06",0.0,0.0,0.1,1.64
"301_debug_unreachable",true,0,0,0,11,0,"2018-11-16 05:53:06","2018-11-16 05:53:17",0.0,0.0,0.0,1.40
"302_fake-simd",true,0,0,0,4,0,"2018-11-16 05:53:17","2018-11-16 05:53:21",0.0,0.0,0.0,1.42
"303_mio-uds",true,0,0,0,38,0,"2018-11-16 05:53:21","2018-11-16 05:53:59",0.0,0.0,0.0,1.37
"304_error",true,0,0,0,9,0,"2018-11-16 05:53:59","2018-11-16 05:54:08",0.0,0.0,0.0,1.45
"305_json",true,3,3,3,19,0,"2018-11-16 05:54:08","2018-11-16 05:54:27",0.1,0.0,0.9,2.95
"306_deflate",true,15,15,15,25,0,"2018-11-16 05:54:27","2018-11-16 05:54:52",0.2,0.0,0.10,3.14
"308_x11-dl",true,0,0,0,338,0,"2018-11-16 05:54:52","2018-11-16 06:00:30",0.3,0.0,0.0,1.41
"309_deque",true,0,0,0,4,0,"2018-11-16 06:00:30","2018-11-16 06:00:34",0.0,0.0,0.0,1.39
"310_typed-arena",true,0,0,0,5,0,"2018-11-16 06:00:34","2018-11-16 06:00:39",0.0,0.0,0.0,1.49
"312_constant_time_eq",true,0,0,0,3,0,"2018-11-16 06:00:39","2018-11-16 06:00:42",0.0,0.0,0.0,1.46
"313_heapsize",true,0,0,0,9,0,"2018-11-16 06:00:42","2018-11-16 06:00:51",0.0,0.0,0.0,1.37
"314_commoncrypto-sys",true,0,0,0,12,0,"2018-11-16 06:00:51","2018-11-16 06:01:04",0.0,0.0,0.0,1.37
"317_lock_api",true,0,0,0,9,0,"2018-11-16 06:01:04","2018-11-16 06:01:13",0.0,0.0,0.0,1.40
"320_gleam",true,4,4,4,436,0,"2018-11-16 06:01:13","2018-11-16 06:08:30",0.0,0.0,0.4,1.89
"321_ascii",true,6,6,6,8,0,"2018-11-16 06:08:30","2018-11-16 06:08:38",0.1,0.0,0.4,2.32
"322_zip",true,0,0,0,64,0,"2018-11-16 06:08:38","2018-11-16 06:09:42",0.0,0.0,0.0,1.38
"323_rustc-ap-serialize",true,1,1,1,51,0,"2018-11-16 06:09:42","2018-11-16 06:10:33",0.3,0.0,0.0,1.60
"326_rustc-ap-rustc_cratesio_shim",true,0,0,0,16,0,"2018-11-16 06:10:33","2018-11-16 06:10:49",0.0,0.0,0.0,1.50
"329_wayland-client",true,35,35,35,121,0,"2018-11-16 06:10:49","2018-11-16 06:12:50",0.0,0.0,0.38,4.14
"330_encoding_rs",true,2,2,2,86,0,"2018-11-16 06:12:50","2018-11-16 06:14:17",0.20,0.0,0.37,4.15
"331_tokio-codec",true,2,2,2,46,0,"2018-11-16 06:14:17","2018-11-16 06:15:03",0.0,0.0,0.1,1.84
"332_maplit",true,0,0,0,4,0,"2018-11-16 06:15:03","2018-11-16 06:15:07",0.0,0.0,0.0,1.38
"333_podio",true,0,0,0,5,0,"2018-11-16 06:15:07","2018-11-16 06:15:12",0.0,0.0,0.0,1.40
"334_strings",true,0,0,0,27,0,"2018-11-16 06:15:12","2018-11-16 06:15:39",0.1,0.0,0.0,1.39
"335_msdos_time",true,1,1,1,24,0,"2018-11-16 06:15:39","2018-11-16 06:16:03",0.0,0.0,0.0,1.83
"337_osmesa-sys",true,0,0,0,16,0,"2018-11-16 06:16:03","2018-11-16 06:16:19",0.0,0.0,0.0,1.39
"338_unix_socket",true,0,0,0,14,0,"2018-11-16 06:16:19","2018-11-16 06:16:33",0.0,0.0,0.0,1.47
"339_openssl-verify",true,0,0,0,42,0,"2018-11-16 06:16:33","2018-11-16 06:17:15",0.0,0.0,0.0,1.41
"341_winit",true,8,8,8,466,0,"2018-11-16 06:17:15","2018-11-16 06:25:01",0.5,0.0,0.6,2.85
"342_euclid",true,26,26,26,31,0,"2018-11-16 06:25:01","2018-11-16 06:25:32",0.4,0.0,0.10,2.93
"344_colored",true,2,2,2,10,0,"2018-11-16 06:25:32","2018-11-16 06:25:43",0.0,0.0,0.1,1.88
"345_block-buffer",true,0,0,0,25,0,"2018-11-16 06:25:43","2018-11-16 06:26:08",0.0,0.0,0.0,1.38
"346_want",true,0,0,0,32,0,"2018-11-16 06:26:08","2018-11-16 06:26:40",0.0,0.0,0.0,1.43
"347_try-lock",true,0,0,0,4,0,"2018-11-16 06:26:40","2018-11-16 06:26:44",0.0,0.0,0.0,1.47
"348_cgmath",true,7,7,7,58,0,"2018-11-16 06:26:44","2018-11-16 06:27:42",0.3,0.0,0.1,1.79
"351_lru-cache",true,0,0,0,9,0,"2018-11-16 06:27:42","2018-11-16 06:27:51",0.0,0.0,0.0,1.53
"352_wayland-sys",true,2,2,2,32,0,"2018-11-16 06:27:51","2018-11-16 06:28:23",0.0,0.0,0.1,1.83
"353_threadpool",true,0,0,0,16,0,"2018-11-16 06:28:23","2018-11-16 06:28:39",0.0,0.0,0.0,1.45
"354_dlib",true,0,0,0,27,0,"2018-11-16 06:28:39","2018-11-16 06:29:06",0.0,0.0,0.0,1.48
"355_wayland-scanner",true,0,0,0,64,0,"2018-11-16 06:29:06","2018-11-16 06:30:10",0.0,0.0,0.0,1.40
"356_tokio-uds",true,0,0,0,110,0,"2018-11-16 06:30:10","2018-11-16 06:32:00",0.0,0.0,0.0,1.42
"357_approx",true,12,12,12,22,0,"2018-11-16 06:32:00","2018-11-16 06:32:22",0.0,0.0,0.2,1.87
"359_pretty_assertions",true,0,0,0,16,0,"2018-11-16 06:32:22","2018-11-16 06:32:38",0.0,0.0,0.0,1.39
"360_route-recognizer",true,0,0,0,7,0,"2018-11-16 06:32:38","2018-11-16 06:32:45",0.0,0.0,0.0,1.42
"361_md5",true,0,0,0,6,0,"2018-11-16 06:32:45","2018-11-16 06:32:51",0.0,0.0,0.0,1.35
"362_ena",true,0,0,0,15,0,"2018-11-16 06:32:51","2018-11-16 06:33:06",0.0,0.0,0.0,1.38
"363_ar",true,0,0,0,15,0,"2018-11-16 06:33:06","2018-11-16 06:33:21",0.0,0.0,0.0,1.41
"364_wayland-kbd",true,12,12,12,97,0,"2018-11-16 06:33:21","2018-11-16 06:34:58",0.1,0.0,0.9,2.44
"365_arrayref",true,0,0,0,4,0,"2018-11-16 06:34:58","2018-11-16 06:35:02",0.0,0.0,0.0,1.47
"366_log_settings",true,0,0,0,7,0,"2018-11-16 06:35:02","2018-11-16 06:35:09",0.0,0.0,0.0,1.46
"369_tiny_http",true,2,2,2,191,0,"2018-11-16 06:35:09","2018-11-16 06:38:20",0.1,0.0,0.1,2.17
"370_psapi-sys",true,0,0,0,13,0,"2018-11-16 06:38:20","2018-11-16 06:38:33",0.0,0.0,0.0,1.42
"371_http",true,22,22,22,133,0,"2018-11-16 06:38:33","2018-11-16 06:40:46",0.4,0.0,0.39,7.22
"372_slog",true,3,3,3,13,0,"2018-11-16 06:40:46","2018-11-16 06:40:59",0.1,0.0,0.5,1.78
"373_chunked_transfer",true,0,0,0,5,0,"2018-11-16 06:40:59","2018-11-16 06:41:04",0.0,0.0,0.0,1.39
"374_wayland-window",true,0,0,0,130,0,"2018-11-16 06:41:04","2018-11-16 06:43:14",0.0,0.0,0.0,1.42
"375_crossbeam-channel",true,1,1,1,88,0,"2018-11-16 06:43:14","2018-11-16 06:44:42",0.2,0.0,0.0,1.62
"376_notify",true,9,9,9,134,0,"2018-11-16 06:44:42","2018-11-16 06:46:56",0.0,0.0,0.7,2.32
"377_bzip2-sys",true,0,0,0,24,0,"2018-11-16 06:46:56","2018-11-16 06:47:20",0.0,0.0,0.0,1.40
"379_is-match",true,0,0,0,4,0,"2018-11-16 06:47:20","2018-11-16 06:47:24",0.0,0.0,0.0,1.53
"382_bytecount",true,2,2,2,5,0,"2018-11-16 06:47:24","2018-11-16 06:47:29",0.0,0.0,0.1,1.74
"383_bzip2",true,0,0,0,30,0,"2018-11-16 06:47:29","2018-11-16 06:47:59",0.0,0.0,0.0,1.44
"385_crypto-mac",true,2,2,2,23,0,"2018-11-16 06:47:59","2018-11-16 06:48:22",0.0,0.0,0.0,1.55
"389_xdg",true,0,0,0,6,0,"2018-11-16 06:48:22","2018-11-16 06:48:28",0.0,0.0,0.0,1.37
"391_shell32-sys",true,0,0,0,12,0,"2018-11-16 06:48:28","2018-11-16 06:48:40",0.0,0.0,0.0,1.39
"393_hmac",true,0,0,0,30,0,"2018-11-16 06:48:40","2018-11-16 06:49:10",0.0,0.0,0.0,1.38
"394_rls-blacklist",true,0,0,0,4,0,"2018-11-16 06:49:10","2018-11-16 06:49:14",0.0,0.0,0.0,1.48
"395_indexmap",true,5,5,5,9,0,"2018-11-16 06:49:14","2018-11-16 06:49:23",0.1,0.0,0.3,1.97
"397_syslog",true,0,0,0,47,0,"2018-11-16 06:49:23","2018-11-16 06:50:10",0.0,0.0,0.0,1.44
"399_errno",true,2,2,2,13,0,"2018-11-16 06:50:10","2018-11-16 06:50:23",0.0,0.0,0.0,1.65
"402_rpassword",true,0,0,0,11,0,"2018-11-16 06:50:23","2018-11-16 06:50:34",0.0,0.0,0.0,1.42
"404_fern",true,0,0,0,18,0,"2018-11-16 06:50:34","2018-11-16 06:50:53",0.0,0.0,0.0,1.47
"405_strum",true,0,0,0,3,0,"2018-11-16 06:50:53","2018-11-16 06:50:56",0.0,0.0,0.0,1.39
"408_objc",true,0,0,0,17,0,"2018-11-16 06:50:56","2018-11-16 06:51:14",0.0,0.0,0.0,1.41
"409_termios",true,0,0,0,12,0,"2018-11-16 06:51:14","2018-11-16 06:51:26",0.0,0.0,0.0,1.44
"410_inotify",true,40,40,40,117,0,"2018-11-16 06:51:26","2018-11-16 06:53:23",0.0,0.0,0.21,2.93
"415_crc16",true,0,0,0,11,0,"2018-11-16 06:53:23","2018-11-16 06:53:34",0.0,0.0,0.0,1.42
"418_malloc_buf",true,0,0,0,12,0,"2018-11-16 06:53:34","2018-11-16 06:53:46",0.0,0.0,0.0,1.45
"419_target_build_utils",true,0,0,0,440,0,"2018-11-16 06:53:46","2018-11-16 07:01:06",0.0,0.0,0.0,1.36
"423_h2",true,54,54,54,209,0,"2018-11-16 07:01:06","2018-11-16 07:04:35",0.8,0.0,1.17,9.95
"425_radix_trie",true,0,0,0,12,0,"2018-11-16 07:04:35","2018-11-16 07:04:47",0.0,0.0,0.0,1.45
"426_nibble_vec",true,0,0,0,5,0,"2018-11-16 07:04:47","2018-11-16 07:04:52",0.0,0.0,0.0,1.40
"428_conv",true,0,0,0,13,0,"2018-11-16 07:04:52","2018-11-16 07:05:05",0.0,0.0,0.0,1.43
"430_draw_state",true,17,17,17,28,0,"2018-11-16 07:05:05","2018-11-16 07:05:34",0.0,0.0,0.39,10.73
"432_endian-type",true,0,0,0,5,0,"2018-11-16 07:05:34","2018-11-16 07:05:39",0.0,0.0,0.0,1.42
"434_environment",true,0,0,0,4,0,"2018-11-16 07:05:39","2018-11-16 07:05:43",0.0,0.0,0.0,1.43
"436_libsqlite3-sys",true,0,0,0,20,0,"2018-11-16 07:05:43","2018-11-16 07:06:03",0.0,0.0,0.0,1.47
"437_tiny-keccak",true,0,0,0,14,0,"2018-11-16 07:06:03","2018-11-16 07:06:17",0.0,0.0,0.0,1.44
"438_cloudabi",true,109,109,109,31,0,"2018-11-16 07:06:17","2018-11-16 07:06:48",0.0,0.0,1.21,8.18
"439_slog-term",true,2,2,2,85,0,"2018-11-16 07:06:48","2018-11-16 07:08:13",0.0,0.0,0.0,1.93
"441_ws",true,2,2,2,197,0,"2018-11-16 07:08:13","2018-11-16 07:11:30",0.2,0.0,0.50,9.30
"443_string",true,0,0,0,4,0,"2018-11-16 07:11:30","2018-11-16 07:11:34",0.0,0.0,0.0,1.39
"444_tokio-current-thread",true,2,2,2,37,0,"2018-11-16 07:11:34","2018-11-16 07:12:11",0.0,0.0,0.2,1.81
"445_procedural-masquerade",true,0,0,0,4,0,"2018-11-16 07:12:11","2018-11-16 07:12:15",0.0,0.0,0.0,1.44
"446_r2d2",true,0,0,0,17,0,"2018-11-16 07:12:15","2018-11-16 07:12:32",0.0,0.0,0.0,1.37
"447_stb_truetype",true,0,0,0,18,0,"2018-11-16 07:12:32","2018-11-16 07:12:50",0.0,0.0,0.0,1.40
"448_cexpr",true,0,0,0,75,0,"2018-11-16 07:12:50","2018-11-16 07:14:05",0.0,0.0,0.0,1.38
"450_tokio-signal",true,0,0,0,109,0,"2018-11-16 07:14:05","2018-11-16 07:15:54",0.0,0.0,0.0,1.42
"454_rustc-hash",true,2,2,2,12,0,"2018-11-16 07:15:54","2018-11-16 07:16:06",0.0,0.0,0.3,1.73
"455_c_vec",true,0,0,0,4,0,"2018-11-16 07:16:06","2018-11-16 07:16:10",0.0,0.0,0.0,1.37
"456_rustc-rayon-core",true,1,1,1,47,0,"2018-11-16 07:16:10","2018-11-16 07:16:57",0.1,0.0,0.0,1.55
"458_gfx_gl",true,1,1,1,190,0,"2018-11-16 07:16:57","2018-11-16 07:20:07",0.0,0.0,0.1,1.72
"459_rmp",true,1,1,1,30,0,"2018-11-16 07:20:07","2018-11-16 07:20:37",0.0,0.0,0.0,1.77
"462_gl",true,1,1,1,79,0,"2018-11-16 07:20:37","2018-11-16 07:21:56",0.0,0.0,0.1,1.63
"465_dwmapi-sys",true,0,0,0,13,0,"2018-11-16 07:21:56","2018-11-16 07:22:09",0.0,0.0,0.0,1.39
"472_xmltree",true,0,0,0,27,0,"2018-11-16 07:22:09","2018-11-16 07:22:36",0.0,0.0,0.0,1.42
"473_hostname",true,0,0,0,11,0,"2018-11-16 07:22:36","2018-11-16 07:22:47",0.0,0.0,0.0,1.41
"474_parity-wasm",true,27,27,27,116,0,"2018-11-16 07:22:47","2018-11-16 07:24:43",0.4,0.0,0.16,4.10
"475_os_pipe",true,0,0,0,95,0,"2018-11-16 07:24:43","2018-11-16 07:26:18",0.0,0.0,0.0,2.88
"476_number_prefix",true,0,0,0,21,0,"2018-11-16 07:26:18","2018-11-16 07:26:39",0.0,0.0,0.0,1.39
"477_minifier",true,0,0,0,23,0,"2018-11-16 07:26:39","2018-11-16 07:27:02",0.0,0.0,0.0,1.41
"478_sequence_trie",true,0,0,0,5,0,"2018-11-16 07:27:02","2018-11-16 07:27:07",0.0,0.0,0.0,1.50
"479_postgres",true,5,5,5,265,0,"2018-11-16 07:27:07","2018-11-16 07:31:32",0.1,0.0,0.12,2.73
"483_duct",true,0,0,0,248,0,"2018-11-16 07:31:32","2018-11-16 07:35:40",0.0,0.0,0.0,7.65
"486_wayland-protocols",true,0,0,0,106,0,"2018-11-16 07:35:40","2018-11-16 07:37:26",0.0,0.0,0.0,1.53
"487_ctrlc",true,0,0,0,88,0,"2018-11-16 07:37:26","2018-11-16 07:38:54",0.0,0.0,0.0,1.44
"489_shared_child",true,0,0,0,210,0,"2018-11-16 07:38:54","2018-11-16 07:42:24",0.0,0.0,0.0,1.40
"490_csv-core",true,4,4,4,25,0,"2018-11-16 07:42:24","2018-11-16 07:42:49",0.1,0.0,0.0,1.93
"491_sdl2-sys",true,0,0,0,60,0,"2018-11-16 07:42:49","2018-11-16 07:43:49",0.0,0.0,0.0,1.40
"492_matrixmultiply",true,6,6,6,12,0,"2018-11-16 07:43:49","2018-11-16 07:44:01",0.0,0.0,0.6,2.82
"494_peeking_take_while",true,0,0,0,4,0,"2018-11-16 07:44:01","2018-11-16 07:44:05",0.0,0.0,0.0,1.39
"495_new_debug_unreachable",true,0,0,0,11,0,"2018-11-16 07:44:05","2018-11-16 07:44:16",0.0,0.0,0.0,1.46
"496_piston-float",true,0,0,0,3,0,"2018-11-16 07:44:16","2018-11-16 07:44:20",0.0,0.0,0.0,1.44
"499_chalk-macros",true,0,0,0,8,0,"2018-11-16 07:44:20","2018-11-16 07:44:28",0.0,0.0,0.0,1.48
