"Crate name","Successful verification","Whitelist items","Verified items","Successful items","Duration (s)","Exit status","Start","End","Parsing duration","Type-checking duration","Encoding duration","Verification duration"
"158_enum_primitive",true,0,0,0,24,0,"2018-11-16 04:29:03","2018-11-16 04:29:27",0.0,0.0,0.0,1.41
"162_hpack",true,0,0,0,24,0,"2018-11-16 04:29:27","2018-11-16 04:29:51",0.1,0.0,0.0,1.46
"163_rust-crypto",true,13,13,13,146,0,"2018-11-16 04:29:51","2018-11-16 04:32:18",0.15,0.0,0.73,7.89
"164_serde_codegen_internals",true,0,0,0,50,0,"2018-11-16 04:32:18","2018-11-16 04:33:08",0.0,0.0,0.0,1.42
"165_core-foundation",true,1,1,1,16,0,"2018-11-16 04:33:08","2018-11-16 04:33:24",0.1,0.0,0.0,1.59
"166_core-foundation-sys",true,1,1,1,9,0,"2018-11-16 04:33:24","2018-11-16 04:33:33",0.0,0.0,0.0,1.82
"167_socket2",true,27,27,27,16,0,"2018-11-16 04:33:33","2018-11-16 04:33:49",0.1,0.0,0.6,2.44
"168_adler32",true,1,1,1,5,0,"2018-11-16 04:33:49","2018-11-16 04:33:54",0.0,0.0,0.0,1.64
"170_native-tls",true,0,0,0,84,0,"2018-11-16 04:33:54","2018-11-16 04:35:18",0.0,0.0,0.0,1.38
"173_pest",true,0,0,0,70,0,"2018-11-16 04:35:18","2018-11-16 04:36:28",0.1,0.0,0.0,1.53
"174_rand_core",true,0,0,0,6,0,"2018-11-16 04:36:28","2018-11-16 04:36:34",0.0,0.0,0.0,1.42
"176_diff",true,0,0,0,5,0,"2018-11-16 04:36:34","2018-11-16 04:36:39",0.0,0.0,0.0,1.40
"177_gl_generator",true,0,0,0,48,0,"2018-11-16 04:36:39","2018-11-16 04:37:27",0.1,0.0,0.0,1.40
"178_wincolor",true,0,0,0,208,0,"2018-11-16 04:37:27","2018-11-16 04:40:55",0.0,0.0,0.0,1.46
"180_untrusted",true,0,0,0,5,0,"2018-11-16 04:40:55","2018-11-16 04:41:00",0.0,0.0,0.0,1.41
"181_tokio-service",true,0,0,0,28,0,"2018-11-16 04:41:00","2018-11-16 04:41:28",0.0,0.0,0.0,1.38
"183_bufstream",true,0,0,0,4,0,"2018-11-16 04:41:28","2018-11-16 04:41:32",0.0,0.0,0.0,1.41
"184_git2-curl",true,0,0,0,225,0,"2018-11-16 04:41:32","2018-11-16 04:45:17",0.0,0.0,0.0,1.41
"186_take",true,0,0,0,4,0,"2018-11-16 04:45:17","2018-11-16 04:45:21",0.0,0.0,0.0,1.40
"187_ordermap",true,5,5,5,9,0,"2018-11-16 04:45:21","2018-11-16 04:45:30",0.1,0.0,0.3,1.99
"188_khronos_api",true,0,0,0,8,0,"2018-11-16 04:45:30","2018-11-16 04:45:38",0.0,0.0,0.0,1.39
"189_vcpkg",true,0,0,0,9,0,"2018-11-16 04:45:38","2018-11-16 04:45:47",0.0,0.0,0.0,1.43
"193_memmap",true,3,3,3,14,0,"2018-11-16 04:45:47","2018-11-16 04:46:01",0.0,0.0,0.9,2.24
"195_fuchsia-zircon",true,152,152,152,34,0,"2018-11-16 04:46:01","2018-11-16 04:46:35",0.1,0.0,0.82,8.92
"196_fuchsia-zircon-sys",true,1,1,1,7,0,"2018-11-16 04:46:35","2018-11-16 04:46:42",0.0,0.0,0.0,1.68
"198_tokio-reactor",true,0,0,0,103,0,"2018-11-16 04:46:42","2018-11-16 04:48:25",0.0,0.0,0.0,1.39
"199_tokio-threadpool",true,20,20,20,72,0,"2018-11-16 04:48:25","2018-11-16 04:49:37",0.1,0.0,0.7,2.60
"203_shell-escape",true,0,0,0,4,0,"2018-11-16 04:49:37","2018-11-16 04:49:41",0.0,0.0,0.0,1.39
"204_sha1",true,1,1,1,7,0,"2018-11-16 04:49:41","2018-11-16 04:49:48",0.0,0.0,0.0,1.82
"205_tokio-executor",true,3,3,3,30,0,"2018-11-16 04:49:48","2018-11-16 04:50:19",0.0,0.0,0.1,1.79
"206_generic-array",true,0,0,0,18,0,"2018-11-16 04:50:19","2018-11-16 04:50:37",0.0,0.0,0.0,1.49
"207_unsafe-any",true,0,0,0,7,0,"2018-11-16 04:50:37","2018-11-16 04:50:44",0.0,0.0,0.0,1.40
"208_xattr",true,0,0,0,12,0,"2018-11-16 04:50:44","2018-11-16 04:50:56",0.0,0.0,0.0,1.43
"209_fixedbitset",true,1,1,1,6,0,"2018-11-16 04:50:56","2018-11-16 04:51:02",0.0,0.0,0.1,2.7
"211_open",true,0,0,0,8,0,"2018-11-16 04:51:02","2018-11-16 04:51:10",0.0,0.0,0.0,1.46
"214_crc",true,0,0,0,14,0,"2018-11-16 04:51:10","2018-11-16 04:51:24",0.0,0.0,0.0,1.43
"217_quine-mc_cluskey",true,2,2,2,7,0,"2018-11-16 04:51:24","2018-11-16 04:51:31",0.0,0.0,0.1,1.83
"218_relay",true,0,0,0,29,0,"2018-11-16 04:51:31","2018-11-16 04:52:00",0.0,0.0,0.0,1.40
"219_scoped_threadpool",true,0,0,0,5,0,"2018-11-16 04:52:00","2018-11-16 04:52:05",0.0,0.0,0.0,1.49
"221_antidote",true,0,0,0,4,0,"2018-11-16 04:52:05","2018-11-16 04:52:09",0.0,0.0,0.0,1.45
"222_jobserver",true,0,0,0,16,0,"2018-11-16 04:52:09","2018-11-16 04:52:26",0.0,0.0,0.0,1.37
"223_encoding_index_tests",true,0,0,0,3,0,"2018-11-16 04:52:26","2018-11-16 04:52:29",0.0,0.0,0.0,1.37
"225_termion",true,1,1,1,18,0,"2018-11-16 04:52:29","2018-11-16 04:52:47",0.0,0.0,0.0,1.73
"227_winapi-x86_64-pc-windows-gnu",true,0,0,0,8,0,"2018-11-16 04:52:47","2018-11-16 04:52:55",0.0,0.0,0.0,1.41
"232_tokio-udp",true,0,0,0,109,0,"2018-11-16 04:52:55","2018-11-16 04:54:44",0.0,0.0,0.0,1.39
"233_tokio-tcp",true,0,0,0,109,0,"2018-11-16 04:54:44","2018-11-16 04:56:33",0.0,0.0,0.0,1.45
"234_png",true,23,23,23,56,0,"2018-11-16 04:56:33","2018-11-16 04:57:29",0.1,0.0,0.15,3.41
"236_typenum",true,36,36,36,14,0,"2018-11-16 04:57:29","2018-11-16 04:57:43",0.1,0.0,0.7,2.29
"238_winapi-i686-pc-windows-gnu",true,0,0,0,8,0,"2018-11-16 04:57:43","2018-11-16 04:57:51",0.0,0.0,0.0,1.47
"242_quasi_codegen",true,0,0,0,356,0,"2018-11-16 04:57:51","2018-11-16 05:03:47",0.0,0.0,0.0,1.42
"243_tokio-tls",true,0,0,0,99,0,"2018-11-16 05:03:47","2018-11-16 05:05:26",0.0,0.0,0.0,1.40
"244_bit-vec",true,15,15,15,6,0,"2018-11-16 05:05:26","2018-11-16 05:05:32",0.0,0.0,0.5,2.1
"246_home",true,1,1,1,5,0,"2018-11-16 05:05:32","2018-11-16 05:05:37",0.0,0.0,0.2,2.7
"248_ring",true,2,2,2,53,0,"2018-11-16 05:05:37","2018-11-16 05:06:30",0.5,0.0,0.0,1.73
"249_libloading",true,1,1,1,24,0,"2018-11-16 05:06:30","2018-11-16 05:06:54",0.0,0.0,0.1,1.67
"250_redox_termios",true,0,0,0,11,0,"2018-11-16 05:06:54","2018-11-16 05:07:05",0.0,0.0,0.0,1.45
"251_shared_library",true,0,0,0,13,0,"2018-11-16 05:07:05","2018-11-16 05:07:18",0.0,0.0,0.0,1.45
"252_rls-data",true,0,0,0,80,0,"2018-11-16 05:07:18","2018-11-16 05:08:38",0.0,0.0,0.0,1.41
"253_inflate",true,2,2,2,16,0,"2018-11-16 05:08:38","2018-11-16 05:08:55",0.0,0.0,0.1,2.10
"254_schannel",true,0,0,0,209,0,"2018-11-16 05:08:55","2018-11-16 05:12:24",0.1,0.0,0.0,1.43
"257_build_const",true,1,1,1,6,0,"2018-11-16 05:12:24","2018-11-16 05:12:30",0.0,0.0,0.0,1.97
"258_gif",true,0,0,0,18,0,"2018-11-16 05:12:30","2018-11-16 05:12:48",0.0,0.0,0.0,1.45
"261_tendril",true,6,6,6,27,0,"2018-11-16 05:12:48","2018-11-16 05:13:15",0.1,0.0,0.1,1.70
"262_mac",true,0,0,0,3,0,"2018-11-16 05:13:15","2018-11-16 05:13:18",0.0,0.0,0.0,1.43
"263_utf-8",true,0,0,0,5,0,"2018-11-16 05:13:18","2018-11-16 05:13:23",0.0,0.0,0.0,1.41
"264_futf",true,0,0,0,18,0,"2018-11-16 05:13:23","2018-11-16 05:13:41",0.0,0.0,0.0,1.42
"265_modifier",true,0,0,0,4,0,"2018-11-16 05:13:41","2018-11-16 05:13:45",0.0,0.0,0.0,1.58
"266_plugin",true,0,0,0,16,0,"2018-11-16 05:13:45","2018-11-16 05:14:01",0.0,0.0,0.0,1.44
"267_pnacl-build-helper",true,0,0,0,37,0,"2018-11-16 05:14:01","2018-11-16 05:14:38",0.0,0.0,0.0,1.38
"269_bit-set",true,0,0,0,10,0,"2018-11-16 05:14:38","2018-11-16 05:14:48",0.0,0.0,0.0,1.40
"270_rls-span",true,12,12,12,11,0,"2018-11-16 05:14:48","2018-11-16 05:14:59",0.0,0.0,0.26,4.14
"271_lzw",true,3,3,3,7,0,"2018-11-16 05:14:59","2018-11-16 05:15:07",0.0,0.0,0.1,2.35
"274_digest",true,1,1,1,21,0,"2018-11-16 05:15:07","2018-11-16 05:15:28",0.0,0.0,0.0,1.55
"275_color_quant",true,0,0,0,6,0,"2018-11-16 05:15:28","2018-11-16 05:15:34",0.0,0.0,0.0,1.41
"276_lzma-sys",true,0,0,0,28,0,"2018-11-16 05:15:34","2018-11-16 05:16:02",0.0,0.0,0.0,1.42
"277_iron",true,2,2,2,1311,0,"2018-11-16 05:16:02","2018-11-16 05:37:54",0.0,0.0,0.0,1.77
"278_tokio-fs",true,6,6,6,86,0,"2018-11-16 05:37:54","2018-11-16 05:39:20",0.0,0.0,0.15,4.6
"279_xz2",true,0,0,0,34,0,"2018-11-16 05:39:20","2018-11-16 05:39:54",0.0,0.0,0.0,1.41
"280_shlex",true,0,0,0,4,0,"2018-11-16 05:39:54","2018-11-16 05:39:59",0.0,0.0,0.0,1.48
"281_coco",true,0,0,0,12,0,"2018-11-16 05:39:59","2018-11-16 05:40:11",0.1,0.0,0.0,1.46
"282_string_cache_shared",true,0,0,0,4,0,"2018-11-16 05:40:11","2018-11-16 05:40:15",0.0,0.0,0.0,1.42
"284_string_cache_codegen",true,0,0,0,53,0,"2018-11-16 05:40:15","2018-11-16 05:41:08",0.0,0.0,0.0,1.49
