"Crate name","Successful cleanup","Successful compilation","Duration (s)","Exit status","Start","End"
"087_nodrop",true,true,0,0,"2018-11-13 19:30:34","2018-11-13 19:30:34"
"088_glob",true,true,5,0,"2018-11-13 19:30:34","2018-11-13 19:30:39"
"089_either",true,true,1,0,"2018-11-13 19:30:39","2018-11-13 19:30:40"
"090_typeable",true,true,0,0,"2018-11-13 19:30:40","2018-11-13 19:30:40"
"091_miniz-sys",true,true,10,0,"2018-11-13 19:30:40","2018-11-13 19:30:50"
"092_walkdir",true,true,3,0,"2018-11-13 19:30:50","2018-11-13 19:30:53"
"093_unicode-segmentation",true,true,5,0,"2018-11-13 19:30:53","2018-11-13 19:30:58"
"094_fnv",true,true,0,0,"2018-11-13 19:30:58","2018-11-13 19:30:58"
"095_num-rational",true,true,23,0,"2018-11-13 19:30:58","2018-11-13 19:31:21"
"096_libz-sys",true,true,12,0,"2018-11-13 19:31:21","2018-11-13 19:31:33"
"097_version_check",true,true,0,0,"2018-11-13 19:31:33","2018-11-13 19:31:33"
"098_crossbeam-utils",true,true,1,0,"2018-11-13 19:31:33","2018-11-13 19:31:34"
"099_semver-parser",true,true,10,0,"2018-11-13 19:31:34","2018-11-13 19:31:44"
"100_rayon",true,false,13,101,"2018-11-13 19:31:44","2018-11-13 19:31:57"
"101_arrayvec",true,true,3,0,"2018-11-13 19:31:57","2018-11-13 19:32:00"
"102_scoped-tls",true,true,1,0,"2018-11-13 19:32:00","2018-11-13 19:32:01"
"103_crossbeam-epoch",true,true,5,0,"2018-11-13 19:32:01","2018-11-13 19:32:06"
"104_num-bigint",true,true,20,0,"2018-11-13 19:32:06","2018-11-13 19:32:26"
"105_cmake",true,true,13,0,"2018-11-13 19:32:26","2018-11-13 19:32:39"
"106_foreign-types",true,true,0,0,"2018-11-13 19:32:39","2018-11-13 19:32:39"
"107_filetime",true,true,3,0,"2018-11-13 19:32:39","2018-11-13 19:32:42"
"108_phf_shared",true,true,2,0,"2018-11-13 19:32:42","2018-11-13 19:32:44"
"109_phf",true,true,4,0,"2018-11-13 19:32:44","2018-11-13 19:32:48"
"110_nix",true,true,57,0,"2018-11-13 19:32:48","2018-11-13 19:33:45"
"111_num-complex",true,true,13,0,"2018-11-13 19:33:45","2018-11-13 19:33:58"
"112_iovec",true,true,2,0,"2018-11-13 19:33:58","2018-11-13 19:34:00"
"113_termcolor",true,true,4,0,"2018-11-13 19:34:00","2018-11-13 19:34:04"
"114_phf_generator",true,true,15,0,"2018-11-13 19:34:04","2018-11-13 19:34:19"
"115_miow",true,true,197,0,"2018-11-13 19:34:19","2018-11-13 19:37:36"
"116_docopt",true,false,900,124,"2018-11-13 19:37:36","2018-11-13 19:52:36"
"117_phf_codegen",true,true,16,0,"2018-11-13 19:52:36","2018-11-13 19:52:52"
"118_safemem",true,true,1,0,"2018-11-13 19:52:52","2018-11-13 19:52:53"
"119_cookie",true,true,12,0,"2018-11-13 19:52:53","2018-11-13 19:53:05"
"120_crossbeam-deque",true,true,7,0,"2018-11-13 19:53:05","2018-11-13 19:53:12"
"121_syntex_pos",true,false,69,101,"2018-11-13 19:53:12","2018-11-13 19:54:21"
"122_same-file",true,true,0,0,"2018-11-13 19:54:21","2018-11-13 19:54:22"
"123_syntex_errors",true,false,70,101,"2018-11-13 19:54:22","2018-11-13 19:55:32"
"124_ucd-util",true,true,1,0,"2018-11-13 19:55:32","2018-11-13 19:55:33"
"125_siphasher",true,true,3,0,"2018-11-13 19:55:33","2018-11-13 19:55:36"
"126_curl-sys",true,true,18,0,"2018-11-13 19:55:36","2018-11-13 19:55:54"
"127_xml-rs",true,true,14,0,"2018-11-13 19:55:54","2018-11-13 19:56:08"
"128_rayon-core",true,true,11,0,"2018-11-13 19:56:08","2018-11-13 19:56:19"
"129_pulldown-cmark",true,true,19,0,"2018-11-13 19:56:19","2018-11-13 19:56:38"
"130_linked-hash-map",true,true,1,0,"2018-11-13 19:56:38","2018-11-13 19:56:39"
"131_tokio-io",true,true,23,0,"2018-11-13 19:56:39","2018-11-13 19:57:02"
"132_curl",true,true,26,0,"2018-11-13 19:57:02","2018-11-13 19:57:28"
"133_parking_lot",true,true,22,0,"2018-11-13 19:57:28","2018-11-13 19:57:50"
"134_hex",true,true,8,0,"2018-11-13 19:57:50","2018-11-13 19:57:58"
"135_term_size",true,true,2,0,"2018-11-13 19:57:58","2018-11-13 19:58:00"
"136_ws2_32-sys",true,false,0,101,"2018-11-13 19:58:00","2018-11-13 19:58:00"
"137_memoffset",true,true,1,0,"2018-11-13 19:58:00","2018-11-13 19:58:01"
"138_owning_ref",true,true,0,0,"2018-11-13 19:58:01","2018-11-13 19:58:01"
"139_advapi32-sys",true,false,0,101,"2018-11-13 19:58:01","2018-11-13 19:58:01"
"140_parking_lot_core",true,true,19,0,"2018-11-13 19:58:01","2018-11-13 19:58:20"
"141_stable_deref_trait",true,true,1,0,"2018-11-13 19:58:20","2018-11-13 19:58:21"
"142_tokio-core",true,false,34,101,"2018-11-13 19:58:21","2018-11-13 19:58:55"
"143_tempfile",true,true,17,0,"2018-11-13 19:58:55","2018-11-13 19:59:12"
"144_fs2",true,true,2,0,"2018-11-13 19:59:12","2018-11-13 19:59:14"
"145_libgit2-sys",true,true,27,0,"2018-11-13 19:59:14","2018-11-13 19:59:41"
"146_yaml-rust",true,true,12,0,"2018-11-13 19:59:41","2018-11-13 19:59:53"
"147_git2",true,true,149,0,"2018-11-13 19:59:53","2018-11-13 20:02:22"
"148_nom",true,true,15,0,"2018-11-13 20:02:22","2018-11-13 20:02:37"
"149_openssl-probe",true,true,1,0,"2018-11-13 20:02:37","2018-11-13 20:02:38"
"150_remove_dir_all",true,true,0,0,"2018-11-13 20:02:38","2018-11-13 20:02:38"
"151_tar",true,true,15,0,"2018-11-13 20:02:38","2018-11-13 20:02:53"
"152_humantime",true,true,3,0,"2018-11-13 20:02:53","2018-11-13 20:02:56"
"153_synstructure",true,false,47,101,"2018-11-13 20:02:56","2018-11-13 20:03:44"
"154_redox_syscall",true,true,3,0,"2018-11-13 20:03:44","2018-11-13 20:03:47"
"155_libssh2-sys",true,true,16,0,"2018-11-13 20:03:47","2018-11-13 20:04:03"
"156_foreign-types-shared",true,true,0,0,"2018-11-13 20:04:03","2018-11-13 20:04:03"
"157_futures-cpupool",true,true,18,0,"2018-11-13 20:04:03","2018-11-13 20:04:21"
"158_enum_primitive",true,true,6,0,"2018-11-13 20:04:21","2018-11-13 20:04:27"
"159_failure",true,false,48,101,"2018-11-13 20:04:27","2018-11-13 20:05:16"
"160_failure_derive",true,false,47,101,"2018-11-13 20:05:16","2018-11-13 20:06:03"
"161_solicit",true,false,11,101,"2018-11-13 20:06:03","2018-11-13 20:06:14"
"162_hpack",true,true,9,0,"2018-11-13 20:06:14","2018-11-13 20:06:23"
"163_rust-crypto",true,true,93,0,"2018-11-13 20:06:23","2018-11-13 20:07:56"
"164_serde_codegen_internals",true,true,29,0,"2018-11-13 20:07:56","2018-11-13 20:08:25"
"165_core-foundation",true,true,5,0,"2018-11-13 20:08:25","2018-11-13 20:08:30"
"166_core-foundation-sys",true,true,1,0,"2018-11-13 20:08:30","2018-11-13 20:08:31"
"167_socket2",true,true,4,0,"2018-11-13 20:08:31","2018-11-13 20:08:35"
"168_adler32",true,true,0,0,"2018-11-13 20:08:35","2018-11-13 20:08:35"
"169_tokio-timer",true,false,19,101,"2018-11-13 20:08:35","2018-11-13 20:08:54"
"170_native-tls",true,true,41,0,"2018-11-13 20:08:54","2018-11-13 20:09:35"
"171_cargo_metadata",true,false,72,101,"2018-11-13 20:09:35","2018-11-13 20:10:47"
"172_handlebars",true,false,900,124,"2018-11-13 20:10:47","2018-11-13 20:25:47"
"173_pest",true,true,12,0,"2018-11-13 20:25:47","2018-11-13 20:25:59"
"174_rand_core",true,true,2,0,"2018-11-13 20:25:59","2018-11-13 20:26:01"
"175_globset",true,false,900,124,"2018-11-13 20:26:01","2018-11-13 20:41:01"
"176_diff",true,true,1,0,"2018-11-13 20:41:01","2018-11-13 20:41:02"
"177_gl_generator",true,true,27,0,"2018-11-13 20:41:02","2018-11-13 20:41:29"
"178_wincolor",true,true,197,0,"2018-11-13 20:41:29","2018-11-13 20:44:46"
"179_syntex",true,false,0,101,"2018-11-13 20:44:46","2018-11-13 20:44:46"
"180_untrusted",true,true,1,0,"2018-11-13 20:44:46","2018-11-13 20:44:47"
"181_tokio-service",true,true,17,0,"2018-11-13 20:44:47","2018-11-13 20:45:04"
"182_dbghelp-sys",true,false,0,101,"2018-11-13 20:45:04","2018-11-13 20:45:04"
"183_bufstream",true,true,0,0,"2018-11-13 20:45:04","2018-11-13 20:45:04"
"184_git2-curl",true,true,151,0,"2018-11-13 20:45:04","2018-11-13 20:47:35"
"185_serde_codegen",true,false,2,101,"2018-11-13 20:47:35","2018-11-13 20:47:37"
"186_take",true,true,0,0,"2018-11-13 20:47:37","2018-11-13 20:47:37"
"187_ordermap",true,true,4,0,"2018-11-13 20:47:37","2018-11-13 20:47:41"
"188_khronos_api",true,true,1,0,"2018-11-13 20:47:41","2018-11-13 20:47:42"
"189_vcpkg",true,true,5,0,"2018-11-13 20:47:42","2018-11-13 20:47:47"
"190_user32-sys",true,false,0,101,"2018-11-13 20:47:47","2018-11-13 20:47:47"
"191_tokio-proto",true,false,34,101,"2018-11-13 20:47:47","2018-11-13 20:48:21"
"192_ignore",true,false,900,124,"2018-11-13 20:48:21","2018-11-13 21:03:21"
"193_memmap",true,true,3,0,"2018-11-13 21:03:21","2018-11-13 21:03:24"
"194_serde_ignored",true,false,67,101,"2018-11-13 21:03:24","2018-11-13 21:04:31"
"195_fuchsia-zircon",true,true,13,0,"2018-11-13 21:04:31","2018-11-13 21:04:44"
"196_fuchsia-zircon-sys",true,true,3,0,"2018-11-13 21:04:44","2018-11-13 21:04:47"
"197_racer",true,false,900,124,"2018-11-13 21:04:47","2018-11-13 21:19:47"
"198_tokio-reactor",true,true,31,0,"2018-11-13 21:19:47","2018-11-13 21:20:18"
"199_tokio-threadpool",true,true,28,0,"2018-11-13 21:20:18","2018-11-13 21:20:46"
"200_tokio",true,false,33,101,"2018-11-13 21:20:46","2018-11-13 21:21:19"
"201_serde_urlencoded",true,false,87,101,"2018-11-13 21:21:19","2018-11-13 21:22:46"
"202_gdi32-sys",true,false,0,101,"2018-11-13 21:22:46","2018-11-13 21:22:46"
"203_shell-escape",true,true,0,0,"2018-11-13 21:22:46","2018-11-13 21:22:46"
"204_sha1",true,true,3,0,"2018-11-13 21:22:46","2018-11-13 21:22:49"
"205_tokio-executor",true,true,18,0,"2018-11-13 21:22:49","2018-11-13 21:23:07"
"206_generic-array",true,true,6,0,"2018-11-13 21:23:07","2018-11-13 21:23:13"
"207_unsafe-any",true,true,0,0,"2018-11-13 21:23:13","2018-11-13 21:23:13"
"208_xattr",true,true,3,0,"2018-11-13 21:23:13","2018-11-13 21:23:16"
"209_fixedbitset",true,true,1,0,"2018-11-13 21:23:16","2018-11-13 21:23:17"
"210_typemap",true,false,0,101,"2018-11-13 21:23:17","2018-11-13 21:23:17"
"211_open",true,true,1,0,"2018-11-13 21:23:17","2018-11-13 21:23:18"
"212_petgraph",true,false,7,101,"2018-11-13 21:23:18","2018-11-13 21:23:25"
"213_openssl-sys-extras",true,false,2,101,"2018-11-13 21:23:25","2018-11-13 21:23:27"
"214_crc",true,true,2,0,"2018-11-13 21:23:27","2018-11-13 21:23:29"
"215_reqwest",true,false,135,101,"2018-11-13 21:23:29","2018-11-13 21:25:44"
"216_bincode",true,false,68,101,"2018-11-13 21:25:44","2018-11-13 21:26:52"
"217_quine-mc_cluskey",true,true,3,0,"2018-11-13 21:26:52","2018-11-13 21:26:55"
"218_relay",true,true,17,0,"2018-11-13 21:26:55","2018-11-13 21:27:12"
"219_scoped_threadpool",true,true,1,0,"2018-11-13 21:27:12","2018-11-13 21:27:13"
"220_encoding",true,false,0,101,"2018-11-13 21:27:13","2018-11-13 21:27:13"
"221_antidote",true,true,1,0,"2018-11-13 21:27:13","2018-11-13 21:27:14"
"222_jobserver",true,true,4,0,"2018-11-13 21:27:14","2018-11-13 21:27:18"
"223_encoding_index_tests",true,true,0,0,"2018-11-13 21:27:18","2018-11-13 21:27:18"
"224_aster",true,false,1,101,"2018-11-13 21:27:18","2018-11-13 21:27:19"
"225_termion",true,true,7,0,"2018-11-13 21:27:19","2018-11-13 21:27:26"
"226_encoding-index-korean",true,false,0,101,"2018-11-13 21:27:26","2018-11-13 21:27:26"
"227_winapi-x86_64-pc-windows-gnu",true,true,1,0,"2018-11-13 21:27:26","2018-11-13 21:27:27"
"228_encoding-index-japanese",true,false,0,101,"2018-11-13 21:27:27","2018-11-13 21:27:27"
"229_encoding-index-tradchinese",true,false,0,101,"2018-11-13 21:27:27","2018-11-13 21:27:27"
"230_encoding-index-simpchinese",true,false,0,101,"2018-11-13 21:27:27","2018-11-13 21:27:27"
"231_encoding-index-singlebyte",true,false,0,101,"2018-11-13 21:27:27","2018-11-13 21:27:27"
"232_tokio-udp",true,true,33,0,"2018-11-13 21:27:27","2018-11-13 21:28:00"
"233_tokio-tcp",true,true,34,0,"2018-11-13 21:28:00","2018-11-13 21:28:34"
"234_png",true,true,20,0,"2018-11-13 21:28:34","2018-11-13 21:28:54"
"235_odds",true,false,1,101,"2018-11-13 21:28:54","2018-11-13 21:28:55"
"236_typenum",true,true,5,0,"2018-11-13 21:28:55","2018-11-13 21:29:00"
"237_isatty",true,false,0,101,"2018-11-13 21:29:00","2018-11-13 21:29:00"
"238_winapi-i686-pc-windows-gnu",true,true,1,0,"2018-11-13 21:29:00","2018-11-13 21:29:01"
"239_string_cache",true,false,70,101,"2018-11-13 21:29:01","2018-11-13 21:30:11"
"240_quasi",true,false,2,101,"2018-11-13 21:30:11","2018-11-13 21:30:13"
"241_image",true,false,36,101,"2018-11-13 21:30:13","2018-11-13 21:30:49"
"242_quasi_codegen",true,true,271,0,"2018-11-13 21:30:49","2018-11-13 21:35:20"
"243_tokio-tls",true,true,42,0,"2018-11-13 21:35:20","2018-11-13 21:36:02"
"244_bit-vec",true,true,2,0,"2018-11-13 21:36:02","2018-11-13 21:36:04"
"245_hyper-tls",true,false,114,101,"2018-11-13 21:36:04","2018-11-13 21:37:58"
"246_home",true,true,0,0,"2018-11-13 21:37:58","2018-11-13 21:37:58"
"247_mdbook",true,false,900,124,"2018-11-13 21:37:58","2018-11-13 21:52:59"
"248_ring",true,true,32,0,"2018-11-13 21:52:59","2018-11-13 21:53:31"
"249_libloading",true,true,11,0,"2018-11-13 21:53:31","2018-11-13 21:53:42"
"250_redox_termios",true,true,3,0,"2018-11-13 21:53:42","2018-11-13 21:53:45"
"251_shared_library",true,true,2,0,"2018-11-13 21:53:45","2018-11-13 21:53:47"
"252_rls-data",true,true,58,0,"2018-11-13 21:53:47","2018-11-13 21:54:45"
"253_inflate",true,true,6,0,"2018-11-13 21:54:45","2018-11-13 21:54:51"
"254_schannel",true,true,199,0,"2018-11-13 21:54:51","2018-11-13 21:58:10"
"255_html5ever",true,false,92,101,"2018-11-13 21:58:10","2018-11-13 21:59:42"
"256_libflate",true,false,8,101,"2018-11-13 21:59:42","2018-11-13 21:59:50"
"257_build_const",true,true,1,0,"2018-11-13 21:59:50","2018-11-13 21:59:51"
"258_gif",true,true,8,0,"2018-11-13 21:59:51","2018-11-13 21:59:59"
"259_derive-new",true,false,25,101,"2018-11-13 21:59:59","2018-11-13 22:00:24"
"260_url_serde",true,false,86,101,"2018-11-13 22:00:24","2018-11-13 22:01:50"
"261_tendril",true,true,5,0,"2018-11-13 22:01:50","2018-11-13 22:01:55"
"262_mac",true,true,0,0,"2018-11-13 22:01:55","2018-11-13 22:01:55"
"263_utf-8",true,true,1,0,"2018-11-13 22:01:55","2018-11-13 22:01:56"
"264_futf",true,true,2,0,"2018-11-13 22:01:56","2018-11-13 22:01:58"
"265_modifier",true,true,1,0,"2018-11-13 22:01:58","2018-11-13 22:01:59"
"266_plugin",true,true,1,0,"2018-11-13 22:01:59","2018-11-13 22:02:00"
"267_pnacl-build-helper",true,true,13,0,"2018-11-13 22:02:00","2018-11-13 22:02:13"
"268_quickcheck",true,false,900,124,"2018-11-13 22:02:13","2018-11-13 22:17:13"
"269_bit-set",true,true,2,0,"2018-11-13 22:17:13","2018-11-13 22:17:15"
"270_rls-span",true,true,4,0,"2018-11-13 22:17:15","2018-11-13 22:17:19"
"271_lzw",true,true,2,0,"2018-11-13 22:17:19","2018-11-13 22:17:21"
"272_libressl-pnacl-sys",true,false,14,101,"2018-11-13 22:17:21","2018-11-13 22:17:35"
"273_jsonrpc-core",true,false,70,101,"2018-11-13 22:17:35","2018-11-13 22:18:45"
"274_digest",true,true,6,0,"2018-11-13 22:18:45","2018-11-13 22:18:51"
"275_color_quant",true,true,2,0,"2018-11-13 22:18:51","2018-11-13 22:18:53"
"276_lzma-sys",true,true,13,0,"2018-11-13 22:18:53","2018-11-13 22:19:06"
"277_iron",true,false,900,124,"2018-11-13 22:19:06","2018-11-13 22:34:06"
"278_tokio-fs",true,true,31,0,"2018-11-13 22:34:07","2018-11-13 22:34:38"
"279_xz2",true,true,15,0,"2018-11-13 22:34:38","2018-11-13 22:34:53"
"280_shlex",true,true,1,0,"2018-11-13 22:34:53","2018-11-13 22:34:54"
"281_coco",true,true,3,0,"2018-11-13 22:34:54","2018-11-13 22:34:57"
"282_string_cache_shared",true,true,1,0,"2018-11-13 22:34:57","2018-11-13 22:34:58"
"283_languageserver-types",true,false,89,101,"2018-11-13 22:34:58","2018-11-13 22:36:27"
"284_string_cache_codegen",true,true,19,0,"2018-11-13 22:36:27","2018-11-13 22:36:46"
"285_compiletest_rs",true,false,900,124,"2018-11-13 22:36:46","2018-11-13 22:51:46"
"286_ryu",true,true,2,0,"2018-11-13 22:51:46","2018-11-13 22:51:48"
"287_byte-tools",true,true,0,0,"2018-11-13 22:51:48","2018-11-13 22:51:48"
"288_rls-analysis",true,false,45,101,"2018-11-13 22:51:48","2018-11-13 22:52:33"
"289_glutin",true,true,370,0,"2018-11-13 22:52:33","2018-11-13 22:58:43"
"290_rls-vfs",true,true,6,0,"2018-11-13 22:58:43","2018-11-13 22:58:49"
"291_crypto-hash",true,true,39,0,"2018-11-13 22:58:49","2018-11-13 22:59:28"
"292_sha2",true,true,10,0,"2018-11-13 22:59:28","2018-11-13 22:59:38"
"293_clippy",false,false,0,101,"2018-11-13 22:59:38","2018-11-13 22:59:38"
"294_precomputed-hash",true,true,0,0,"2018-11-13 22:59:38","2018-11-13 22:59:38"
"295_if_chain",true,true,0,0,"2018-11-13 22:59:38","2018-11-13 22:59:38"
"296_jpeg-decoder",true,false,14,101,"2018-11-13 22:59:38","2018-11-13 22:59:52"
"297_markup5ever",true,false,72,101,"2018-11-13 22:59:52","2018-11-13 23:01:04"
"298_conduit-mime-types",true,true,41,0,"2018-11-13 23:01:04","2018-11-13 23:01:45"
"299_ordered-float",true,false,7,101,"2018-11-13 23:01:45","2018-11-13 23:01:52"
"300_difference",true,true,2,0,"2018-11-13 23:01:52","2018-11-13 23:01:54"
"301_debug_unreachable",true,true,1,0,"2018-11-13 23:01:54","2018-11-13 23:01:55"
"302_fake-simd",true,true,0,0,"2018-11-13 23:01:55","2018-11-13 23:01:55"
"303_mio-uds",true,true,13,0,"2018-11-13 23:01:55","2018-11-13 23:02:08"
"304_error",true,true,0,0,"2018-11-13 23:02:08","2018-11-13 23:02:08"
"305_json",true,true,11,0,"2018-11-13 23:02:08","2018-11-13 23:02:19"
"306_deflate",true,true,11,0,"2018-11-13 23:02:19","2018-11-13 23:02:30"
"307_protobuf",true,false,41,101,"2018-11-13 23:02:30","2018-11-13 23:03:11"
"308_x11-dl",true,true,311,0,"2018-11-13 23:03:11","2018-11-13 23:08:22"
"309_deque",true,true,1,0,"2018-11-13 23:08:22","2018-11-13 23:08:23"
"310_typed-arena",true,true,0,0,"2018-11-13 23:08:23","2018-11-13 23:08:23"
"311_userenv-sys",true,false,0,101,"2018-11-13 23:08:23","2018-11-13 23:08:23"
