'Crate name', 'Procedure', 'Verifies fine', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'131_tokio-io', "tokio_io::length_delimited[0]::{{impl}}[21]::new[0]", true, 11, 0, '2018-11-15 18:32:46', '2018-11-15 18:32:57', 0.1, 0.0, 0.1, 
'152_humantime', "humantime::date[0]::is_leap_year[0]", true, 9, 0, '2018-11-15 18:32:57', '2018-11-15 18:33:06', 0.0, 0.0, 0.4, 
'187_ordermap', "ordermap::map[0]::usable_capacity[0]", true, 9, 0, '2018-11-15 18:33:06', '2018-11-15 18:33:15', 0.1, 0.0, 0.1, 
'187_ordermap', "ordermap::map[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-15 18:33:15', '2018-11-15 18:33:20', 0.1, 0.0, 0.9, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[2]::add[0]", false, 17, 101, '2018-11-15 18:33:20', '2018-11-15 18:33:37', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[3]::add[0]", false, 18, 101, '2018-11-15 18:33:37', '2018-11-15 18:33:55', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[4]::add[0]", false, 17, 101, '2018-11-15 18:33:55', '2018-11-15 18:34:12', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[5]::sub[0]", false, 17, 101, '2018-11-15 18:34:12', '2018-11-15 18:34:29', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[6]::sub[0]", false, 17, 101, '2018-11-15 18:34:29', '2018-11-15 18:34:47', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[7]::add_assign[0]", false, 17, 101, '2018-11-15 18:34:47', '2018-11-15 18:35:04', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[8]::sub_assign[0]", false, 17, 101, '2018-11-15 18:35:04', '2018-11-15 18:35:21', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[9]::add_assign[0]", false, 17, 101, '2018-11-15 18:35:21', '2018-11-15 18:35:39', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[10]::sub_assign[0]", false, 17, 101, '2018-11-15 18:35:39', '2018-11-15 18:35:56', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::millis[0]", true, 17, 0, '2018-11-15 18:35:56', '2018-11-15 18:36:13', 0.1, 0.0, 0.0, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::seconds[0]", true, 5, 0, '2018-11-15 18:36:13', '2018-11-15 18:36:18', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::minutes[0]", true, 4, 0, '2018-11-15 18:36:18', '2018-11-15 18:36:22', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::hours[0]", true, 4, 0, '2018-11-15 18:36:22', '2018-11-15 18:36:27', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_millis[0]", false, 5, 101, '2018-11-15 18:36:27', '2018-11-15 18:36:32', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_seconds[0]", false, 5, 101, '2018-11-15 18:36:32', '2018-11-15 18:36:37', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_minutes[0]", false, 4, 101, '2018-11-15 18:36:37', '2018-11-15 18:36:41', 0.1, 0.0, 0.5, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_hours[0]", false, 4, 101, '2018-11-15 18:36:42', '2018-11-15 18:36:46', 0.1, 0.0, 0.5, 
'209_fixedbitset', "fixedbitset::div_rem[0]", false, 6, 101, '2018-11-15 18:36:46', '2018-11-15 18:36:52', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[3]::zero_indexed[0]", false, 8, 101, '2018-11-15 18:36:52', '2018-11-15 18:37:00', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[4]::one_indexed[0]", false, 9, 101, '2018-11-15 18:37:00', '2018-11-15 18:37:09', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[8]::zero_indexed[0]", false, 8, 101, '2018-11-15 18:37:09', '2018-11-15 18:37:17', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[9]::one_indexed[0]", false, 8, 101, '2018-11-15 18:37:17', '2018-11-15 18:37:25', 0.0, 0.0, 0.1, 
'286_ryu', "ryu::d2s_intrinsics[0]::div5[0]", true, 7, 0, '2018-11-15 18:37:25', '2018-11-15 18:37:32', 0.0, 0.0, 0.0, 
'286_ryu', "ryu::d2s_intrinsics[0]::div10[0]", true, 4, 0, '2018-11-15 18:37:32', '2018-11-15 18:37:36', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100[0]", true, 4, 0, '2018-11-15 18:37:36', '2018-11-15 18:37:40', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100_000_000[0]", true, 5, 0, '2018-11-15 18:37:40', '2018-11-15 18:37:45', 0.0, 0.0, 0.2, 
'305_json', "json::util[0]::diyfp[0]::{{impl}}[1]::sub[0]", false, 17, 101, '2018-11-15 18:37:45', '2018-11-15 18:38:02', 0.1, 0.0, 0.1, 
'306_deflate', "deflate::chained_hash_table[0]::{{impl}}[2]::slide_value[0]", false, 14, 101, '2018-11-15 18:38:02', '2018-11-15 18:38:16', 0.2, 0.0, 0.2, 
'306_deflate', "deflate::deflate_state[0]::{{impl}}[0]::add[0]", false, 14, 101, '2018-11-15 18:38:16', '2018-11-15 18:38:30', 0.2, 0.0, 0.1, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_to_int[0]", true, 4, 0, '2018-11-15 18:38:30', '2018-11-15 18:38:34', 0.0, 0.0, 0.0, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_from_int[0]", false, 4, 101, '2018-11-15 18:38:34', '2018-11-15 18:38:38', 0.0, 0.0, 0.0, 
'371_http', "http::header[0]::map[0]::usable_capacity[0]", true, 104, 0, '2018-11-15 18:38:39', '2018-11-15 18:40:23', 0.4, 0.0, 0.2, 
'371_http', "http::header[0]::map[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-15 18:40:23', '2018-11-15 18:40:28', 0.4, 0.0, 0.24, 
'382_bytecount', "bytecount::{{impl}}[0]::increment[0]", false, 5, 101, '2018-11-15 18:40:28', '2018-11-15 18:40:33', 0.0, 0.0, 0.0, 
'395_indexmap', "indexmap::map[0]::usable_capacity[0]", true, 9, 0, '2018-11-15 18:40:34', '2018-11-15 18:40:43', 0.1, 0.0, 0.1, 
'395_indexmap', "indexmap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-15 18:40:43', '2018-11-15 18:40:47', 0.1, 0.0, 0.9, 
'423_h2', "h2::hpack[0]::table[0]::usable_capacity[0]", true, 60, 0, '2018-11-15 18:40:48', '2018-11-15 18:41:48', 0.8, 0.0, 0.1, 
'423_h2', "h2::hpack[0]::table[0]::to_raw_capacity[0]", false, 6, 101, '2018-11-15 18:41:48', '2018-11-15 18:41:54', 0.9, 0.0, 0.33, 
'423_h2', "h2::frame[0]::headers[0]::decoded_header_size[0]", false, 6, 101, '2018-11-15 18:41:54', '2018-11-15 18:42:00', 0.9, 0.0, 0.34, 
'423_h2', "h2::proto[0]::streams[0]::counts[0]::{{impl}}[0]::dec_num_reset_streams[0]", false, 6, 101, '2018-11-15 18:42:00', '2018-11-15 18:42:06', 0.9, 0.0, 0.39, 
'492_matrixmultiply', "matrixmultiply::util[0]::round_up_to[0]", false, 10, 101, '2018-11-15 18:42:07', '2018-11-15 18:42:17', 0.0, 0.0, 0.5, 
