'Crate name', 'Successful verification', 'Whitelist items', 'Verified items', 'Successful items', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'244_bit-vec', true, 15, 15, 15, 6, 0, '2018-11-15 10:08:01', '2018-11-15 10:08:07', 0.0, 0.0, 0.3, 1.70
'246_home', true, 1, 1, 1, 4, 0, '2018-11-15 10:08:07', '2018-11-15 10:08:12', 0.0, 0.0, 0.2, 2.0
'248_ring', true, 2, 2, 2, 64, 0, '2018-11-15 10:08:12', '2018-11-15 10:09:16', 0.5, 0.0, 0.1, 1.35
'249_libloading', true, 1, 1, 1, 24, 0, '2018-11-15 10:09:16', '2018-11-15 10:09:40', 0.0, 0.0, 0.1, 1.28
'250_redox_termios', true, 0, 0, 0, 9, 0, '2018-11-15 10:09:40', '2018-11-15 10:09:49', 0.0, 0.0, 0.0, 1.12
'251_shared_library', true, 0, 0, 0, 14, 0, '2018-11-15 10:09:49', '2018-11-15 10:10:03', 0.0, 0.0, 0.0, 1.14
'252_rls-data', true, 0, 0, 0, 80, 0, '2018-11-15 10:10:03', '2018-11-15 10:11:23', 0.0, 0.0, 0.0, 1.11
'253_inflate', true, 2, 2, 2, 15, 0, '2018-11-15 10:11:23', '2018-11-15 10:11:38', 0.0, 0.0, 0.1, 1.81
'254_schannel', true, 0, 0, 0, 208, 0, '2018-11-15 10:11:38', '2018-11-15 10:15:06', 0.1, 0.0, 0.0, 1.11
'257_build_const', true, 1, 1, 1, 5, 0, '2018-11-15 10:15:06', '2018-11-15 10:15:11', 0.0, 0.0, 0.0, 1.65
'258_gif', true, 0, 0, 0, 20, 0, '2018-11-15 10:15:11', '2018-11-15 10:15:31', 0.0, 0.0, 0.0, 1.10
'261_tendril', true, 6, 6, 6, 27, 0, '2018-11-15 10:15:31', '2018-11-15 10:15:59', 0.1, 0.0, 0.1, 1.27
'262_mac', true, 0, 0, 0, 2, 0, '2018-11-15 10:15:59', '2018-11-15 10:16:01', 0.0, 0.0, 0.0, 1.12
'263_utf-8', true, 0, 0, 0, 4, 0, '2018-11-15 10:16:01', '2018-11-15 10:16:06', 0.0, 0.0, 0.0, 1.11
'264_futf', true, 0, 0, 0, 16, 0, '2018-11-15 10:16:06', '2018-11-15 10:16:22', 0.0, 0.0, 0.0, 1.10
'265_modifier', true, 0, 0, 0, 3, 0, '2018-11-15 10:16:22', '2018-11-15 10:16:25', 0.0, 0.0, 0.0, 1.10
'266_plugin', true, 0, 0, 0, 12, 0, '2018-11-15 10:16:25', '2018-11-15 10:16:37', 0.0, 0.0, 0.0, 1.8
'267_pnacl-build-helper', true, 0, 0, 0, 43, 0, '2018-11-15 10:16:37', '2018-11-15 10:17:21', 0.0, 0.0, 0.0, 1.14
'269_bit-set', true, 0, 0, 0, 8, 0, '2018-11-15 10:17:21', '2018-11-15 10:17:29', 0.0, 0.0, 0.0, 1.10
'270_rls-span', true, 12, 12, 12, 13, 0, '2018-11-15 10:17:29', '2018-11-15 10:17:42', 0.0, 0.0, 0.26, 6.6
'271_lzw', true, 3, 3, 3, 7, 0, '2018-11-15 10:17:42', '2018-11-15 10:17:49', 0.0, 0.0, 0.1, 2.19
'274_digest', true, 1, 1, 1, 19, 0, '2018-11-15 10:17:49', '2018-11-15 10:18:08', 0.0, 0.0, 0.0, 1.23
'275_color_quant', true, 0, 0, 0, 5, 0, '2018-11-15 10:18:08', '2018-11-15 10:18:13', 0.0, 0.0, 0.0, 1.11
'276_lzma-sys', true, 0, 0, 0, 40, 0, '2018-11-15 10:18:13', '2018-11-15 10:18:53', 0.0, 0.0, 0.0, 1.10
'277_iron', true, 2, 2, 2, 1564, 0, '2018-11-15 10:18:53', '2018-11-15 10:44:57', 0.0, 0.0, 0.0, 1.39
'278_tokio-fs', true, 6, 6, 6, 164, 0, '2018-11-15 10:44:57', '2018-11-15 10:47:41', 0.0, 0.0, 0.14, 5.39
'279_xz2', true, 0, 0, 0, 44, 0, '2018-11-15 10:47:41', '2018-11-15 10:48:25', 0.0, 0.0, 0.0, 1.7
'280_shlex', true, 0, 0, 0, 4, 0, '2018-11-15 10:48:25', '2018-11-15 10:48:29', 0.0, 0.0, 0.0, 1.9
'281_coco', true, 0, 0, 0, 13, 0, '2018-11-15 10:48:29', '2018-11-15 10:48:42', 0.1, 0.0, 0.0, 1.14
'282_string_cache_shared', true, 0, 0, 0, 3, 0, '2018-11-15 10:48:42', '2018-11-15 10:48:45', 0.0, 0.0, 0.0, 1.11
'284_string_cache_codegen', true, 0, 0, 0, 82, 0, '2018-11-15 10:48:45', '2018-11-15 10:50:07', 0.0, 0.0, 0.0, 1.12
'286_ryu', true, 4, 4, 4, 9, 0, '2018-11-15 10:50:07', '2018-11-15 10:50:16', 0.0, 0.0, 0.3, 1.56
'287_byte-tools', true, 0, 0, 0, 3, 0, '2018-11-15 10:50:16', '2018-11-15 10:50:19', 0.0, 0.0, 0.0, 1.11
'289_glutin', true, 6, 6, 6, 812, 0, '2018-11-15 10:50:19', '2018-11-15 11:03:51', 0.2, 0.0, 0.9, 4.54
'290_rls-vfs', true, 0, 0, 0, 14, 0, '2018-11-15 11:03:51', '2018-11-15 11:04:05', 0.0, 0.0, 0.0, 1.11
'291_crypto-hash', true, 0, 0, 0, 114, 0, '2018-11-15 11:04:05', '2018-11-15 11:05:59', 0.0, 0.0, 0.0, 1.18
'292_sha2', true, 3, 3, 3, 52, 0, '2018-11-15 11:05:59', '2018-11-15 11:06:51', 0.0, 0.0, 0.3, 2.25
'294_precomputed-hash', true, 0, 0, 0, 3, 0, '2018-11-15 11:06:51', '2018-11-15 11:06:54', 0.0, 0.0, 0.0, 1.11
'295_if_chain', true, 0, 0, 0, 3, 0, '2018-11-15 11:06:54', '2018-11-15 11:06:57', 0.0, 0.0, 0.0, 1.11
'298_conduit-mime-types', true, 0, 0, 0, 59, 0, '2018-11-15 11:06:57', '2018-11-15 11:07:56', 0.0, 0.0, 0.0, 1.7
'300_difference', true, 1, 1, 1, 9, 0, '2018-11-15 11:07:56', '2018-11-15 11:08:05', 0.0, 0.0, 0.1, 1.30
'301_debug_unreachable', true, 0, 0, 0, 9, 0, '2018-11-15 11:08:05', '2018-11-15 11:08:14', 0.0, 0.0, 0.0, 1.12
'302_fake-simd', true, 0, 0, 0, 3, 0, '2018-11-15 11:08:14', '2018-11-15 11:08:17', 0.0, 0.0, 0.0, 1.6
'303_mio-uds', true, 0, 0, 0, 49, 0, '2018-11-15 11:08:17', '2018-11-15 11:09:06', 0.0, 0.0, 0.0, 1.9
'304_error', true, 0, 0, 0, 9, 0, '2018-11-15 11:09:06', '2018-11-15 11:09:15', 0.0, 0.0, 0.0, 1.11
'305_json', true, 3, 3, 3, 20, 0, '2018-11-15 11:09:15', '2018-11-15 11:09:35', 0.1, 0.0, 0.9, 3.62
'306_deflate', true, 15, 15, 15, 26, 0, '2018-11-15 11:09:35', '2018-11-15 11:10:02', 0.2, 0.0, 0.10, 3.38
'308_x11-dl', true, 0, 0, 0, 348, 0, '2018-11-15 11:10:02', '2018-11-15 11:15:52', 0.3, 0.0, 0.0, 1.14
'309_deque', true, 0, 0, 0, 4, 0, '2018-11-15 11:15:52', '2018-11-15 11:15:56', 0.0, 0.0, 0.0, 1.11
'310_typed-arena', true, 0, 0, 0, 3, 0, '2018-11-15 11:15:56', '2018-11-15 11:15:59', 0.0, 0.0, 0.0, 1.12
'312_constant_time_eq', true, 0, 0, 0, 3, 0, '2018-11-15 11:15:59', '2018-11-15 11:16:02', 0.0, 0.0, 0.0, 1.11
'313_heapsize', true, 0, 0, 0, 7, 0, '2018-11-15 11:16:02', '2018-11-15 11:16:10', 0.0, 0.0, 0.0, 1.12
'314_commoncrypto-sys', true, 0, 0, 0, 11, 0, '2018-11-15 11:16:10', '2018-11-15 11:16:21', 0.0, 0.0, 0.0, 1.8
'317_lock_api', true, 0, 0, 0, 8, 0, '2018-11-15 11:16:21', '2018-11-15 11:16:29', 0.0, 0.0, 0.0, 1.7
'320_gleam', true, 4, 4, 4, 444, 0, '2018-11-15 11:16:29', '2018-11-15 11:23:55', 0.0, 0.0, 0.4, 1.41
'321_ascii', true, 6, 6, 6, 8, 0, '2018-11-15 11:23:55', '2018-11-15 11:24:03', 0.1, 0.0, 0.4, 2.15
'322_zip', true, 0, 0, 0, 111, 0, '2018-11-15 11:24:03', '2018-11-15 11:25:54', 0.0, 0.0, 0.0, 1.15
'323_rustc-ap-serialize', true, 1, 1, 1, 49, 0, '2018-11-15 11:25:54', '2018-11-15 11:26:43', 0.3, 0.0, 0.0, 1.28
'326_rustc-ap-rustc_cratesio_shim', true, 0, 0, 0, 17, 0, '2018-11-15 11:26:43', '2018-11-15 11:27:01', 0.0, 0.0, 0.0, 1.9
'329_wayland-client', true, 35, 35, 35, 190, 0, '2018-11-15 11:27:01', '2018-11-15 11:30:11', 0.0, 0.0, 0.38, 4.50
'330_encoding_rs', true, 2, 2, 2, 95, 0, '2018-11-15 11:30:11', '2018-11-15 11:31:47', 0.20, 0.0, 0.39, 10.17
'331_tokio-codec', true, 2, 2, 2, 71, 0, '2018-11-15 11:31:47', '2018-11-15 11:32:58', 0.0, 0.0, 0.1, 1.60
'332_maplit', true, 0, 0, 0, 3, 0, '2018-11-15 11:32:58', '2018-11-15 11:33:01', 0.0, 0.0, 0.0, 1.13
'333_podio', true, 0, 0, 0, 3, 0, '2018-11-15 11:33:01', '2018-11-15 11:33:04', 0.0, 0.0, 0.0, 1.9
'334_strings', true, 0, 0, 0, 26, 0, '2018-11-15 11:33:04', '2018-11-15 11:33:30', 0.1, 0.0, 0.0, 1.14
'335_msdos_time', true, 1, 1, 1, 22, 0, '2018-11-15 11:33:30', '2018-11-15 11:33:52', 0.0, 0.0, 0.0, 1.57
'337_osmesa-sys', true, 0, 0, 0, 16, 0, '2018-11-15 11:33:52', '2018-11-15 11:34:08', 0.0, 0.0, 0.0, 1.10
'338_unix_socket', true, 0, 0, 0, 14, 0, '2018-11-15 11:34:08', '2018-11-15 11:34:23', 0.0, 0.0, 0.0, 1.12
'339_openssl-verify', true, 0, 0, 0, 50, 0, '2018-11-15 11:34:23', '2018-11-15 11:35:13', 0.0, 0.0, 0.0, 1.13
'341_winit', true, 8, 8, 8, 742, 0, '2018-11-15 11:35:13', '2018-11-15 11:47:36', 0.5, 0.0, 0.6, 2.90
'342_euclid', true, 26, 26, 26, 29, 0, '2018-11-15 11:47:36', '2018-11-15 11:48:06', 0.4, 0.0, 0.9, 3.0
'344_colored', true, 2, 2, 2, 9, 0, '2018-11-15 11:48:06', '2018-11-15 11:48:15', 0.0, 0.0, 0.1, 1.53
'345_block-buffer', true, 0, 0, 0, 31, 0, '2018-11-15 11:48:15', '2018-11-15 11:48:46', 0.0, 0.0, 0.0, 1.12
'346_want', true, 0, 0, 0, 39, 0, '2018-11-15 11:48:46', '2018-11-15 11:49:26', 0.0, 0.0, 0.0, 1.14
'347_try-lock', true, 0, 0, 0, 3, 0, '2018-11-15 11:49:26', '2018-11-15 11:49:29', 0.0, 0.0, 0.0, 1.10
'348_cgmath', true, 7, 7, 7, 75, 0, '2018-11-15 11:49:29', '2018-11-15 11:50:45', 0.3, 0.0, 0.1, 1.43
'351_lru-cache', true, 0, 0, 0, 7, 0, '2018-11-15 11:50:45', '2018-11-15 11:50:52', 0.0, 0.0, 0.0, 1.9
'352_wayland-sys', true, 2, 2, 2, 29, 0, '2018-11-15 11:50:52', '2018-11-15 11:51:21', 0.0, 0.0, 0.2, 1.50
'353_threadpool', true, 0, 0, 0, 15, 0, '2018-11-15 11:51:21', '2018-11-15 11:51:36', 0.0, 0.0, 0.0, 1.10
'354_dlib', true, 0, 0, 0, 26, 0, '2018-11-15 11:51:36', '2018-11-15 11:52:02', 0.0, 0.0, 0.0, 1.9
'355_wayland-scanner', true, 0, 0, 0, 63, 0, '2018-11-15 11:52:02', '2018-11-15 11:53:05', 0.0, 0.0, 0.0, 1.18
'356_tokio-uds', true, 0, 0, 0, 217, 0, '2018-11-15 11:53:05', '2018-11-15 11:56:42', 0.0, 0.0, 0.0, 1.15
'357_approx', true, 12, 12, 12, 19, 0, '2018-11-15 11:56:42', '2018-11-15 11:57:01', 0.0, 0.0, 0.2, 1.54
'359_pretty_assertions', true, 0, 0, 0, 20, 0, '2018-11-15 11:57:01', '2018-11-15 11:57:21', 0.0, 0.0, 0.0, 1.10
'360_route-recognizer', true, 0, 0, 0, 6, 0, '2018-11-15 11:57:21', '2018-11-15 11:57:27', 0.0, 0.0, 0.0, 1.12
'361_md5', true, 0, 0, 0, 6, 0, '2018-11-15 11:57:27', '2018-11-15 11:57:33', 0.0, 0.0, 0.0, 1.11
'362_ena', true, 0, 0, 0, 13, 0, '2018-11-15 11:57:33', '2018-11-15 11:57:46', 0.0, 0.0, 0.0, 1.12
'363_ar', true, 0, 0, 0, 13, 0, '2018-11-15 11:57:46', '2018-11-15 11:57:59', 0.0, 0.0, 0.0, 1.9
'364_wayland-kbd', true, 12, 12, 12, 139, 0, '2018-11-15 11:57:59', '2018-11-15 12:00:19', 0.1, 0.0, 0.9, 2.23
'365_arrayref', true, 0, 0, 0, 3, 0, '2018-11-15 12:00:19', '2018-11-15 12:00:22', 0.0, 0.0, 0.0, 1.9
'366_log_settings', true, 0, 0, 0, 6, 0, '2018-11-15 12:00:22', '2018-11-15 12:00:28', 0.0, 0.0, 0.0, 1.10
'369_tiny_http', true, 2, 2, 2, 385, 0, '2018-11-15 12:00:28', '2018-11-15 12:06:53', 0.1, 0.0, 0.1, 1.95
'370_psapi-sys', true, 0, 0, 0, 12, 0, '2018-11-15 12:06:53', '2018-11-15 12:07:05', 0.0, 0.0, 0.0, 1.12
'371_http', true, 22, 22, 22, 147, 0, '2018-11-15 12:07:06', '2018-11-15 12:09:33', 0.4, 0.0, 0.39, 10.45
'372_slog', true, 3, 3, 3, 12, 0, '2018-11-15 12:09:33', '2018-11-15 12:09:45', 0.1, 0.0, 0.5, 1.51
'373_chunked_transfer', true, 0, 0, 0, 4, 0, '2018-11-15 12:09:45', '2018-11-15 12:09:49', 0.0, 0.0, 0.0, 1.16
'374_wayland-window', true, 0, 0, 0, 205, 0, '2018-11-15 12:09:49', '2018-11-15 12:13:14', 0.0, 0.0, 0.0, 1.15
'375_crossbeam-channel', true, 1, 1, 1, 140, 0, '2018-11-15 12:13:14', '2018-11-15 12:15:34', 0.2, 0.0, 0.0, 1.35
'376_notify', true, 9, 9, 9, 252, 0, '2018-11-15 12:15:34', '2018-11-15 12:19:46', 0.0, 0.0, 0.7, 2.2
'377_bzip2-sys', true, 0, 0, 0, 29, 0, '2018-11-15 12:19:46', '2018-11-15 12:20:15', 0.0, 0.0, 0.0, 1.17
'379_is-match', true, 0, 0, 0, 3, 0, '2018-11-15 12:20:15', '2018-11-15 12:20:18', 0.0, 0.0, 0.0, 1.23
'382_bytecount', true, 2, 2, 2, 4, 0, '2018-11-15 12:20:18', '2018-11-15 12:20:22', 0.0, 0.0, 0.1, 1.48
'383_bzip2', true, 0, 0, 0, 34, 0, '2018-11-15 12:20:22', '2018-11-15 12:20:56', 0.0, 0.0, 0.0, 1.7
'385_crypto-mac', true, 2, 2, 2, 22, 0, '2018-11-15 12:20:56', '2018-11-15 12:21:18', 0.0, 0.0, 0.0, 1.18
'389_xdg', true, 0, 0, 0, 6, 0, '2018-11-15 12:21:18', '2018-11-15 12:21:24', 0.0, 0.0, 0.0, 1.6
'391_shell32-sys', true, 0, 0, 0, 12, 0, '2018-11-15 12:21:24', '2018-11-15 12:21:36', 0.0, 0.0, 0.0, 1.12
'393_hmac', true, 0, 0, 0, 38, 0, '2018-11-15 12:21:36', '2018-11-15 12:22:14', 0.0, 0.0, 0.0, 1.13
'394_rls-blacklist', true, 0, 0, 0, 3, 0, '2018-11-15 12:22:14', '2018-11-15 12:22:17', 0.0, 0.0, 0.0, 1.15
'395_indexmap', true, 5, 5, 5, 9, 0, '2018-11-15 12:22:17', '2018-11-15 12:22:26', 0.1, 0.0, 0.3, 1.70
'397_syslog', true, 0, 0, 0, 71, 0, '2018-11-15 12:22:26', '2018-11-15 12:23:37', 0.0, 0.0, 0.0, 1.9
'399_errno', true, 2, 2, 2, 10, 0, '2018-11-15 12:23:37', '2018-11-15 12:23:47', 0.0, 0.0, 0.0, 1.37
'402_rpassword', true, 0, 0, 0, 11, 0, '2018-11-15 12:23:47', '2018-11-15 12:23:58', 0.0, 0.0, 0.0, 1.12
'404_fern', true, 0, 0, 0, 17, 0, '2018-11-15 12:23:58', '2018-11-15 12:24:15', 0.0, 0.0, 0.0, 1.12
'405_strum', true, 0, 0, 0, 3, 0, '2018-11-15 12:24:15', '2018-11-15 12:24:18', 0.0, 0.0, 0.0, 1.15
'408_objc', true, 0, 0, 0, 16, 0, '2018-11-15 12:24:18', '2018-11-15 12:24:34', 0.0, 0.0, 0.0, 1.12
'409_termios', true, 0, 0, 0, 11, 0, '2018-11-15 12:24:34', '2018-11-15 12:24:45', 0.0, 0.0, 0.0, 1.7
'410_inotify', true, 40, 40, 40, 223, 0, '2018-11-15 12:24:45', '2018-11-15 12:28:28', 0.0, 0.0, 0.19, 2.88
'415_crc16', true, 0, 0, 0, 10, 0, '2018-11-15 12:28:28', '2018-11-15 12:28:38', 0.0, 0.0, 0.0, 1.9
'418_malloc_buf', true, 0, 0, 0, 10, 0, '2018-11-15 12:28:38', '2018-11-15 12:28:48', 0.0, 0.0, 0.0, 1.7
'419_target_build_utils', true, 0, 0, 0, 509, 0, '2018-11-15 12:28:48', '2018-11-15 12:37:17', 0.0, 0.0, 0.0, 1.17
'423_h2', true, 54, 54, 54, 264, 0, '2018-11-15 12:37:17', '2018-11-15 12:41:42', 0.9, 0.0, 1.16, 13.29
'425_radix_trie', true, 0, 0, 0, 13, 0, '2018-11-15 12:41:42', '2018-11-15 12:41:55', 0.0, 0.0, 0.0, 1.9
'426_nibble_vec', true, 0, 0, 0, 5, 0, '2018-11-15 12:41:55', '2018-11-15 12:42:00', 0.0, 0.0, 0.0, 1.19
'428_conv', true, 0, 0, 0, 11, 0, '2018-11-15 12:42:00', '2018-11-15 12:42:11', 0.0, 0.0, 0.0, 1.10
'430_draw_state', true, 17, 17, 17, 55, 0, '2018-11-15 12:42:11', '2018-11-15 12:43:06', 0.0, 0.0, 0.38, 37.89
'432_endian-type', true, 0, 0, 0, 4, 0, '2018-11-15 12:43:06', '2018-11-15 12:43:10', 0.0, 0.0, 0.0, 1.13
'434_environment', true, 0, 0, 0, 3, 0, '2018-11-15 12:43:10', '2018-11-15 12:43:13', 0.0, 0.0, 0.0, 1.8
'436_libsqlite3-sys', true, 0, 0, 0, 19, 0, '2018-11-15 12:43:13', '2018-11-15 12:43:32', 0.0, 0.0, 0.0, 1.18
'437_tiny-keccak', true, 0, 0, 0, 12, 0, '2018-11-15 12:43:32', '2018-11-15 12:43:44', 0.0, 0.0, 0.0, 1.10
'438_cloudabi', true, 109, 109, 109, 32, 0, '2018-11-15 12:43:44', '2018-11-15 12:44:16', 0.0, 0.0, 1.21, 10.17
'439_slog-term', true, 2, 2, 2, 128, 0, '2018-11-15 12:44:16', '2018-11-15 12:46:24', 0.0, 0.0, 0.1, 1.58
'441_ws', true, 2, 2, 2, 288, 0, '2018-11-15 12:46:24', '2018-11-15 12:51:12', 0.2, 0.0, 0.49, 16.52
'443_string', true, 0, 0, 0, 3, 0, '2018-11-15 12:51:12', '2018-11-15 12:51:15', 0.0, 0.0, 0.0, 1.14
'444_tokio-current-thread', true, 2, 2, 2, 35, 0, '2018-11-15 12:51:15', '2018-11-15 12:51:50', 0.0, 0.0, 0.3, 1.39
'445_procedural-masquerade', true, 0, 0, 0, 4, 0, '2018-11-15 12:51:50', '2018-11-15 12:51:54', 0.0, 0.0, 0.0, 1.9
'446_r2d2', true, 0, 0, 0, 19, 0, '2018-11-15 12:51:54', '2018-11-15 12:52:13', 0.0, 0.0, 0.0, 1.8
'447_stb_truetype', true, 0, 0, 0, 17, 0, '2018-11-15 12:52:13', '2018-11-15 12:52:30', 0.0, 0.0, 0.0, 1.8
'448_cexpr', true, 0, 0, 0, 80, 0, '2018-11-15 12:52:30', '2018-11-15 12:53:50', 0.0, 0.0, 0.0, 1.10
'450_tokio-signal', true, 0, 0, 0, 216, 0, '2018-11-15 12:53:50', '2018-11-15 12:57:26', 0.0, 0.0, 0.0, 1.10
'454_rustc-hash', true, 2, 2, 2, 11, 0, '2018-11-15 12:57:26', '2018-11-15 12:57:37', 0.0, 0.0, 0.2, 1.58
'455_c_vec', true, 0, 0, 0, 3, 0, '2018-11-15 12:57:37', '2018-11-15 12:57:40', 0.0, 0.0, 0.0, 1.13
'456_rustc-rayon-core', true, 1, 1, 1, 73, 0, '2018-11-15 12:57:40', '2018-11-15 12:58:53', 0.1, 0.0, 0.0, 1.22
'458_gfx_gl', true, 1, 1, 1, 198, 0, '2018-11-15 12:58:53', '2018-11-15 13:02:11', 0.0, 0.0, 0.2, 1.25
'459_rmp', true, 1, 1, 1, 33, 0, '2018-11-15 13:02:11', '2018-11-15 13:02:44', 0.0, 0.0, 0.0, 1.41
'462_gl', true, 1, 1, 1, 89, 0, '2018-11-15 13:02:44', '2018-11-15 13:04:13', 0.0, 0.0, 0.2, 1.32
'465_dwmapi-sys', true, 0, 0, 0, 12, 0, '2018-11-15 13:04:13', '2018-11-15 13:04:25', 0.0, 0.0, 0.0, 1.8
'472_xmltree', true, 0, 0, 0, 26, 0, '2018-11-15 13:04:25', '2018-11-15 13:04:51', 0.0, 0.0, 0.0, 1.13
'473_hostname', true, 0, 0, 0, 10, 0, '2018-11-15 13:04:51', '2018-11-15 13:05:01', 0.0, 0.0, 0.0, 1.7
'474_parity-wasm', true, 27, 27, 27, 117, 0, '2018-11-15 13:05:01', '2018-11-15 13:06:58', 0.4, 0.0, 0.16, 4.34
'475_os_pipe', true, 0, 0, 0, 104, 0, '2018-11-15 13:06:58', '2018-11-15 13:08:42', 0.0, 0.0, 0.0, 1.12
'476_number_prefix', true, 0, 0, 0, 19, 0, '2018-11-15 13:08:42', '2018-11-15 13:09:01', 0.0, 0.0, 0.0, 1.11
'477_minifier', true, 0, 0, 0, 22, 0, '2018-11-15 13:09:01', '2018-11-15 13:09:23', 0.0, 0.0, 0.0, 1.7
'478_sequence_trie', true, 0, 0, 0, 4, 0, '2018-11-15 13:09:23', '2018-11-15 13:09:27', 0.0, 0.0, 0.0, 1.12
'479_postgres', true, 5, 5, 5, 365, 0, '2018-11-15 13:09:27', '2018-11-15 13:15:32', 0.1, 0.0, 0.13, 2.57
'483_duct', true, 0, 0, 0, 339, 0, '2018-11-15 13:15:32', '2018-11-15 13:21:11', 0.0, 0.0, 0.0, 1.12
'486_wayland-protocols', true, 0, 0, 0, 195, 0, '2018-11-15 13:21:11', '2018-11-15 13:24:26', 0.0, 0.0, 0.0, 1.13
'487_ctrlc', true, 0, 0, 0, 94, 0, '2018-11-15 13:24:26', '2018-11-15 13:26:00', 0.0, 0.0, 0.0, 1.13
'489_shared_child', true, 0, 0, 0, 215, 0, '2018-11-15 13:26:00', '2018-11-15 13:29:35', 0.0, 0.0, 0.0, 1.10
'490_csv-core', true, 4, 4, 4, 29, 0, '2018-11-15 13:29:35', '2018-11-15 13:30:04', 0.1, 0.0, 0.0, 1.52
'491_sdl2-sys', true, 0, 0, 0, 57, 0, '2018-11-15 13:30:04', '2018-11-15 13:31:02', 0.0, 0.0, 0.0, 1.12
'492_matrixmultiply', true, 6, 6, 6, 14, 0, '2018-11-15 13:31:02', '2018-11-15 13:31:16', 0.0, 0.0, 0.6, 3.54
'494_peeking_take_while', true, 0, 0, 0, 3, 0, '2018-11-15 13:31:16', '2018-11-15 13:31:19', 0.0, 0.0, 0.0, 1.15
'495_new_debug_unreachable', true, 0, 0, 0, 8, 0, '2018-11-15 13:31:19', '2018-11-15 13:31:27', 0.0, 0.0, 0.0, 1.12
'496_piston-float', true, 0, 0, 0, 3, 0, '2018-11-15 13:31:27', '2018-11-15 13:31:30', 0.0, 0.0, 0.0, 1.9
'499_chalk-macros', true, 0, 0, 0, 7, 0, '2018-11-15 13:31:30', '2018-11-15 13:31:37', 0.0, 0.0, 0.0, 1.9
