'Crate name', 'Successful verification', 'Whitelist items', 'Verified items', 'Successful items', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'089_either', true, 0, 0, 0, 4, 0, '2018-11-15 08:43:36', '2018-11-15 08:43:40', 0.0, 0.0, 0.0, 1.9
'090_typeable', true, 0, 0, 0, 3, 0, '2018-11-15 08:43:40', '2018-11-15 08:43:43', 0.0, 0.0, 0.0, 1.20
'091_miniz-sys', true, 0, 0, 0, 29, 0, '2018-11-15 08:43:43', '2018-11-15 08:44:12', 0.0, 0.0, 0.0, 1.13
'092_walkdir', true, 0, 0, 0, 9, 0, '2018-11-15 08:44:12', '2018-11-15 08:44:21', 0.0, 0.0, 0.0, 1.11
'093_unicode-segmentation', true, 5, 5, 5, 18, 0, '2018-11-15 08:44:21', '2018-11-15 08:44:39', 0.2, 0.0, 0.28, 7.69
'094_fnv', true, 2, 2, 2, 4, 0, '2018-11-15 08:44:39', '2018-11-15 08:44:43', 0.0, 0.0, 0.0, 1.36
'095_num-rational', true, 0, 0, 0, 58, 0, '2018-11-15 08:44:43', '2018-11-15 08:45:41', 0.0, 0.0, 0.0, 1.11
'096_libz-sys', true, 0, 0, 0, 38, 0, '2018-11-15 08:45:41', '2018-11-15 08:46:19', 0.0, 0.0, 0.0, 1.18
'097_version_check', true, 0, 0, 0, 4, 0, '2018-11-15 08:46:19', '2018-11-15 08:46:23', 0.0, 0.0, 0.0, 1.13
'098_crossbeam-utils', true, 0, 0, 0, 4, 0, '2018-11-15 08:46:23', '2018-11-15 08:46:27', 0.0, 0.0, 0.0, 1.11
'099_semver-parser', true, 0, 0, 0, 15, 0, '2018-11-15 08:46:27', '2018-11-15 08:46:42', 0.0, 0.0, 0.0, 1.12
'101_arrayvec', true, 58, 58, 58, 11, 0, '2018-11-15 08:46:42', '2018-11-15 08:46:53', 0.0, 0.0, 0.13, 2.68
'102_scoped-tls', true, 0, 0, 0, 3, 0, '2018-11-15 08:46:53', '2018-11-15 08:46:56', 0.0, 0.0, 0.0, 1.11
'103_crossbeam-epoch', true, 0, 0, 0, 30, 0, '2018-11-15 08:46:56', '2018-11-15 08:47:27', 0.1, 0.0, 0.0, 1.14
'104_num-bigint', true, 3, 3, 3, 49, 0, '2018-11-15 08:47:27', '2018-11-15 08:48:16', 0.2, 0.0, 0.2, 1.76
'105_cmake', true, 0, 0, 0, 23, 0, '2018-11-15 08:48:16', '2018-11-15 08:48:39', 0.0, 0.0, 0.0, 1.11
'106_foreign-types', true, 0, 0, 0, 6, 0, '2018-11-15 08:48:39', '2018-11-15 08:48:45', 0.0, 0.0, 0.0, 1.17
'107_filetime', true, 2, 2, 2, 14, 0, '2018-11-15 08:48:45', '2018-11-15 08:48:59', 0.0, 0.0, 0.1, 1.76
'108_phf_shared', true, 1, 1, 1, 10, 0, '2018-11-15 08:48:59', '2018-11-15 08:49:09', 0.0, 0.0, 0.2, 1.96
'109_phf', true, 0, 0, 0, 13, 0, '2018-11-15 08:49:09', '2018-11-15 08:49:22', 0.0, 0.0, 0.0, 1.12
'110_nix', true, 523, 523, 523, 119, 0, '2018-11-15 08:49:22', '2018-11-15 08:51:23', 0.11, 0.1, 3.19, 21.97
'111_num-complex', true, 0, 0, 0, 30, 0, '2018-11-15 08:51:23', '2018-11-15 08:51:53', 0.1, 0.0, 0.0, 1.15
'112_iovec', true, 0, 0, 0, 10, 0, '2018-11-15 08:51:53', '2018-11-15 08:52:03', 0.0, 0.0, 0.0, 1.14
'113_termcolor', true, 6, 6, 6, 11, 0, '2018-11-15 08:52:03', '2018-11-15 08:52:14', 0.0, 0.0, 0.23, 3.40
'114_phf_generator', true, 0, 0, 0, 48, 0, '2018-11-15 08:52:14', '2018-11-15 08:53:02', 0.0, 0.0, 0.0, 1.8
'115_miow', true, 0, 0, 0, 221, 0, '2018-11-15 08:53:02', '2018-11-15 08:56:43', 0.1, 0.0, 0.0, 1.9
'117_phf_codegen', true, 1, 1, 1, 52, 0, '2018-11-15 08:56:43', '2018-11-15 08:57:35', 0.0, 0.0, 0.0, 1.16
'118_safemem', true, 0, 0, 0, 3, 0, '2018-11-15 08:57:35', '2018-11-15 08:57:38', 0.0, 0.0, 0.0, 1.7
'119_cookie', true, 1, 1, 1, 27, 0, '2018-11-15 08:57:38', '2018-11-15 08:58:05', 0.0, 0.0, 0.1, 1.81
'120_crossbeam-deque', true, 0, 0, 0, 35, 0, '2018-11-15 08:58:05', '2018-11-15 08:58:40', 0.0, 0.0, 0.0, 1.12
'122_same-file', true, 1, 1, 1, 4, 0, '2018-11-15 08:58:40', '2018-11-15 08:58:44', 0.0, 0.0, 0.5, 1.73
'124_ucd-util', true, 0, 0, 0, 4, 0, '2018-11-15 08:58:44', '2018-11-15 08:58:48', 0.0, 0.0, 0.0, 1.17
'125_siphasher', true, 12, 12, 12, 9, 0, '2018-11-15 08:58:48', '2018-11-15 08:58:58', 0.0, 0.0, 0.13, 4.80
'126_curl-sys', true, 0, 0, 0, 63, 0, '2018-11-15 08:58:58', '2018-11-15 09:00:01', 0.0, 0.0, 0.0, 1.16
'127_xml-rs', true, 0, 0, 0, 25, 0, '2018-11-15 09:00:01', '2018-11-15 09:00:26', 0.0, 0.0, 0.0, 1.12
'128_rayon-core', true, 1, 1, 1, 57, 0, '2018-11-15 09:00:26', '2018-11-15 09:01:23', 0.1, 0.0, 0.0, 1.24
'129_pulldown-cmark', true, 0, 0, 0, 45, 0, '2018-11-15 09:01:23', '2018-11-15 09:02:08', 0.0, 0.0, 0.0, 1.7
'130_linked-hash-map', true, 0, 0, 0, 5, 0, '2018-11-15 09:02:08', '2018-11-15 09:02:13', 0.0, 0.0, 0.0, 1.10
'131_tokio-io', true, 11, 11, 11, 70, 0, '2018-11-15 09:02:13', '2018-11-15 09:03:23', 0.1, 0.0, 0.46, 4.0
'132_curl', true, 8, 8, 8, 89, 0, '2018-11-15 09:03:23', '2018-11-15 09:04:53', 0.3, 0.0, 0.3, 2.11
'133_parking_lot', true, 2, 2, 2, 99, 0, '2018-11-15 09:04:53', '2018-11-15 09:06:32', 0.1, 0.0, 0.0, 1.27
'134_hex', true, 0, 0, 0, 15, 0, '2018-11-15 09:06:32', '2018-11-15 09:06:48', 0.0, 0.0, 0.0, 1.9
'135_term_size', true, 0, 0, 0, 9, 0, '2018-11-15 09:06:48', '2018-11-15 09:06:57', 0.0, 0.0, 0.0, 1.14
'137_memoffset', true, 0, 0, 0, 3, 0, '2018-11-15 09:06:58', '2018-11-15 09:07:01', 0.0, 0.0, 0.0, 1.24
'138_owning_ref', true, 0, 0, 0, 6, 0, '2018-11-15 09:07:01', '2018-11-15 09:07:07', 0.0, 0.0, 0.0, 1.9
'140_parking_lot_core', true, 4, 4, 4, 80, 0, '2018-11-15 09:07:07', '2018-11-15 09:08:28', 0.0, 0.0, 0.1, 1.49
'141_stable_deref_trait', true, 0, 0, 0, 3, 0, '2018-11-15 09:08:28', '2018-11-15 09:08:31', 0.0, 0.0, 0.0, 1.16
'143_tempfile', true, 0, 0, 0, 46, 0, '2018-11-15 09:08:31', '2018-11-15 09:09:17', 0.0, 0.0, 0.0, 1.10
'144_fs2', true, 0, 0, 0, 10, 0, '2018-11-15 09:09:17', '2018-11-15 09:09:27', 0.0, 0.0, 0.0, 1.9
'145_libgit2-sys', true, 2, 2, 2, 62, 0, '2018-11-15 09:09:27', '2018-11-15 09:10:29', 0.1, 0.0, 0.0, 1.35
'146_yaml-rust', true, 10, 10, 10, 27, 0, '2018-11-15 09:10:29', '2018-11-15 09:10:56', 0.1, 0.0, 0.15, 5.14
'147_git2', true, 134, 134, 134, 327, 0, '2018-11-15 09:10:56', '2018-11-15 09:16:24', 0.7, 0.0, 1.26, 11.4
'148_nom', true, 12, 12, 12, 46, 0, '2018-11-15 09:16:24', '2018-11-15 09:17:10', 0.6, 0.0, 0.29, 5.52
'149_openssl-probe', true, 0, 0, 0, 4, 0, '2018-11-15 09:17:10', '2018-11-15 09:17:14', 0.0, 0.0, 0.0, 1.12
'150_remove_dir_all', true, 0, 0, 0, 3, 0, '2018-11-15 09:17:14', '2018-11-15 09:17:17', 0.0, 0.0, 0.0, 1.9
'151_tar', true, 8, 8, 8, 36, 0, '2018-11-15 09:17:17', '2018-11-15 09:17:53', 0.1, 0.0, 0.2, 1.57
'152_humantime', true, 9, 9, 9, 14, 0, '2018-11-15 09:17:53', '2018-11-15 09:18:07', 0.0, 0.0, 0.11, 4.70
'154_redox_syscall', true, 4, 4, 4, 7, 0, '2018-11-15 09:18:07', '2018-11-15 09:18:15', 0.1, 0.0, 0.3, 1.89
'155_libssh2-sys', true, 1, 1, 1, 59, 0, '2018-11-15 09:18:15', '2018-11-15 09:19:14', 0.0, 0.0, 0.0, 1.12
'156_foreign-types-shared', true, 0, 0, 0, 3, 0, '2018-11-15 09:19:14', '2018-11-15 09:19:17', 0.0, 0.0, 0.0, 1.9
'157_futures-cpupool', true, 0, 0, 0, 39, 0, '2018-11-15 09:19:17', '2018-11-15 09:19:56', 0.0, 0.0, 0.0, 1.13
'158_enum_primitive', true, 0, 0, 0, 21, 0, '2018-11-15 09:19:56', '2018-11-15 09:20:17', 0.0, 0.0, 0.0, 1.13
'162_hpack', true, 0, 0, 0, 22, 0, '2018-11-15 09:20:17', '2018-11-15 09:20:39', 0.1, 0.0, 0.0, 1.10
'163_rust-crypto', true, 13, 13, 13, 213, 0, '2018-11-15 09:20:39', '2018-11-15 09:24:13', 0.15, 0.0, 0.71, 29.61
'164_serde_codegen_internals', true, 0, 0, 0, 49, 0, '2018-11-15 09:24:13', '2018-11-15 09:25:03', 0.0, 0.0, 0.0, 1.11
'165_core-foundation', true, 1, 1, 1, 20, 0, '2018-11-15 09:25:03', '2018-11-15 09:25:23', 0.1, 0.0, 0.0, 1.22
'166_core-foundation-sys', true, 1, 1, 1, 7, 0, '2018-11-15 09:25:23', '2018-11-15 09:25:30', 0.0, 0.0, 0.0, 1.52
'167_socket2', true, 27, 27, 27, 17, 0, '2018-11-15 09:25:30', '2018-11-15 09:25:47', 0.1, 0.0, 0.6, 2.27
'168_adler32', true, 1, 1, 1, 4, 0, '2018-11-15 09:25:47', '2018-11-15 09:25:51', 0.0, 0.0, 0.0, 1.31
'170_native-tls', true, 0, 0, 0, 108, 0, '2018-11-15 09:25:51', '2018-11-15 09:27:39', 0.0, 0.0, 0.0, 1.11
'173_pest', true, 0, 0, 0, 69, 0, '2018-11-15 09:27:39', '2018-11-15 09:28:48', 0.1, 0.0, 0.0, 1.12
'174_rand_core', true, 0, 0, 0, 5, 0, '2018-11-15 09:28:48', '2018-11-15 09:28:53', 0.0, 0.0, 0.0, 1.8
'176_diff', true, 0, 0, 0, 5, 0, '2018-11-15 09:28:53', '2018-11-15 09:28:58', 0.0, 0.0, 0.0, 1.15
'177_gl_generator', true, 0, 0, 0, 58, 0, '2018-11-15 09:28:58', '2018-11-15 09:29:56', 0.1, 0.0, 0.0, 1.19
'178_wincolor', true, 0, 0, 0, 209, 0, '2018-11-15 09:29:56', '2018-11-15 09:33:25', 0.0, 0.0, 0.0, 1.9
'180_untrusted', true, 0, 0, 0, 4, 0, '2018-11-15 09:33:25', '2018-11-15 09:33:29', 0.0, 0.0, 0.0, 1.12
'181_tokio-service', true, 0, 0, 0, 27, 0, '2018-11-15 09:33:29', '2018-11-15 09:33:57', 0.0, 0.0, 0.0, 1.10
'183_bufstream', true, 0, 0, 0, 3, 0, '2018-11-15 09:33:57', '2018-11-15 09:34:00', 0.0, 0.0, 0.0, 1.16
'184_git2-curl', true, 0, 0, 0, 327, 0, '2018-11-15 09:34:00', '2018-11-15 09:39:27', 0.0, 0.0, 0.0, 1.9
'186_take', true, 0, 0, 0, 3, 0, '2018-11-15 09:39:27', '2018-11-15 09:39:30', 0.0, 0.0, 0.0, 1.11
'187_ordermap', true, 5, 5, 5, 8, 0, '2018-11-15 09:39:30', '2018-11-15 09:39:38', 0.1, 0.0, 0.3, 1.69
'188_khronos_api', true, 0, 0, 0, 7, 0, '2018-11-15 09:39:38', '2018-11-15 09:39:45', 0.0, 0.0, 0.0, 1.18
'189_vcpkg', true, 0, 0, 0, 10, 0, '2018-11-15 09:39:45', '2018-11-15 09:39:55', 0.0, 0.0, 0.0, 1.10
'193_memmap', true, 3, 3, 3, 11, 0, '2018-11-15 09:39:55', '2018-11-15 09:40:07', 0.0, 0.0, 0.8, 1.88
'195_fuchsia-zircon', true, 152, 152, 152, 36, 0, '2018-11-15 09:40:07', '2018-11-15 09:40:43', 0.1, 0.0, 0.83, 10.12
'196_fuchsia-zircon-sys', true, 1, 1, 1, 7, 0, '2018-11-15 09:40:43', '2018-11-15 09:40:50', 0.0, 0.0, 0.0, 1.20
'198_tokio-reactor', true, 0, 0, 0, 208, 0, '2018-11-15 09:40:50', '2018-11-15 09:44:18', 0.0, 0.0, 0.0, 1.9
'199_tokio-threadpool', true, 20, 20, 20, 128, 0, '2018-11-15 09:44:18', '2018-11-15 09:46:26', 0.1, 0.0, 0.7, 2.52
'203_shell-escape', true, 0, 0, 0, 4, 0, '2018-11-15 09:46:26', '2018-11-15 09:46:30', 0.0, 0.0, 0.0, 1.5
'204_sha1', true, 1, 1, 1, 6, 0, '2018-11-15 09:46:30', '2018-11-15 09:46:36', 0.0, 0.0, 0.0, 1.37
'205_tokio-executor', true, 3, 3, 3, 30, 0, '2018-11-15 09:46:36', '2018-11-15 09:47:06', 0.0, 0.0, 0.0, 1.37
'206_generic-array', true, 0, 0, 0, 16, 0, '2018-11-15 09:47:06', '2018-11-15 09:47:22', 0.0, 0.0, 0.0, 1.13
'207_unsafe-any', true, 0, 0, 0, 5, 0, '2018-11-15 09:47:22', '2018-11-15 09:47:27', 0.0, 0.0, 0.0, 1.9
'208_xattr', true, 0, 0, 0, 11, 0, '2018-11-15 09:47:27', '2018-11-15 09:47:38', 0.0, 0.0, 0.0, 1.10
'209_fixedbitset', true, 1, 1, 1, 6, 0, '2018-11-15 09:47:38', '2018-11-15 09:47:44', 0.0, 0.0, 0.1, 1.78
'211_open', true, 0, 0, 0, 6, 0, '2018-11-15 09:47:44', '2018-11-15 09:47:50', 0.0, 0.0, 0.0, 1.10
'214_crc', true, 0, 0, 0, 12, 0, '2018-11-15 09:47:50', '2018-11-15 09:48:02', 0.0, 0.0, 0.0, 1.12
'217_quine-mc_cluskey', true, 2, 2, 2, 7, 0, '2018-11-15 09:48:02', '2018-11-15 09:48:09', 0.0, 0.0, 0.1, 1.53
'218_relay', true, 0, 0, 0, 28, 0, '2018-11-15 09:48:09', '2018-11-15 09:48:37', 0.0, 0.0, 0.0, 1.11
'219_scoped_threadpool', true, 0, 0, 0, 5, 0, '2018-11-15 09:48:37', '2018-11-15 09:48:42', 0.0, 0.0, 0.0, 1.13
'221_antidote', true, 0, 0, 0, 3, 0, '2018-11-15 09:48:42', '2018-11-15 09:48:45', 0.0, 0.0, 0.0, 1.15
'222_jobserver', true, 0, 0, 0, 21, 0, '2018-11-15 09:48:45', '2018-11-15 09:49:06', 0.0, 0.0, 0.0, 1.8
'223_encoding_index_tests', true, 0, 0, 0, 3, 0, '2018-11-15 09:49:06', '2018-11-15 09:49:09', 0.0, 0.0, 0.0, 1.13
'225_termion', true, 1, 1, 1, 17, 0, '2018-11-15 09:49:09', '2018-11-15 09:49:26', 0.0, 0.0, 0.0, 1.30
'227_winapi-x86_64-pc-windows-gnu', true, 0, 0, 0, 7, 0, '2018-11-15 09:49:26', '2018-11-15 09:49:33', 0.0, 0.0, 0.0, 1.7
'232_tokio-udp', true, 0, 0, 0, 216, 0, '2018-11-15 09:49:33', '2018-11-15 09:53:09', 0.0, 0.0, 0.0, 1.9
'233_tokio-tcp', true, 0, 0, 0, 212, 0, '2018-11-15 09:53:09', '2018-11-15 09:56:41', 0.0, 0.0, 0.0, 1.6
'234_png', true, 23, 23, 23, 87, 0, '2018-11-15 09:56:41', '2018-11-15 09:58:09', 0.1, 0.0, 0.14, 4.68
'236_typenum', true, 36, 36, 36, 12, 0, '2018-11-15 09:58:09', '2018-11-15 09:58:21', 0.1, 0.0, 0.7, 1.99
'238_winapi-i686-pc-windows-gnu', true, 0, 0, 0, 7, 0, '2018-11-15 09:58:21', '2018-11-15 09:58:28', 0.0, 0.0, 0.0, 1.8
'242_quasi_codegen', true, 0, 0, 0, 405, 0, '2018-11-15 09:58:28', '2018-11-15 10:05:13', 0.0, 0.0, 0.0, 1.16
'243_tokio-tls', true, 0, 0, 0, 168, 0, '2018-11-15 10:05:13', '2018-11-15 10:08:01', 0.0, 0.0, 0.0, 1.6
