"Crate name","Number of dependencies","Parsing duration","Type-checking duration","Encoding duration","Verification duration"
"132_curl",13,0.7,0,0.3,29.49
"133_parking_lot",17,1.1,0,0,46.92
"134_hex",1,0,0,0,1.51
"135_term_size",2,0,0,0,2.81
"137_memoffset",1,0,0,0,1.47
"138_owning_ref",2,0,0,0,2.83
"140_parking_lot_core",12,0.7,0,0.2,25.30
"141_stable_deref_trait",1,0,0,0,1.42
"143_tempfile",7,0.4,0,0,13.31
"144_fs2",2,0,0,0,2.90
"145_libgit2-sys",7,0.2,0,0,14.29
"146_yaml-rust",2,0.1,0,0.16,5.81
"147_git2",24,2.22,0,1.25,83.04
"148_nom",6,0.7,0,0.28,15.29
"149_openssl-probe",1,0,0,0,1.40
"150_remove_dir_all",1,0,0,0,1.42
"151_tar",5,0.1,0,0.1,10.34
"152_humantime",2,0,0,0.11,5.63
"154_redox_syscall",1,0.1,0,0.3,2.10
"155_libssh2-sys",9,0.4,0,0,16.86
"156_foreign-types-shared",1,0,0,0,1.38
"157_futures-cpupool",4,0.5,0,0,5.80
"158_enum_primitive",4,0.1,0,0,5.57
"162_hpack",4,0.1,0,0,5.62
"163_rust-crypto",8,0.85,0,0.70,20.48
"164_serde_codegen_internals",4,0.1,0,0,5.64
"165_core-foundation",4,0.1,0,0,6.96
"166_core-foundation-sys",2,0,0,0,3.35
"167_socket2",3,0.1,0,0.6,5.44
"168_adler32",1,0,0,0,1.63
"170_native-tls",15,1.2,0,0,58.03
"173_pest",2,0.1,0,0,2.78
"174_rand_core",1,0,0,0,1.36
"176_diff",1,0,0,0,1.42
"177_gl_generator",7,0.4,0,0,14.95
"178_wincolor",4,0.5,0,0,5.78
"180_untrusted",1,0,0,0,1.46
"181_tokio-service",2,0.5,0,0,2.87
"183_bufstream",1,0,0,0,1.38
"184_git2-curl",25,3.07,0,0,72.51
"186_take",1,0,0,0,1.47
"187_ordermap",1,0.1,0,0.3,2.2
"188_khronos_api",2,0,0,0,2.92
"189_vcpkg",1,0,0,0,1.45
"193_memmap",2,0,0,0.8,3.62
"195_fuchsia-zircon",3,0.1,0,0.82,11.55
"196_fuchsia-zircon-sys",1,0,0,0,1.61
"198_tokio-reactor",33,3.03,0,0,135.73
"199_tokio-threadpool",19,2.00,0,0.7,73.53
"203_shell-escape",1,0,0,0,1.51
"204_sha1",1,0,0,0,1.76
"205_tokio-executor",2,0.5,0,0,3.22
"206_generic-array",3,0.1,0,0,4.25
"207_unsafe-any",2,0,0,0,2.90
"208_xattr",2,0,0,0,2.96
"209_fixedbitset",1,0,0,0.1,2.4
"211_open",2,0,0,0,2.83
"214_crc",3,0,0,0,4.30
"217_quine-mc_cluskey",1,0,0,0.1,1.87
"218_relay",2,0.5,0,0,2.82
"219_scoped_threadpool",1,0,0,0,1.43
"221_antidote",1,0,0,0,1.41
"222_jobserver",4,0,0,0,6.15
"223_encoding_index_tests",1,0,0,0,1.46
"225_termion",2,0,0,0,3.14
"227_winapi-x86_64-pc-windows-gnu",2,0,0,0,2.88
"232_tokio-udp",35,3.06,0,0,136.13
"233_tokio-tcp",34,3.40,0.1,0,136.83
"234_png",12,0.8,0,0.14,39.20
"236_typenum",2,0.1,0,0.7,3.70
"238_winapi-i686-pc-windows-gnu",2,0,0,0,2.85
"242_quasi_codegen",14,1.27,0.1,0,29.79
"243_tokio-tls",22,2.61,0,0.2,78.54
"244_bit-vec",1,0,0,0.3,2.12
"246_home",1,0,0,0.2,2.16
"248_ring",6,0.6,0,0,10.79
"249_libloading",3,0.1,0,0.1,4.47
"250_redox_termios",2,0.1,0,0,2.83
"251_shared_library",3,0,0,0,4.42
"252_rls-data",3,0.3,0,0,4.31
"253_inflate",2,0,0,0.1,3.71
"254_schannel",4,0.9,0,0,5.97
"257_build_const",1,0,0,0,2.3
"258_gif",3,0,0,0,4.79
"261_tendril",7,0.1,0,0.1,12.84
"262_mac",1,0,0,0,1.46
"263_utf-8",1,0,0,0,1.44
"264_futf",5,0,0,0,8.66
"265_modifier",1,0,0,0,1.48
"266_plugin",4,0,0,0,5.60
"267_pnacl-build-helper",7,0.3,0,0,12.84
"269_bit-set",2,0,0,0,2.85
"270_rls-span",1,0,0,0.26,4.17
"271_lzw",1,0,0,0.3,2.37
"274_digest",4,0.1,0,0,5.94
"275_color_quant",1,0,0,0,1.42
"276_lzma-sys",5,0.1,0,0,8.63
"277_iron",40,3.65,0,0,149.47
"278_tokio-fs",24,1.59,0.1,0.16,91.84
"279_xz2",6,0.1,0,0,10.82
"280_shlex",1,0,0,0,1.45
"281_coco",3,0.1,0,0,4.79
"282_string_cache_shared",1,0,0,0,1.39
"284_string_cache_codegen",13,0.9,0,0,32.39
"286_ryu",2,0,0,0.2,3.28
"287_byte-tools",1,0,0,0,1.41
"289_glutin",50,4.62,0.2,0.9,210.51
"290_rls-vfs",2,0,0,0,2.85
"291_crypto-hash",14,1.2,0,0,48.48
"292_sha2",12,0.4,0,0.3,30.31
"294_precomputed-hash",1,0,0,0,1.47
"295_if_chain",1,0,0,0,1.43
"298_conduit-mime-types",2,0.3,0,0,2.84
"300_difference",2,0,0,0.2,3.14
"301_debug_unreachable",3,0,0,0,4.29
"302_fake-simd",1,0,0,0,1.40
"303_mio-uds",9,0.5,0,0,18.26
"304_error",3,0,0,0,6.69
"305_json",1,0.1,0,0.11,2.83
"306_deflate",3,0.3,0,0.11,6.23
"308_x11-dl",5,0.4,0,0,9.35
"309_deque",1,0,0,0,1.38
"310_typed-arena",1,0,0,0,1.38
"312_constant_time_eq",1,0,0,0,1.40
"313_heapsize",2,0,0,0,2.78
"314_commoncrypto-sys",2,0,0,0,2.76
"317_lock_api",2,0,0,0,2.82
"320_gleam",9,0.4,0,0.5,17.86
"321_ascii",1,0.1,0,0.6,2.34
"322_zip",17,1.0,0,0,40.48
"323_rustc-ap-serialize",4,0.3,0,0,6.01
"326_rustc-ap-rustc_cratesio_shim",5,0,0,0,9.50
"329_wayland-client",12,0.41,0.1,0.39,40.87
"330_encoding_rs",3,0.21,0,0.38,9.46
"331_tokio-codec",9,1.1,0,0.1,17.22
"332_maplit",1,0,0,0,1.43
"333_podio",1,0,0,0,1.46
"334_strings",4,0.1,0,0,5.62
"335_msdos_time",3,0.1,0,0,4.57
"337_osmesa-sys",4,0,0,0,5.87
"338_unix_socket",3,0,0,0,4.38
"339_openssl-verify",9,0.3,0,0,20.50
"341_winit",43,4.60,0.1,0.7,161.19
"342_euclid",3,0.4,0,0.10,5.98
"344_colored",2,0,0,0.1,3.19
"345_block-buffer",7,0.4,0,0,12.15
"346_want",5,0.7,0,0,8.64
"347_try-lock",1,0,0,0,1.42
"348_cgmath",8,0.7,0,0.1,17.32
"351_lru-cache",2,0,0,0,2.89
"352_wayland-sys",5,0.1,0,0.1,7.38
"353_threadpool",3,0,0,0,4.32
"354_dlib",4,0.1,0,0,5.67
"355_wayland-scanner",3,0.2,0,0,4.27
"356_tokio-uds",35,4.71,0,0,139.58
"357_approx",3,0.1,0,0.3,4.72
"359_pretty_assertions",3,0,0,0,4.30
"360_route-recognizer",1,0,0,0,1.46
"361_md5",1,0,0,0,1.40
"362_ena",3,0,0,0,4.18
"363_ar",2,0.1,0,0,2.82
"364_wayland-kbd",15,0.6,0,0.8,30.04
"365_arrayref",1,0,0,0,1.40
"366_log_settings",2,0,0,0,2.93
"369_tiny_http",25,4.33,0,0.1,92.10
"370_psapi-sys",4,0.27,0,0,6.70
"371_http",7,0.6,0,0.40,18.87
"372_slog",2,0.1,0,0.5,3.25
"373_chunked_transfer",1,0,0,0,1.39
"374_wayland-window",23,1.5,0,0,63.05
"375_crossbeam-channel",26,2.20,0,0,106.49
"376_notify",41,4.21,0.1,0.7,165.67
"377_bzip2-sys",4,0.1,0,0,5.77
"379_is-match",1,0,0,0,1.43
"382_bytecount",1,0,0,0.1,1.86
"383_bzip2",5,0.1,0,0,7.08
"385_crypto-mac",5,0.1,0,0,7.79
"389_xdg",1,0,0,0,1.40
"391_shell32-sys",4,0.24,0,0,6.82
"393_hmac",9,0.3,0,0,16.48
"394_rls-blacklist",1,0,0,0,1.43
"395_indexmap",1,0.1,0,0.3,1.99
"397_syslog",11,0.4,0,0,19.66
"399_errno",2,0,0,0,3.09
"402_rpassword",2,0,0,0,2.82
"404_fern",3,0,0,0,4.29
"405_strum",1,0,0,0,1.39
"408_objc",3,0,0,0,4.32
"409_termios",2,0,0,0,2.81
"410_inotify",36,3.29,0.2,0.19,146.16
"415_crc16",2,0,0,0,2.90
"418_malloc_buf",2,0,0,0,2.79
"419_target_build_utils",18,2.2,0.1,0,47.71
"423_h2",15,2.50,0,1.18,55.38
"425_radix_trie",3,0,0,0,5.98
"426_nibble_vec",1,0,0,0,1.46
"428_conv",2,0,0,0,2.93
"430_draw_state",2,0,0,0.37,11.87
"432_endian-type",1,0,0,0,1.41
"434_environment",1,0,0,0,1.40
"436_libsqlite3-sys",3,0,0,0,4.28
"437_tiny-keccak",3,0,0,0,4.23
"438_cloudabi",2,0,0,1.19,9.65
"439_slog-term",16,1.7,0.2,0.1,51.54
"441_ws",22,4.05,0,0.47,84.53
"443_string",1,0,0,0,1.51
"444_tokio-current-thread",3,0.5,0,0.2,4.64
"445_procedural-masquerade",1,0,0,0,1.41
"446_r2d2",5,0.1,0,0,8.62
"447_stb_truetype",2,0.1,0,0,2.86
"448_cexpr",7,0.7,0,0,12.26
"450_tokio-signal",35,3.19,0,0,138.06
"454_rustc-hash",2,0.1,0,0.4,3.19
"455_c_vec",1,0,0,0,1.47
"456_rustc-rayon-core",14,0.8,0,0,50.60
"458_gfx_gl",9,0.3,0,0.1,18.83
"459_rmp",5,0.2,0,0,7.70
"462_gl",9,0.4,0,0.1,17.78
"465_dwmapi-sys",4,0.24,0,0,6.77
"472_xmltree",3,0.2,0,0,4.35
"473_hostname",2,0,0,0,2.91
"474_parity-wasm",2,0.5,0,0.17,5.77
"475_os_pipe",10,0.11,0.1,0,29.46
"476_number_prefix",3,0.1,0,0,4.27
"477_minifier",3,0.1,0,0,4.29
"478_sequence_trie",1,0,0,0,1.42
"479_postgres",37,4.14,0,0.12,150.73
"483_duct",20,1.02,0.1,0,96.70
"486_wayland-protocols",16,0.72,0.1,0,39.48
"487_ctrlc",7,0.11,0.1,0,20.99
"489_shared_child",4,0.7,0,0,5.64
"490_csv-core",6,0.1,0,0,11.60
"491_sdl2-sys",3,0,0,0,4.20
"492_matrixmultiply",3,0,0,0.6,7.88
"494_peeking_take_while",1,0,0,0,1.43
"495_new_debug_unreachable",3,0,0,0,4.27
"496_piston-float",1,0,0,0,1.40
"499_chalk-macros",2,0,0,0,2.79
