"Crate name","Successful cleanup","Successful compilation","Duration (s)","Exit status","Start","End"
"312_constant_time_eq",true,true,1,0,"2018-11-14 09:07:35","2018-11-14 09:07:36"
"313_heapsize",true,true,1,0,"2018-11-14 09:07:36","2018-11-14 09:07:37"
"314_commoncrypto-sys",true,true,3,0,"2018-11-14 09:07:37","2018-11-14 09:07:40"
"315_commoncrypto",true,false,2,101,"2018-11-14 09:07:40","2018-11-14 09:07:42"
"316_csv",true,false,68,101,"2018-11-14 09:07:42","2018-11-14 09:08:50"
"317_lock_api",true,true,2,0,"2018-11-14 09:08:50","2018-11-14 09:08:52"
"318_rls-rustc",true,false,1,101,"2018-11-14 09:08:52","2018-11-14 09:08:53"
"319_serde_yaml",true,false,69,101,"2018-11-14 09:08:53","2018-11-14 09:10:02"
"320_gleam",true,true,387,0,"2018-11-14 09:10:02","2018-11-14 09:16:29"
"321_ascii",true,true,2,0,"2018-11-14 09:16:29","2018-11-14 09:16:31"
"322_zip",true,true,26,0,"2018-11-14 09:16:31","2018-11-14 09:16:57"
"323_rustc-ap-serialize",true,true,31,0,"2018-11-14 09:16:57","2018-11-14 09:17:28"
"324_rustc-ap-syntax_pos",true,false,37,101,"2018-11-14 09:17:28","2018-11-14 09:18:05"
"325_rustc-ap-rustc_data_structures",true,false,37,101,"2018-11-14 09:18:05","2018-11-14 09:18:42"
"326_rustc-ap-rustc_cratesio_shim",true,true,3,0,"2018-11-14 09:18:42","2018-11-14 09:18:45"
"327_rustc-ap-rustc_errors",true,false,38,101,"2018-11-14 09:18:45","2018-11-14 09:19:23"
"328_rustc-ap-syntax",true,false,38,101,"2018-11-14 09:19:23","2018-11-14 09:20:01"
"329_wayland-client",true,true,72,0,"2018-11-14 09:20:01","2018-11-14 09:21:13"
"330_encoding_rs",true,true,45,0,"2018-11-14 09:21:13","2018-11-14 09:21:58"
"331_tokio-codec",true,true,24,0,"2018-11-14 09:21:58","2018-11-14 09:22:22"
"332_maplit",true,true,0,0,"2018-11-14 09:22:22","2018-11-14 09:22:22"
"333_podio",true,true,1,0,"2018-11-14 09:22:22","2018-11-14 09:22:23"
"334_strings",true,true,10,0,"2018-11-14 09:22:23","2018-11-14 09:22:33"
"335_msdos_time",true,true,10,0,"2018-11-14 09:22:33","2018-11-14 09:22:43"
"336_pest_derive",true,false,28,101,"2018-11-14 09:22:43","2018-11-14 09:23:11"
"337_osmesa-sys",true,true,3,0,"2018-11-14 09:23:11","2018-11-14 09:23:14"
"338_unix_socket",true,true,3,0,"2018-11-14 09:23:14","2018-11-14 09:23:17"
"339_openssl-verify",true,true,16,0,"2018-11-14 09:23:17","2018-11-14 09:23:33"
"340_hamcrest",true,false,900,124,"2018-11-14 09:23:33","2018-11-14 09:38:33"
"341_winit",true,true,360,0,"2018-11-14 09:38:33","2018-11-14 09:44:33"
"342_euclid",true,true,12,0,"2018-11-14 09:44:33","2018-11-14 09:44:45"
"343_clippy_lints",true,false,900,124,"2018-11-14 09:44:45","2018-11-14 09:59:46"
"344_colored",true,true,2,0,"2018-11-14 09:59:46","2018-11-14 09:59:48"
"345_block-buffer",true,true,6,0,"2018-11-14 09:59:48","2018-11-14 09:59:54"
"346_want",true,true,18,0,"2018-11-14 09:59:54","2018-11-14 10:00:12"
"347_try-lock",true,true,0,0,"2018-11-14 10:00:12","2018-11-14 10:00:12"
"348_cgmath",true,true,29,0,"2018-11-14 10:00:12","2018-11-14 10:00:41"
"349_skeptic",true,false,79,101,"2018-11-14 10:00:41","2018-11-14 10:02:00"
"350_serde_cbor",true,false,68,101,"2018-11-14 10:02:00","2018-11-14 10:03:08"
"351_lru-cache",true,true,2,0,"2018-11-14 10:03:08","2018-11-14 10:03:10"
"352_wayland-sys",true,true,11,0,"2018-11-14 10:03:10","2018-11-14 10:03:21"
"353_threadpool",true,true,3,0,"2018-11-14 10:03:21","2018-11-14 10:03:24"
"354_dlib",true,true,11,0,"2018-11-14 10:03:24","2018-11-14 10:03:35"
"355_wayland-scanner",true,true,46,0,"2018-11-14 10:03:35","2018-11-14 10:04:21"
"356_tokio-uds",true,true,33,0,"2018-11-14 10:04:21","2018-11-14 10:04:54"
"357_approx",true,true,6,0,"2018-11-14 10:04:54","2018-11-14 10:05:00"
"358_router",true,false,900,124,"2018-11-14 10:05:00","2018-11-14 10:20:00"
"359_pretty_assertions",true,true,8,0,"2018-11-14 10:20:00","2018-11-14 10:20:08"
"360_route-recognizer",true,true,3,0,"2018-11-14 10:20:08","2018-11-14 10:20:11"
"361_md5",true,true,2,0,"2018-11-14 10:20:11","2018-11-14 10:20:13"
"362_ena",true,true,4,0,"2018-11-14 10:20:13","2018-11-14 10:20:17"
"363_ar",true,true,6,0,"2018-11-14 10:20:17","2018-11-14 10:20:23"
"364_wayland-kbd",true,true,53,0,"2018-11-14 10:20:23","2018-11-14 10:21:16"
"365_arrayref",true,true,0,0,"2018-11-14 10:21:16","2018-11-14 10:21:16"
"366_log_settings",true,true,1,0,"2018-11-14 10:21:16","2018-11-14 10:21:17"
"367_hyper-native-tls",true,false,149,101,"2018-11-14 10:21:17","2018-11-14 10:23:46"
"368_core-graphics",true,false,5,101,"2018-11-14 10:23:47","2018-11-14 10:23:52"
"369_tiny_http",true,true,115,0,"2018-11-14 10:23:52","2018-11-14 10:25:47"
"370_psapi-sys",true,true,0,0,"2018-11-14 10:25:47","2018-11-14 10:25:47"
"371_http",true,true,96,0,"2018-11-14 10:25:47","2018-11-14 10:27:23"
"372_slog",true,true,5,0,"2018-11-14 10:27:23","2018-11-14 10:27:28"
"373_chunked_transfer",true,true,1,0,"2018-11-14 10:27:28","2018-11-14 10:27:29"
"374_wayland-window",true,true,67,0,"2018-11-14 10:27:29","2018-11-14 10:28:36"
"375_crossbeam-channel",true,true,28,0,"2018-11-14 10:28:36","2018-11-14 10:29:04"
"376_notify",true,true,40,0,"2018-11-14 10:29:04","2018-11-14 10:29:44"
"377_bzip2-sys",true,true,11,0,"2018-11-14 10:29:44","2018-11-14 10:29:55"
"378_toml-query",true,false,900,124,"2018-11-14 10:29:55","2018-11-14 10:44:55"
"379_is-match",true,true,0,0,"2018-11-14 10:44:55","2018-11-14 10:44:55"
"380_persistent",true,false,900,124,"2018-11-14 10:44:55","2018-11-14 10:59:55"
"381_cssparser",true,false,96,101,"2018-11-14 10:59:55","2018-11-14 11:01:31"
"382_bytecount",true,true,1,0,"2018-11-14 11:01:31","2018-11-14 11:01:32"
"383_bzip2",true,true,12,0,"2018-11-14 11:01:32","2018-11-14 11:01:44"
"384_crates-io",true,false,95,101,"2018-11-14 11:01:44","2018-11-14 11:03:19"
"385_crypto-mac",true,true,6,0,"2018-11-14 11:03:19","2018-11-14 11:03:25"
"386_custom_derive",false,false,0,101,"2018-11-14 11:03:25","2018-11-14 11:03:25"
"387_rustc-ap-rustc_target",true,false,30,101,"2018-11-14 11:03:25","2018-11-14 11:03:55"
"388_quasi_macros",true,false,2,101,"2018-11-14 11:03:55","2018-11-14 11:03:57"
"389_xdg",true,true,3,0,"2018-11-14 11:03:57","2018-11-14 11:04:00"
"390_cocoa",true,false,6,101,"2018-11-14 11:04:00","2018-11-14 11:04:06"
"391_shell32-sys",true,true,0,0,"2018-11-14 11:04:06","2018-11-14 11:04:06"
"392_serde_test",true,false,68,101,"2018-11-14 11:04:06","2018-11-14 11:05:14"
"393_hmac",true,true,7,0,"2018-11-14 11:05:14","2018-11-14 11:05:21"
"394_rls-blacklist",true,true,0,0,"2018-11-14 11:05:21","2018-11-14 11:05:21"
"395_indexmap",true,true,4,0,"2018-11-14 11:05:21","2018-11-14 11:05:25"
"396_serde_macros",true,false,0,101,"2018-11-14 11:05:25","2018-11-14 11:05:25"
"397_syslog",true,true,18,0,"2018-11-14 11:05:25","2018-11-14 11:05:43"
"398_metadeps",true,false,7,101,"2018-11-14 11:05:43","2018-11-14 11:05:50"
"399_errno",true,true,3,0,"2018-11-14 11:05:50","2018-11-14 11:05:53"
"400_clang-sys",true,false,7,101,"2018-11-14 11:05:53","2018-11-14 11:06:00"
"401_webpki",true,false,33,101,"2018-11-14 11:06:00","2018-11-14 11:06:33"
"402_rpassword",true,true,2,0,"2018-11-14 11:06:33","2018-11-14 11:06:35"
"403_strum_macros",true,false,48,101,"2018-11-14 11:06:35","2018-11-14 11:07:23"
"404_fern",true,true,6,0,"2018-11-14 11:07:23","2018-11-14 11:07:29"
"405_strum",true,true,1,0,"2018-11-14 11:07:29","2018-11-14 11:07:30"
"406_ammonia",true,false,104,101,"2018-11-14 11:07:30","2018-11-14 11:09:14"
"407_bodyparser",true,false,141,101,"2018-11-14 11:09:14","2018-11-14 11:11:35"
"408_objc",true,true,4,0,"2018-11-14 11:11:35","2018-11-14 11:11:39"
"409_termios",true,true,3,0,"2018-11-14 11:11:39","2018-11-14 11:11:42"
"410_inotify",true,true,36,0,"2018-11-14 11:11:42","2018-11-14 11:12:18"
"411_vergen",false,false,0,101,"2018-11-14 11:12:18","2018-11-14 11:12:18"
"412_rustc-ap-arena",true,false,36,101,"2018-11-14 11:12:18","2018-11-14 11:12:54"
"413_bindgen",true,false,900,124,"2018-11-14 11:12:54","2018-11-14 11:27:54"
"414_assert_cli",true,false,74,101,"2018-11-14 11:27:54","2018-11-14 11:29:08"
"415_crc16",true,true,3,0,"2018-11-14 11:29:08","2018-11-14 11:29:11"
"416_selectors",true,false,17,101,"2018-11-14 11:29:11","2018-11-14 11:29:28"
"417_nalgebra",true,false,17,101,"2018-11-14 11:29:28","2018-11-14 11:29:45"
"418_malloc_buf",true,true,2,0,"2018-11-14 11:29:45","2018-11-14 11:29:47"
"419_target_build_utils",true,true,395,0,"2018-11-14 11:29:47","2018-11-14 11:36:22"
"420_elasticlunr-rs",true,false,900,124,"2018-11-14 11:36:22","2018-11-14 11:51:22"
"421_rustfix",true,false,74,101,"2018-11-14 11:51:22","2018-11-14 11:52:36"
"422_num-derive",true,false,28,101,"2018-11-14 11:52:36","2018-11-14 11:53:04"
"423_h2",true,true,137,0,"2018-11-14 11:53:04","2018-11-14 11:55:21"
"424_rustls",true,false,36,101,"2018-11-14 11:55:21","2018-11-14 11:55:57"
"425_radix_trie",true,true,4,0,"2018-11-14 11:55:57","2018-11-14 11:56:01"
"426_nibble_vec",true,true,1,0,"2018-11-14 11:56:01","2018-11-14 11:56:02"
"427_serde_bytes",true,false,68,101,"2018-11-14 11:56:02","2018-11-14 11:57:10"
"428_conv",true,true,5,0,"2018-11-14 11:57:10","2018-11-14 11:57:15"
"429_cargo",true,false,900,124,"2018-11-14 11:57:15","2018-11-14 12:12:15"
"430_draw_state",true,true,9,0,"2018-11-14 12:12:15","2018-11-14 12:12:24"
"431_cgl",true,false,384,101,"2018-11-14 12:12:24","2018-11-14 12:18:48"
"432_endian-type",true,true,1,0,"2018-11-14 12:18:48","2018-11-14 12:18:49"
"433_rusttype",true,false,9,101,"2018-11-14 12:18:49","2018-11-14 12:18:58"
"434_environment",true,true,0,0,"2018-11-14 12:18:58","2018-11-14 12:18:58"
"435_extprim",true,false,30,101,"2018-11-14 12:18:58","2018-11-14 12:19:28"
"436_libsqlite3-sys",true,true,8,0,"2018-11-14 12:19:28","2018-11-14 12:19:36"
"437_tiny-keccak",true,true,3,0,"2018-11-14 12:19:36","2018-11-14 12:19:39"
"438_cloudabi",true,true,11,0,"2018-11-14 12:19:39","2018-11-14 12:19:50"
"439_slog-term",true,true,41,0,"2018-11-14 12:19:50","2018-11-14 12:20:31"
"440_dotenv",true,false,900,124,"2018-11-14 12:20:31","2018-11-14 12:35:31"
"441_ws",true,true,124,0,"2018-11-14 12:35:31","2018-11-14 12:37:35"
"442_rustfmt",true,false,900,124,"2018-11-14 12:37:35","2018-11-14 12:52:35"
"443_string",true,true,1,0,"2018-11-14 12:52:35","2018-11-14 12:52:36"
"444_tokio-current-thread",true,true,20,0,"2018-11-14 12:52:36","2018-11-14 12:52:56"
"445_procedural-masquerade",true,true,0,0,"2018-11-14 12:52:56","2018-11-14 12:52:56"
"446_r2d2",true,true,4,0,"2018-11-14 12:52:56","2018-11-14 12:53:00"
"447_stb_truetype",true,true,9,0,"2018-11-14 12:53:00","2018-11-14 12:53:09"
"448_cexpr",true,true,48,0,"2018-11-14 12:53:09","2018-11-14 12:53:57"
"449_diesel",true,false,41,101,"2018-11-14 12:53:57","2018-11-14 12:54:38"
"450_tokio-signal",true,true,31,0,"2018-11-14 12:54:38","2018-11-14 12:55:09"
"451_gfx",true,false,91,101,"2018-11-14 12:55:09","2018-11-14 12:56:40"
"452_security-framework-sys",true,false,3,101,"2018-11-14 12:56:40","2018-11-14 12:56:43"
"453_security-framework",true,false,4,101,"2018-11-14 12:56:43","2018-11-14 12:56:47"
"454_rustc-hash",true,true,3,0,"2018-11-14 12:56:47","2018-11-14 12:56:50"
"455_c_vec",true,true,1,0,"2018-11-14 12:56:50","2018-11-14 12:56:51"
"456_rustc-rayon-core",true,true,15,0,"2018-11-14 12:56:51","2018-11-14 12:57:06"
"457_rustc-rayon",true,false,18,101,"2018-11-14 12:57:06","2018-11-14 12:57:24"
"458_gfx_gl",true,true,157,0,"2018-11-14 12:57:24","2018-11-14 13:00:01"
"459_rmp",true,true,10,0,"2018-11-14 13:00:01","2018-11-14 13:00:11"
"460_cssparser-macros",true,false,84,101,"2018-11-14 13:00:11","2018-11-14 13:01:35"
"461_webpki-roots",true,false,32,101,"2018-11-14 13:01:35","2018-11-14 13:02:08"
"462_gl",true,true,47,0,"2018-11-14 13:02:08","2018-11-14 13:02:55"
"463_gfx_device_gl",true,false,162,101,"2018-11-14 13:02:55","2018-11-14 13:05:37"
"464_multipart",true,false,900,124,"2018-11-14 13:05:37","2018-11-14 13:20:37"
"465_dwmapi-sys",true,true,1,0,"2018-11-14 13:20:37","2018-11-14 13:20:38"
"466_structopt",true,false,99,101,"2018-11-14 13:20:38","2018-11-14 13:22:17"
"467_app_units",true,false,69,101,"2018-11-14 13:22:17","2018-11-14 13:23:26"
"468_multimap",true,false,69,101,"2018-11-14 13:23:26","2018-11-14 13:24:35"
"469_log4rs",true,false,76,101,"2018-11-14 13:24:35","2018-11-14 13:25:51"
"470_igd",true,false,900,124,"2018-11-14 13:25:51","2018-11-14 13:40:51"
"471_structopt-derive",true,false,28,101,"2018-11-14 13:40:51","2018-11-14 13:41:19"
"472_xmltree",true,true,13,0,"2018-11-14 13:41:19","2018-11-14 13:41:32"
"473_hostname",true,true,2,0,"2018-11-14 13:41:32","2018-11-14 13:41:34"
"474_parity-wasm",true,true,92,0,"2018-11-14 13:41:34","2018-11-14 13:43:06"
"475_os_pipe",true,true,56,0,"2018-11-14 13:43:06","2018-11-14 13:44:02"
"476_number_prefix",true,true,6,0,"2018-11-14 13:44:02","2018-11-14 13:44:08"
"477_minifier",true,true,11,0,"2018-11-14 13:44:08","2018-11-14 13:44:19"
"478_sequence_trie",true,true,1,0,"2018-11-14 13:44:19","2018-11-14 13:44:20"
"479_postgres",true,true,180,0,"2018-11-14 13:44:20","2018-11-14 13:47:20"
"480_which",true,false,49,101,"2018-11-14 13:47:20","2018-11-14 13:48:09"
"481_yup-oauth2",true,false,95,101,"2018-11-14 13:48:09","2018-11-14 13:49:44"
"482_kuchiki",true,false,72,101,"2018-11-14 13:49:44","2018-11-14 13:50:56"
"483_duct",true,true,206,0,"2018-11-14 13:50:56","2018-11-14 13:54:22"
"484_mount",true,false,900,124,"2018-11-14 13:54:22","2018-11-14 14:09:22"
"485_gfx_core",true,false,91,101,"2018-11-14 14:09:22","2018-11-14 14:10:53"
"486_wayland-protocols",true,true,61,0,"2018-11-14 14:10:53","2018-11-14 14:11:54"
"487_ctrlc",true,true,55,0,"2018-11-14 14:11:54","2018-11-14 14:12:49"
"488_pistoncore-input",true,false,70,101,"2018-11-14 14:12:49","2018-11-14 14:13:59"
"489_shared_child",true,true,197,0,"2018-11-14 14:13:59","2018-11-14 14:17:16"
"490_csv-core",true,true,7,0,"2018-11-14 14:17:16","2018-11-14 14:17:23"
"491_sdl2-sys",true,true,43,0,"2018-11-14 14:17:23","2018-11-14 14:18:06"
"492_matrixmultiply",true,true,1,0,"2018-11-14 14:18:06","2018-11-14 14:18:07"
"493_serde-value",true,false,68,101,"2018-11-14 14:18:07","2018-11-14 14:19:15"
"494_peeking_take_while",true,true,1,0,"2018-11-14 14:19:15","2018-11-14 14:19:16"
"495_new_debug_unreachable",true,true,0,0,"2018-11-14 14:19:16","2018-11-14 14:19:16"
"496_piston-float",true,true,0,0,"2018-11-14 14:19:16","2018-11-14 14:19:16"
"497_chalk-engine",true,false,9,101,"2018-11-14 14:19:16","2018-11-14 14:19:25"
"498_expat-sys",true,false,14,101,"2018-11-14 14:19:25","2018-11-14 14:19:39"
"499_chalk-macros",true,true,1,0,"2018-11-14 14:19:39","2018-11-14 14:19:40"
