'Crate name', 'Procedure', 'Verifies fine', 'Duration (s)', 'Exit status', 'Start', 'End', 'Parsing duration', 'Type-checking duration', 'Encoding duration', 'Verification duration'
'008_num-traits', "num_traits::ops[0]::mul_add[0]::{{impl}}[25]::mul_add_assign[0]", false, 14, 101, '2018-11-14 17:27:40', '2018-11-14 17:27:54', 0.1, 0.0, 0.4, 
'008_num-traits', "num_traits::ops[0]::mul_add[0]::{{impl}}[26]::mul_add_assign[0]", false, 16, 101, '2018-11-14 17:27:54', '2018-11-14 17:28:10', 0.1, 0.0, 0.4, 
'008_num-traits', "num_traits::ops[0]::mul_add[0]::{{impl}}[27]::mul_add_assign[0]", false, 14, 101, '2018-11-14 17:28:10', '2018-11-14 17:28:24', 0.1, 0.0, 0.4, 
'013_aho-corasick', "aho_corasick_dot::lib[0]::vec_bytes[0]", false, 39, 101, '2018-11-14 17:28:24', '2018-11-14 17:29:03', 0.0, 0.0, 0.0, 
'018_time', "time::display[0]::is_leap_year[0]", true, 16, 0, '2018-11-14 17:29:03', '2018-11-14 17:29:19', 0.1, 0.0, 0.7, 
'018_time', "time::display[0]::iso_week_days[0]", false, 13, 101, '2018-11-14 17:29:19', '2018-11-14 17:29:32', 0.1, 0.0, 0.28, 
'018_time', "time::display[0]::abs[0]", false, 4, 101, '2018-11-14 17:29:32', '2018-11-14 17:29:36', 0.1, 0.0, 0.7, 
'018_time', "time::duration[0]::div_rem_64[0]", false, 4, 101, '2018-11-14 17:29:36', '2018-11-14 17:29:40', 0.1, 0.0, 0.7, 
'039_dtoa', "dtoa::{{impl}}[0]::write[0]::{{impl}}[1]::sub[0]", false, 5, 101, '2018-11-14 17:29:41', '2018-11-14 17:29:46', 0.0, 0.0, 0.2, 
'039_dtoa', "dtoa::{{impl}}[1]::write[0]::{{impl}}[1]::sub[0]", false, 4, 101, '2018-11-14 17:29:46', '2018-11-14 17:29:50', 0.0, 0.0, 0.1, 
'050_chrono', "chrono::offset[0]::fixed[0]::{{impl}}[0]::west_opt[0]", true, 28, 0, '2018-11-14 17:29:51', '2018-11-14 17:30:19', 0.6, 0.0, 0.3, 
'050_chrono', "chrono::naive[0]::time[0]::{{impl}}[0]::from_hms_nano_opt[0]", true, 19, 0, '2018-11-14 17:30:19', '2018-11-14 17:30:38', 0.7, 0.0, 0.31, 
'070_language-tags', "language_tags::{{impl}}[5]::fmt[0]::cmp_ignore_ascii_case[0]::byte_to_uppercase[0]", true, 9, 0, '2018-11-14 17:30:39', '2018-11-14 17:30:48', 0.0, 0.0, 0.1, 
'107_filetime', "filetime::{{impl}}[0]::from_unix_time[0]", true, 4, 0, '2018-11-14 17:30:48', '2018-11-14 17:30:53', 0.0, 0.0, 0.1, 
'108_phf_shared', "phf_shared::displace[0]", false, 8, 101, '2018-11-14 17:30:53', '2018-11-14 17:31:01', 0.0, 0.0, 0.2, 
'110_nix', "nix::sys[0]::time[0]::div_rem_64[0]", false, 76, 101, '2018-11-14 17:31:01', '2018-11-14 17:32:17', 0.11, 0.1, 0.3, 
'131_tokio-io', "tokio_io::length_delimited[0]::{{impl}}[21]::new[0]", true, 11, 0, '2018-11-14 17:32:17', '2018-11-14 17:32:28', 0.1, 0.0, 0.1, 
'152_humantime', "humantime::date[0]::is_leap_year[0]", true, 8, 0, '2018-11-14 17:32:29', '2018-11-14 17:32:37', 0.0, 0.0, 0.7, 
'187_ordermap', "ordermap::map[0]::usable_capacity[0]", true, 8, 0, '2018-11-14 17:32:38', '2018-11-14 17:32:46', 0.1, 0.0, 0.1, 
'187_ordermap', "ordermap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-14 17:32:46', '2018-11-14 17:32:50', 0.1, 0.0, 0.9, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[2]::add[0]", false, 17, 101, '2018-11-14 17:32:50', '2018-11-14 17:33:07', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[3]::add[0]", false, 17, 101, '2018-11-14 17:33:07', '2018-11-14 17:33:24', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[4]::add[0]", false, 16, 101, '2018-11-14 17:33:24', '2018-11-14 17:33:40', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[5]::sub[0]", false, 17, 101, '2018-11-14 17:33:40', '2018-11-14 17:33:57', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[6]::sub[0]", false, 17, 101, '2018-11-14 17:33:57', '2018-11-14 17:34:14', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[7]::add_assign[0]", false, 16, 101, '2018-11-14 17:34:14', '2018-11-14 17:34:30', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[8]::sub_assign[0]", false, 16, 101, '2018-11-14 17:34:30', '2018-11-14 17:34:46', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[9]::add_assign[0]", false, 17, 101, '2018-11-14 17:34:46', '2018-11-14 17:35:03', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[10]::sub_assign[0]", false, 16, 101, '2018-11-14 17:35:03', '2018-11-14 17:35:19', 0.1, 0.0, 0.2, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::millis[0]", true, 17, 0, '2018-11-14 17:35:19', '2018-11-14 17:35:36', 0.1, 0.0, 0.0, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::seconds[0]", true, 4, 0, '2018-11-14 17:35:36', '2018-11-14 17:35:40', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::minutes[0]", true, 4, 0, '2018-11-14 17:35:40', '2018-11-14 17:35:44', 0.1, 0.0, 0.5, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::hours[0]", true, 4, 0, '2018-11-14 17:35:44', '2018-11-14 17:35:48', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_millis[0]", false, 4, 101, '2018-11-14 17:35:48', '2018-11-14 17:35:52', 0.1, 0.0, 0.3, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_seconds[0]", false, 4, 101, '2018-11-14 17:35:52', '2018-11-14 17:35:56', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_minutes[0]", false, 3, 101, '2018-11-14 17:35:56', '2018-11-14 17:35:59', 0.1, 0.0, 0.4, 
'195_fuchsia-zircon', "fuchsia_zircon::time[0]::{{impl}}[13]::from_hours[0]", false, 3, 101, '2018-11-14 17:35:59', '2018-11-14 17:36:03', 0.1, 0.0, 0.4, 
'209_fixedbitset', "fixedbitset::div_rem[0]", false, 5, 101, '2018-11-14 17:36:04', '2018-11-14 17:36:09', 0.0, 0.0, 0.2, 
'270_rls-span', "rls_span::{{impl}}[3]::zero_indexed[0]", false, 7, 101, '2018-11-14 17:36:09', '2018-11-14 17:36:17', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[4]::one_indexed[0]", false, 7, 101, '2018-11-14 17:36:17', '2018-11-14 17:36:24', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[8]::zero_indexed[0]", false, 7, 101, '2018-11-14 17:36:24', '2018-11-14 17:36:31', 0.0, 0.0, 0.1, 
'270_rls-span', "rls_span::{{impl}}[9]::one_indexed[0]", false, 7, 101, '2018-11-14 17:36:31', '2018-11-14 17:36:38', 0.0, 0.0, 0.1, 
'286_ryu', "ryu::d2s_intrinsics[0]::div5[0]", true, 6, 0, '2018-11-14 17:36:38', '2018-11-14 17:36:44', 0.0, 0.0, 0.0, 
'286_ryu', "ryu::d2s_intrinsics[0]::div10[0]", true, 3, 0, '2018-11-14 17:36:44', '2018-11-14 17:36:47', 0.0, 0.0, 0.3, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100[0]", true, 4, 0, '2018-11-14 17:36:47', '2018-11-14 17:36:51', 0.0, 0.0, 0.2, 
'286_ryu', "ryu::d2s_intrinsics[0]::div100_000_000[0]", true, 3, 0, '2018-11-14 17:36:51', '2018-11-14 17:36:54', 0.0, 0.0, 0.2, 
'305_json', "json::util[0]::diyfp[0]::{{impl}}[1]::sub[0]", false, 17, 101, '2018-11-14 17:36:54', '2018-11-14 17:37:11', 0.1, 0.0, 0.1, 
'306_deflate', "deflate::chained_hash_table[0]::{{impl}}[2]::slide_value[0]", false, 13, 101, '2018-11-14 17:37:11', '2018-11-14 17:37:24', 0.2, 0.0, 0.3, 
'306_deflate', "deflate::deflate_state[0]::{{impl}}[0]::add[0]", false, 13, 101, '2018-11-14 17:37:24', '2018-11-14 17:37:37', 0.2, 0.0, 0.1, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_to_int[0]", true, 3, 0, '2018-11-14 17:37:40', '2018-11-14 17:37:43', 0.0, 0.0, 0.1, 
'352_wayland-sys', "wayland_sys::common[0]::wl_fixed_from_int[0]", false, 4, 101, '2018-11-14 17:37:43', '2018-11-14 17:37:47', 0.0, 0.0, 0.1, 
'371_http', "http::header[0]::map[0]::usable_capacity[0]", true, 107, 0, '2018-11-14 17:37:47', '2018-11-14 17:39:34', 0.4, 0.0, 0.1, 
'371_http', "http::header[0]::map[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-14 17:39:34', '2018-11-14 17:39:39', 0.4, 0.0, 0.25, 
'382_bytecount', "bytecount::{{impl}}[0]::increment[0]", false, 4, 101, '2018-11-14 17:39:39', '2018-11-14 17:39:43', 0.0, 0.0, 0.1, 
'395_indexmap', "indexmap::map[0]::usable_capacity[0]", true, 9, 0, '2018-11-14 17:39:43', '2018-11-14 17:39:52', 0.1, 0.0, 0.1, 
'395_indexmap', "indexmap::map[0]::to_raw_capacity[0]", false, 4, 101, '2018-11-14 17:39:52', '2018-11-14 17:39:56', 0.1, 0.0, 0.10, 
'423_h2', "h2::hpack[0]::table[0]::usable_capacity[0]", true, 61, 0, '2018-11-14 17:39:56', '2018-11-14 17:40:57', 0.9, 0.0, 0.2, 
'423_h2', "h2::hpack[0]::table[0]::to_raw_capacity[0]", false, 5, 101, '2018-11-14 17:40:57', '2018-11-14 17:41:02', 0.9, 0.0, 0.37, 
'423_h2', "h2::frame[0]::headers[0]::decoded_header_size[0]", false, 5, 101, '2018-11-14 17:41:02', '2018-11-14 17:41:07', 0.9, 0.0, 0.37, 
'423_h2', "h2::proto[0]::streams[0]::counts[0]::{{impl}}[0]::dec_num_reset_streams[0]", false, 5, 101, '2018-11-14 17:41:07', '2018-11-14 17:41:12', 0.8, 0.0, 0.40, 
'492_matrixmultiply', "matrixmultiply::util[0]::round_up_to[0]", false, 14, 101, '2018-11-14 17:41:14', '2018-11-14 17:41:28', 0.0, 0.0, 0.5, 
